Log Date and Time Tue, 31 Mar 2009 16:21:47
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '64.2', '62.8', '64.2', 'Mon, 30 Mar 2009 21:54:29', '733496.91284070781')
(3824, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:32:04', '733497.35560518713')
(3825, '62.8', '61.7', '62.8', 'Tue, 31 Mar 2009 08:32:14', '733497.35572107392')
(3826, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:32:24', '733497.35583677527')
(3827, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:32:34', '733497.35595266253')
(3828, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:32:44', '733497.35606836365')
(3829, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:32:54', '733497.35618425079')
(3830, '62.8', '61.7', '62.8', 'Tue, 31 Mar 2009 08:33:04', '733497.35629995295')
(3831, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:33:14', '733497.35641583940')
(3832, '62.8', '61.7', '62.8', 'Tue, 31 Mar 2009 08:33:24', '733497.35653154075')
(3833, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:33:34', '733497.35664742882')
(3834, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:33:44', '733497.35676312936')
(3835, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:33:54', '733497.35687901627')
(3836, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:34:04', '733497.35699471831')
(3837, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:34:14', '733497.35711060499')
(3838, '62.8', '61.7', '62.8', 'Tue, 31 Mar 2009 08:34:24', '733497.35722630657')
(3839, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:34:34', '733497.35734219360')
(3840, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:34:44', '733497.35745789506')
(3841, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:34:54', '733497.35757378198')
(3842, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:35:04', '733497.35768948402')
(3843, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:35:14', '733497.35780537070')
(3844, '62.8', '61.7', '62.8', 'Tue, 31 Mar 2009 08:35:24', '733497.35792107205')
(3845, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:35:34', '733497.35803695943')
(3846, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:35:44', '733497.35815266066')
(3847, '62.8', '61.7', '62.8', 'Tue, 31 Mar 2009 08:35:54', '733497.35826854769')
(3848, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:36:04', '733497.35838424950')
(3849, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:36:14', '733497.35850013641')
(3850, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:36:24', '733497.35861583811')
(3851, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:36:34', '733497.35873172537')
(3852, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:36:44', '733497.35884742625')
(3853, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:36:54', '733497.35896331328')
(3854, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:37:04', '733497.35907901532')
(3855, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:37:14', '733497.35919471679')
(3856, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:37:24', '733497.35931060323')
(3857, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:37:34', '733497.35942630575')
(3858, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:37:44', '733497.35954219173')
(3859, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:37:54', '733497.35965789354')
(3860, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:38:04', '733497.35977378080')
(3861, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:38:14', '733497.35988948226')
(3862, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:38:24', '733497.36000536906')
(3863, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:38:34', '733497.36012107157')
(3864, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:38:44', '733497.36023695767')
(3865, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:38:54', '733497.36035266123')
(3866, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:39:04', '733497.36046854651')
(3867, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:39:14', '733497.36058424786')
(3868, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:39:24', '733497.36070013454')
(3869, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:39:34', '733497.36081583682')
(3870, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:39:44', '733497.36093172408')
(3871, '62.6', '61.7', '62.6', 'Tue, 31 Mar 2009 08:39:54', '733497.36104742507')
(3872, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:40:04', '733497.36116331257')
(3873, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:40:14', '733497.36127901345')
(3874, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:40:24', '733497.36139490025')
(3875, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:40:34', '733497.36151060381')
(3876, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:40:44', '733497.36162648909')
(3877, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:40:54', '733497.36174219102')
(3878, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:41:04', '733497.36185807781')
(3879, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:41:14', '733497.36197377928')
(3880, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:41:24', '733497.36208966596')
(3881, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:41:34', '733497.36220541457')
(3882, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:41:44', '733497.36232125585')
(3883, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:41:54', '733497.36243695638')
(3884, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:42:04', '733497.36255265831')
(3885, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:42:14', '733497.36266840645')
(3886, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:42:24', '733497.36278424668')
(3887, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:42:34', '733497.36289994861')
(3888, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:42:44', '733497.36301564996')
(3889, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:42:54', '733497.36313139810')
(3890, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:43:04', '733497.36324723903')
(3891, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:43:14', '733497.36336294003')
(3892, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:43:24', '733497.36347864161')
(3893, '62.8', '61.5', '62.8', 'Tue, 31 Mar 2009 08:43:34', '733497.36359439010')
(3894, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:43:44', '733497.36371027760')
(3895, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:43:54', '733497.36382593191')
(3896, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:44:04', '733497.36394163407')
(3897, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:44:14', '733497.36405738199')
(3898, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:44:24', '733497.36417326867')
(3899, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:44:34', '733497.36428892403')
(3900, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:44:44', '733497.36440462666')
(3901, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:44:54', '733497.36452037352')
(3902, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:45:04', '733497.36463626078')
(3903, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:45:14', '733497.36475191568')
(3904, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:45:24', '733497.36486761738')
(3905, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:45:34', '733497.36498336552')
(3906, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:45:44', '733497.36509925220')
(3907, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:45:54', '733497.36521490768')
(3908, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:46:04', '733497.36533060973')
(3909, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:46:14', '733497.36544635752')
(3910, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:46:24', '733497.36556224443')
(3911, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:46:34', '733497.36567789956')
(3912, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:46:44', '733497.36579364748')
(3913, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:46:54', '733497.36590935010')
(3914, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:47:04', '733497.36602523609')
(3915, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:47:14', '733497.36614089145')
(3916, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:47:24', '733497.36625663936')
(3917, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:47:34', '733497.36637234117')
(3918, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:47:44', '733497.36648822774')
(3919, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:47:54', '733497.36660388333')
(3920, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:48:04', '733497.36671963171')
(3921, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:48:14', '733497.36683533317')
(3922, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:48:24', '733497.36695121997')
(3923, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:48:34', '733497.36706687557')
(3924, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:48:44', '733497.36718262313')
(3925, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:48:54', '733497.36729851004')
(3926, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:49:04', '733497.36741421197')
(3927, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:49:14', '733497.36753005220')
(3928, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:49:24', '733497.36764580023')
(3929, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:49:34', '733497.36776168738')
(3930, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:49:44', '733497.36787738884')
(3931, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:49:54', '733497.36799327587')
(3932, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:50:04', '733497.36810897745')
(3933, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:50:14', '733497.36822486413')
(3934, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:50:24', '733497.36834056594')
(3935, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:50:34', '733497.36845640675')
(3936, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:50:44', '733497.36857215432')
(3937, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:50:54', '733497.36868804123')
(3938, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:51:04', '733497.36880374339')
(3939, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:51:14', '733497.36891962984')
(3940, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:51:24', '733497.36903533165')
(3941, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:51:34', '733497.36915121868')
(3942, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:51:44', '733497.36926692014')
(3943, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:51:54', '733497.36938280694')
(3944, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:52:04', '733497.36949850875')
(3945, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:52:14', '733497.36961421045')
(3946, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:52:24', '733497.36973009713')
(3947, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:52:34', '733497.36984579929')
(3948, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:52:44', '733497.36996168597')
(3949, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:52:54', '733497.37007738720')
(3950, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:53:04', '733497.37019327458')
(3951, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:53:14', '733497.37030897592')
(3952, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:53:24', '733497.37042467762')
(3953, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:53:34', '733497.37054037931')
(3954, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:53:44', '733497.37065626611')
(3955, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:53:54', '733497.37077196792')
(3956, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:54:04', '733497.37088767090')
(3957, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:54:14', '733497.37100337120')
(3958, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:54:24', '733497.37111925799')
(3959, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:54:34', '733497.37123496097')
(3960, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:54:44', '733497.37135066174')
(3961, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:54:54', '733497.37146636273')
(3962, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:55:04', '733497.37158224999')
(3963, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:55:14', '733497.37169795181')
(3964, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:55:24', '733497.37181365339')
(3965, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:55:34', '733497.37192935543')
(3966, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:55:44', '733497.37204524199')
(3967, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:55:54', '733497.37216094357')
(3968, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:56:04', '733497.37227664527')
(3969, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:56:14', '733497.37239234720')
(3970, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:56:24', '733497.37250823376')
(3971, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:56:34', '733497.37262393616')
(3972, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:56:44', '733497.37273963727')
(3973, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:56:54', '733497.37285533885')
(3974, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:57:04', '733497.37297122728')
(3975, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:57:14', '733497.37308692734')
(3976, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:57:24', '733497.37320281437')
(3977, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:57:34', '733497.37331851607')
(3978, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:57:44', '733497.37343440286')
(3979, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 08:57:54', '733497.37355010444')
(3980, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:58:04', '733497.37366599182')
(3981, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:58:14', '733497.37378169294')
(3982, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:58:24', '733497.37389758020')
(3983, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:58:34', '733497.37401328201')
(3984, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:58:44', '733497.37412916881')
(3985, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:58:54', '733497.37424487050')
(3986, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:59:04', '733497.37436075718')
(3987, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:59:14', '733497.37447645853')
(3988, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:59:24', '733497.37459234660')
(3989, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 08:59:34', '733497.37470804749')
(3990, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:59:44', '733497.37482374872')
(3991, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 08:59:54', '733497.37493963575')
(3992, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:00:04', '733497.37505533767')
(3993, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:00:14', '733497.37517122424')
(3994, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:00:24', '733497.37528692698')
(3995, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:00:34', '733497.37540281296')
(3996, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:00:44', '733497.37551851361')
(3997, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:00:54', '733497.37563421554')
(3998, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:01:04', '733497.37574991700')
(3999, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:01:14', '733497.37586580357')
(4000, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:01:24', '733497.37598150631')
(4001, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:01:34', '733497.37609720754')
(4002, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:01:44', '733497.37621290889')
(4003, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:01:54', '733497.37632879615')
(4004, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:02:04', '733497.37644449749')
(4005, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:02:14', '733497.37656019931')
(4006, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:02:24', '733497.37667590089')
(4007, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:02:34', '733497.37679178780')
(4008, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:02:44', '733497.37690748973')
(4009, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:02:54', '733497.37702319119')
(4010, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:03:04', '733497.37713889312')
(4011, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:03:14', '733497.37725477968')
(4012, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:03:24', '733497.37737048115')
(4013, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:03:34', '733497.37748636841')
(4014, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:03:44', '733497.37760206976')
(4015, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:03:54', '733497.37771795678')
(4016, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:04:04', '733497.37783365871')
(4017, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:04:14', '733497.37794954516')
(4018, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:04:24', '733497.37806524686')
(4019, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:04:34', '733497.37818113400')
(4020, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:04:44', '733497.37829683546')
(4021, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:04:54', '733497.37841272273')
(4022, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:05:04', '733497.37852842442')
(4023, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:05:14', '733497.37864431168')
(4024, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:05:24', '733497.37876001268')
(4025, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:05:34', '733497.37887589959')
(4026, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:05:44', '733497.37899160106')
(4027, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:05:54', '733497.37910748797')
(4028, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:06:04', '733497.37922318955')
(4029, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:06:14', '733497.37933907635')
(4030, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:06:24', '733497.37945477816')
(4031, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:06:34', '733497.37957066530')
(4032, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:06:44', '733497.37968636665')
(4033, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:06:54', '733497.37980225356')
(4034, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:07:04', '733497.37991795561')
(4035, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:07:14', '733497.38003384240')
(4036, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:07:24', '733497.38014954398')
(4037, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:07:34', '733497.38026543090')
(4038, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:07:44', '733497.38038113259')
(4039, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:07:54', '733497.38049701904')
(4040, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:08:04', '733497.38061272120')
(4041, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:08:14', '733497.38072860788')
(4042, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:08:24', '733497.38084430958')
(4043, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:08:34', '733497.38096019661')
(4044, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:08:44', '733497.38107589795')
(4045, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:08:54', '733497.38119178487')
(4046, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:09:04', '733497.38130748679')
(4047, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:09:14', '733497.38142337347')
(4048, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:09:24', '733497.38153907517')
(4049, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:09:34', '733497.38165496325')
(4050, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:09:44', '733497.38177066366')
(4051, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:09:54', '733497.38188655057')
(4052, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:10:04', '733497.38200225355')
(4053, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:10:15', '733497.38211813918')
(4054, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:10:25', '733497.38223384076')
(4055, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:10:35', '733497.38234972791')
(4056, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:10:45', '733497.38246542937')
(4057, '62.4', '61.2', '62.4', 'Tue, 31 Mar 2009 09:10:55', '733497.38258131628')
(4058, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:11:05', '733497.38269701786')
(4059, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:11:15', '733497.38281290617')
(4060, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:11:25', '733497.38292860636')
(4061, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:11:35', '733497.38304449373')
(4062, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:11:45', '733497.38316019520')
(4063, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:11:55', '733497.38327608188')
(4064, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:12:05', '733497.38339178369')
(4065, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:12:15', '733497.38350767107')
(4066, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:12:25', '733497.38362337218')
(4067, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:12:35', '733497.38373925921')
(4068, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:12:45', '733497.38385496056')
(4069, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:12:55', '733497.38397084759')
(4070, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:13:05', '733497.38408654940')
(4071, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:13:15', '733497.38420243608')
(4072, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:13:25', '733497.38431813777')
(4073, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:13:35', '733497.38443402480')
(4074, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:13:45', '733497.38454972627')
(4075, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:13:55', '733497.38466561364')
(4076, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:14:05', '733497.38478131546')
(4077, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:14:15', '733497.38489720167')
(4078, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:14:25', '733497.38501290348')
(4079, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:14:35', '733497.38512879051')
(4080, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:14:45', '733497.38524449221')
(4081, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:14:55', '733497.38536037912')
(4082, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:15:05', '733497.38547608070')
(4083, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:15:15', '733497.38559196773')
(4084, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:15:25', '733497.38570766908')
(4085, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:15:35', '733497.38582355634')
(4086, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:15:45', '733497.38593925757')
(4087, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:15:55', '733497.38605514436')
(4088, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:16:05', '733497.38617084653')
(4089, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:16:15', '733497.38628673321')
(4090, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:16:25', '733497.38640243479')
(4091, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:16:35', '733497.38651832193')
(4092, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:16:45', '733497.38663402305')
(4093, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:16:55', '733497.38674991007')
(4094, '62.6', '61.5', '62.6', 'Tue, 31 Mar 2009 09:17:05', '733497.38686561189')
(4095, '62.6', '61.2', '62.6', 'Tue, 31 Mar 2009 09:17:15', '733497.38698149880')
