Log Date and Time Tue, 05 Aug 2008 08:19:22
Ambient Kiln Date Date2Num

(0, '81.27', '81.27', 'Mon, 04 Aug 2008 14:00:00', '733258.58333628008')
(7910, '87.35', '1186.18', 'Mon, 04 Aug 2008 20:35:31', '733258.85799974669')
(7911, '87.35', '1185.53', 'Mon, 04 Aug 2008 20:35:34', '733258.85803436709')
(7912, '87.35', '1186.18', 'Mon, 04 Aug 2008 20:35:37', '733258.85806918587')
(7913, '87.35', '1185.53', 'Mon, 04 Aug 2008 20:35:40', '733258.85810399137')
(7914, '87.35', '1186.84', 'Mon, 04 Aug 2008 20:35:43', '733258.85813861340')
(7915, '87.35', '1186.84', 'Mon, 04 Aug 2008 20:35:46', '733258.85817343055')
(7916, '87.35', '1186.84', 'Mon, 04 Aug 2008 20:35:49', '733258.85820805258')
(7917, '87.35', '1186.84', 'Mon, 04 Aug 2008 20:35:52', '733258.85824286961')
(7918, '87.35', '1188.18', 'Mon, 04 Aug 2008 20:35:55', '733258.85827749164')
(7919, '87.35', '1187.51', 'Mon, 04 Aug 2008 20:35:58', '733258.85831230879')
(7920, '87.35', '1187.51', 'Mon, 04 Aug 2008 20:36:01', '733258.85834693094')
(7921, '87.35', '1187.51', 'Mon, 04 Aug 2008 20:36:04', '733258.85838174808')
(7922, '87.35', '1188.18', 'Mon, 04 Aug 2008 20:36:07', '733258.85841636930')
(7923, '87.35', '1188.18', 'Mon, 04 Aug 2008 20:36:10', '733258.85845118668')
(7924, '87.35', '1189.51', 'Mon, 04 Aug 2008 20:36:13', '733258.85848580860')
(7925, '87.35', '1189.51', 'Mon, 04 Aug 2008 20:36:16', '733258.85852062574')
(7926, '87.35', '1189.51', 'Mon, 04 Aug 2008 20:36:19', '733258.85855524766')
(7927, '87.35', '1189.51', 'Mon, 04 Aug 2008 20:36:22', '733258.85859006492')
(7928, '87.35', '1189.51', 'Mon, 04 Aug 2008 20:36:25', '733258.85862468684')
(7929, '87.35', '1190.17', 'Mon, 04 Aug 2008 20:36:28', '733258.85865950398')
(7930, '87.35', '1190.84', 'Mon, 04 Aug 2008 20:36:31', '733258.85869412590')
(7931, '87.35', '1190.84', 'Mon, 04 Aug 2008 20:36:34', '733258.85872894339')
(7932, '87.35', '1191.51', 'Mon, 04 Aug 2008 20:36:37', '733258.85876375029')
(7933, '87.35', '1191.51', 'Mon, 04 Aug 2008 20:36:40', '733258.85879838245')
(7934, '87.35', '1191.51', 'Mon, 04 Aug 2008 20:36:43', '733258.85883318936')
(7935, '87.35', '1191.51', 'Mon, 04 Aug 2008 20:36:46', '733258.85886782140')
(7936, '87.35', '1191.51', 'Mon, 04 Aug 2008 20:36:49', '733258.85890262865')
(7937, '87.35', '1191.51', 'Mon, 04 Aug 2008 20:36:52', '733258.85893724905')
(7938, '87.35', '1192.17', 'Mon, 04 Aug 2008 20:36:55', '733258.85897206736')
(7939, '87.35', '1192.82', 'Mon, 04 Aug 2008 20:36:58', '733258.85900668765')
(7940, '87.35', '1193.49', 'Mon, 04 Aug 2008 20:37:01', '733258.85904150642')
(7941, '87.35', '1193.49', 'Mon, 04 Aug 2008 20:37:04', '733258.85907612683')
(7942, '87.35', '1193.49', 'Mon, 04 Aug 2008 20:37:07', '733258.85911094549')
(7943, '87.35', '1193.49', 'Mon, 04 Aug 2008 20:37:10', '733258.85914556601')
(7944, '87.35', '1194.15', 'Mon, 04 Aug 2008 20:37:13', '733258.85918038466')
(7945, '87.35', '1194.15', 'Mon, 04 Aug 2008 20:37:16', '733258.85921500507')
(7946, '87.57', '1195.03', 'Mon, 04 Aug 2008 20:37:19', '733258.85924982373')
(7947, '87.35', '1194.82', 'Mon, 04 Aug 2008 20:37:22', '733258.85928444413')
(7948, '87.35', '1194.82', 'Mon, 04 Aug 2008 20:37:25', '733258.85931926302')
(7949, '87.35', '1194.82', 'Mon, 04 Aug 2008 20:37:28', '733258.85935388342')
(7950, '87.35', '1195.48', 'Mon, 04 Aug 2008 20:37:31', '733258.85938870208')
(7951, '87.35', '1195.48', 'Mon, 04 Aug 2008 20:37:34', '733258.85942350770')
(7952, '87.35', '1196.15', 'Mon, 04 Aug 2008 20:37:37', '733258.85945814138')
(7953, '87.35', '1196.15', 'Mon, 04 Aug 2008 20:37:40', '733258.85949294630')
(7954, '87.35', '1197.48', 'Mon, 04 Aug 2008 20:37:43', '733258.85952758032')
(7955, '87.57', '1197.01', 'Mon, 04 Aug 2008 20:37:46', '733258.85956238571')
(7956, '87.35', '1197.48', 'Mon, 04 Aug 2008 20:37:49', '733258.85959701904')
(7957, '87.57', '1197.68', 'Mon, 04 Aug 2008 20:37:52', '733258.85963182454')
(7958, '87.35', '1197.48', 'Mon, 04 Aug 2008 20:37:55', '733258.85966664320')
(7959, '87.35', '1196.82', 'Mon, 04 Aug 2008 20:37:58', '733258.85970126383')
(7960, '87.35', '1197.48', 'Mon, 04 Aug 2008 20:38:01', '733258.85973607097')
(7961, '87.35', '1198.15', 'Mon, 04 Aug 2008 20:38:04', '733258.85977070290')
(7962, '87.57', '1198.35', 'Mon, 04 Aug 2008 20:38:07', '733258.85980551003')
(7963, '87.57', '1198.35', 'Mon, 04 Aug 2008 20:38:10', '733258.85984014207')
(7964, '87.35', '1198.15', 'Mon, 04 Aug 2008 20:38:13', '733258.85987494921')
(7965, '87.35', '1198.15', 'Mon, 04 Aug 2008 20:38:16', '733258.85990958114')
(7966, '87.35', '1199.48', 'Mon, 04 Aug 2008 20:38:19', '733258.85994438827')
(7967, '87.35', '1199.48', 'Mon, 04 Aug 2008 20:38:22', '733258.85997902032')
(7968, '87.35', '1199.48', 'Mon, 04 Aug 2008 20:38:25', '733258.86001382698')
(7969, '87.57', '1200.34', 'Mon, 04 Aug 2008 20:38:28', '733258.86004845903')
(7970, '87.57', '1200.34', 'Mon, 04 Aug 2008 20:38:31', '733258.86008326616')
(7971, '87.35', '1201.46', 'Mon, 04 Aug 2008 20:38:34', '733258.86011789821')
(7972, '87.57', '1200.34', 'Mon, 04 Aug 2008 20:38:37', '733258.86015270522')
(7973, '87.57', '1201.01', 'Mon, 04 Aug 2008 20:38:40', '733258.86018752237')
(7974, '87.57', '1201.01', 'Mon, 04 Aug 2008 20:38:43', '733258.86022214440')
(7975, '87.57', '1201.68', 'Mon, 04 Aug 2008 20:38:46', '733258.86025696166')
(7976, '87.35', '1202.13', 'Mon, 04 Aug 2008 20:38:49', '733258.86029158358')
(7977, '87.35', '1202.13', 'Mon, 04 Aug 2008 20:38:52', '733258.86032640061')
(7978, '87.57', '1202.34', 'Mon, 04 Aug 2008 20:38:55', '733258.86036102264')
(7979, '87.35', '1202.79', 'Mon, 04 Aug 2008 20:38:58', '733258.86039583990')
(7980, '87.57', '1202.34', 'Mon, 04 Aug 2008 20:39:01', '733258.86043046182')
(7981, '87.35', '1202.13', 'Mon, 04 Aug 2008 20:39:04', '733258.86046526744')
(7982, '87.57', '1203.01', 'Mon, 04 Aug 2008 20:39:07', '733258.86050008610')
(7983, '87.57', '1203.67', 'Mon, 04 Aug 2008 20:39:10', '733258.86053470685')
(7984, '87.35', '1204.12', 'Mon, 04 Aug 2008 20:39:13', '733258.86056952481')
(7985, '87.35', '1204.12', 'Mon, 04 Aug 2008 20:39:16', '733258.86060414580')
(7986, '87.35', '1203.46', 'Mon, 04 Aug 2008 20:39:19', '733258.86063896387')
(7987, '87.57', '1204.34', 'Mon, 04 Aug 2008 20:39:22', '733258.86067358439')
(7988, '87.35', '1204.12', 'Mon, 04 Aug 2008 20:39:25', '733258.86070840305')
(7989, '87.57', '1205.01', 'Mon, 04 Aug 2008 20:39:28', '733258.86074302346')
(7990, '87.57', '1205.01', 'Mon, 04 Aug 2008 20:39:31', '733258.86077784223')
(7991, '87.35', '1205.46', 'Mon, 04 Aug 2008 20:39:34', '733258.86081246275')
(7992, '87.57', '1205.67', 'Mon, 04 Aug 2008 20:39:37', '733258.86084728129')
(7993, '87.57', '1205.67', 'Mon, 04 Aug 2008 20:39:40', '733258.86088190181')
(7994, '87.35', '1205.46', 'Mon, 04 Aug 2008 20:39:43', '733258.86091672047')
(7995, '87.57', '1205.67', 'Mon, 04 Aug 2008 20:39:46', '733258.86095134111')
(7996, '87.57', '1205.67', 'Mon, 04 Aug 2008 20:39:49', '733258.86098615965')
(7997, '87.57', '1206.99', 'Mon, 04 Aug 2008 20:39:52', '733258.86102078005')
(7998, '87.57', '1206.99', 'Mon, 04 Aug 2008 20:39:55', '733258.86105559859')
(7999, '87.57', '1206.99', 'Mon, 04 Aug 2008 20:39:58', '733258.86109040398')
(8000, '87.57', '1206.99', 'Mon, 04 Aug 2008 20:40:01', '733258.86112503789')
(8001, '87.57', '1206.99', 'Mon, 04 Aug 2008 20:40:04', '733258.86115984316')
(8002, '87.35', '1206.79', 'Mon, 04 Aug 2008 20:40:07', '733258.86119447672')
(8003, '87.57', '1207.65', 'Mon, 04 Aug 2008 20:40:10', '733258.86122928222')
(8004, '87.57', '1208.34', 'Mon, 04 Aug 2008 20:40:13', '733258.86126391555')
(8005, '87.57', '1207.65', 'Mon, 04 Aug 2008 20:40:16', '733258.86129872128')
(8006, '87.57', '1208.34', 'Mon, 04 Aug 2008 20:40:19', '733258.86133334320')
(8007, '87.57', '1208.34', 'Mon, 04 Aug 2008 20:40:22', '733258.86136816046')
(8008, '87.57', '1208.34', 'Mon, 04 Aug 2008 20:40:25', '733258.86140278238')
(8009, '87.57', '1208.34', 'Mon, 04 Aug 2008 20:40:28', '733258.86143759952')
(8010, '87.57', '1209.65', 'Mon, 04 Aug 2008 20:40:31', '733258.86147222167')
(8011, '87.57', '1209.65', 'Mon, 04 Aug 2008 20:40:34', '733258.86150703894')
(8012, '87.57', '1209.65', 'Mon, 04 Aug 2008 20:40:37', '733258.86154184595')
(8013, '87.57', '1208.98', 'Mon, 04 Aug 2008 20:40:40', '733258.86157647788')
(8014, '87.57', '1210.32', 'Mon, 04 Aug 2008 20:40:43', '733258.86161128466')
(8015, '87.57', '1209.65', 'Mon, 04 Aug 2008 20:40:46', '733258.86164591706')
(8016, '87.35', '1210.12', 'Mon, 04 Aug 2008 20:40:49', '733258.86168072361')
(8017, '87.57', '1210.32', 'Mon, 04 Aug 2008 20:40:52', '733258.86171535566')
(8018, '87.57', '1210.32', 'Mon, 04 Aug 2008 20:40:55', '733258.86175016325')
(8019, '87.57', '1210.32', 'Mon, 04 Aug 2008 20:40:58', '733258.86178479472')
(8020, '87.35', '1210.78', 'Mon, 04 Aug 2008 20:41:01', '733258.86181960185')
(8021, '87.57', '1210.98', 'Mon, 04 Aug 2008 20:41:04', '733258.86185441923')
(8022, '87.57', '1211.65', 'Mon, 04 Aug 2008 20:41:07', '733258.86188904115')
(8023, '87.57', '1210.98', 'Mon, 04 Aug 2008 20:41:10', '733258.86192385829')
(8024, '87.57', '1212.31', 'Mon, 04 Aug 2008 20:41:13', '733258.86195848021')
(8025, '87.57', '1212.31', 'Mon, 04 Aug 2008 20:41:16', '733258.86199329735')
(8026, '87.35', '1212.12', 'Mon, 04 Aug 2008 20:41:19', '733258.86202791950')
(8027, '87.57', '1211.65', 'Mon, 04 Aug 2008 20:41:22', '733258.86206273653')
(8028, '87.57', '1212.31', 'Mon, 04 Aug 2008 20:41:25', '733258.86209735845')
(8029, '87.57', '1212.31', 'Mon, 04 Aug 2008 20:41:28', '733258.86213216418')
(8030, '87.57', '1213.65', 'Mon, 04 Aug 2008 20:41:31', '733258.86216679774')
(8031, '87.57', '1213.65', 'Mon, 04 Aug 2008 20:41:34', '733258.86220160348')
(8032, '87.57', '1214.31', 'Mon, 04 Aug 2008 20:41:37', '733258.86223642156')
(8033, '87.57', '1213.65', 'Mon, 04 Aug 2008 20:41:40', '733258.86227104208')
(8034, '87.57', '1213.65', 'Mon, 04 Aug 2008 20:41:43', '733258.86230586050')
(8035, '87.57', '1214.31', 'Mon, 04 Aug 2008 20:41:46', '733258.86234048114')
(8036, '87.57', '1214.31', 'Mon, 04 Aug 2008 20:41:49', '733258.86237529991')
(8037, '87.57', '1214.98', 'Mon, 04 Aug 2008 20:41:52', '733258.86240992032')
(8038, '87.57', '1215.64', 'Mon, 04 Aug 2008 20:41:55', '733258.86244473897')
(8039, '87.57', '1214.98', 'Mon, 04 Aug 2008 20:41:58', '733258.86247935949')
(8040, '87.57', '1214.98', 'Mon, 04 Aug 2008 20:42:01', '733258.86251417792')
(8041, '87.57', '1214.98', 'Mon, 04 Aug 2008 20:42:04', '733258.86254879867')
(8042, '87.57', '1214.98', 'Mon, 04 Aug 2008 20:42:07', '733258.86258361721')
(8043, '87.57', '1215.64', 'Mon, 04 Aug 2008 20:42:10', '733258.86261823773')
(8044, '87.57', '1215.64', 'Mon, 04 Aug 2008 20:42:13', '733258.86265304475')
(8045, '87.57', '1216.98', 'Mon, 04 Aug 2008 20:42:16', '733258.86268767668')
(8046, '87.57', '1216.98', 'Mon, 04 Aug 2008 20:42:19', '733258.86272248416')
(8047, '87.57', '1217.64', 'Mon, 04 Aug 2008 20:42:22', '733258.86275730073')
(8048, '87.57', '1216.98', 'Mon, 04 Aug 2008 20:42:25', '733258.86279192287')
(8049, '87.57', '1216.98', 'Mon, 04 Aug 2008 20:42:28', '733258.86282673967')
(8050, '87.57', '1216.98', 'Mon, 04 Aug 2008 20:42:31', '733258.86286136170')
(8051, '87.57', '1217.64', 'Mon, 04 Aug 2008 20:42:34', '733258.86289617897')
(8052, '87.57', '1218.31', 'Mon, 04 Aug 2008 20:42:37', '733258.86293080077')
(8053, '87.57', '1218.31', 'Mon, 04 Aug 2008 20:42:40', '733258.86296561814')
(8054, '87.57', '1218.97', 'Mon, 04 Aug 2008 20:42:43', '733258.86300023994')
(8055, '87.57', '1218.97', 'Mon, 04 Aug 2008 20:42:46', '733258.86303505721')
(8056, '87.57', '1218.31', 'Mon, 04 Aug 2008 20:42:49', '733258.86306967912')
(8057, '87.57', '1218.31', 'Mon, 04 Aug 2008 20:42:52', '733258.86310449638')
(8058, '87.57', '1218.97', 'Mon, 04 Aug 2008 20:42:55', '733258.86313911818')
(8059, '87.57', '1219.64', 'Mon, 04 Aug 2008 20:42:58', '733258.86317393545')
(8060, '87.57', '1219.64', 'Mon, 04 Aug 2008 20:43:01', '733258.86320855736')
(8061, '87.57', '1220.31', 'Mon, 04 Aug 2008 20:43:04', '733258.86324337474')
(8062, '87.57', '1220.31', 'Mon, 04 Aug 2008 20:43:07', '733258.86327818141')
(8063, '87.57', '1220.31', 'Mon, 04 Aug 2008 20:43:10', '733258.86331281380')
(8064, '87.57', '1220.31', 'Mon, 04 Aug 2008 20:43:13', '733258.86334762035')
(8065, '87.57', '1220.31', 'Mon, 04 Aug 2008 20:43:16', '733258.86338225252')
(8066, '87.57', '1220.97', 'Mon, 04 Aug 2008 20:43:19', '733258.86341705965')
(8067, '87.57', '1221.64', 'Mon, 04 Aug 2008 20:43:22', '733258.86345167994')
(8068, '87.57', '1222.30', 'Mon, 04 Aug 2008 20:43:25', '733258.86348649859')
(8069, '87.57', '1222.30', 'Mon, 04 Aug 2008 20:43:28', '733258.86352111911')
(8070, '87.57', '1221.64', 'Mon, 04 Aug 2008 20:43:31', '733258.86355593777')
(8071, '87.57', '1222.30', 'Mon, 04 Aug 2008 20:43:34', '733258.86359055829')
(8072, '87.57', '1222.30', 'Mon, 04 Aug 2008 20:43:37', '733258.86362537695')
(8073, '87.57', '1222.30', 'Mon, 04 Aug 2008 20:43:40', '733258.86366018269')
(8074, '87.57', '1222.97', 'Mon, 04 Aug 2008 20:43:43', '733258.86369481613')
(8075, '87.57', '1223.64', 'Mon, 04 Aug 2008 20:43:46', '733258.86372962175')
(8076, '87.57', '1222.97', 'Mon, 04 Aug 2008 20:43:49', '733258.86376425519')
(8077, '87.57', '1222.97', 'Mon, 04 Aug 2008 20:43:52', '733258.86379906046')
(8078, '87.57', '1223.64', 'Mon, 04 Aug 2008 20:43:55', '733258.86383369437')
(8079, '87.57', '1223.64', 'Mon, 04 Aug 2008 20:43:58', '733258.86386849941')
(8080, '87.57', '1223.64', 'Mon, 04 Aug 2008 20:44:01', '733258.86390313308')
(8081, '87.57', '1224.30', 'Mon, 04 Aug 2008 20:44:04', '733258.86393793882')
(8082, '87.57', '1224.97', 'Mon, 04 Aug 2008 20:44:07', '733258.86397275736')
(8083, '87.57', '1224.30', 'Mon, 04 Aug 2008 20:44:10', '733258.86400737776')
(8084, '87.57', '1224.97', 'Mon, 04 Aug 2008 20:44:13', '733258.86404219631')
(8085, '87.57', '1224.30', 'Mon, 04 Aug 2008 20:44:16', '733258.86407681706')
(8086, '87.57', '1224.97', 'Mon, 04 Aug 2008 20:44:19', '733258.86411163560')
(8087, '87.57', '1224.97', 'Mon, 04 Aug 2008 20:44:22', '733258.86414625600')
(8088, '87.57', '1225.63', 'Mon, 04 Aug 2008 20:44:25', '733258.86418107478')
(8089, '87.57', '1226.30', 'Mon, 04 Aug 2008 20:44:28', '733258.86421569530')
(8090, '87.57', '1224.97', 'Mon, 04 Aug 2008 20:44:31', '733258.86425050232')
(8091, '87.57', '1225.63', 'Mon, 04 Aug 2008 20:44:34', '733258.86428513448')
(8092, '87.57', '1225.63', 'Mon, 04 Aug 2008 20:44:37', '733258.86431994161')
(8093, '87.57', '1226.30', 'Mon, 04 Aug 2008 20:44:40', '733258.86435475887')
(8094, '87.57', '1226.30', 'Mon, 04 Aug 2008 20:44:43', '733258.86438938056')
(8095, '87.57', '1227.63', 'Mon, 04 Aug 2008 20:44:46', '733258.86442419735')
(8096, '87.57', '1227.63', 'Mon, 04 Aug 2008 20:44:49', '733258.86445881997')
(8097, '87.57', '1226.97', 'Mon, 04 Aug 2008 20:44:52', '733258.86449363641')
(8098, '87.57', '1226.97', 'Mon, 04 Aug 2008 20:44:55', '733258.86452825833')
(8099, '87.57', '1226.97', 'Mon, 04 Aug 2008 20:44:58', '733258.86456307548')
(8100, '87.57', '1227.63', 'Mon, 04 Aug 2008 20:45:01', '733258.86459769763')
(8101, '87.57', '1228.30', 'Mon, 04 Aug 2008 20:45:04', '733258.86463251500')
(8102, '87.57', '1228.30', 'Mon, 04 Aug 2008 20:45:07', '733258.86466713680')
(8103, '87.57', '1228.30', 'Mon, 04 Aug 2008 20:45:10', '733258.86470195395')
(8104, '87.57', '1228.30', 'Mon, 04 Aug 2008 20:45:13', '733258.86473657575')
(8105, '87.57', '1228.30', 'Mon, 04 Aug 2008 20:45:16', '733258.86477139313')
(8106, '87.80', '1229.20', 'Mon, 04 Aug 2008 20:45:19', '733258.86480601504')
(8107, '87.57', '1229.63', 'Mon, 04 Aug 2008 20:45:22', '733258.86484083207')
(8108, '87.57', '1229.63', 'Mon, 04 Aug 2008 20:45:25', '733258.86487563921')
(8109, '87.57', '1229.63', 'Mon, 04 Aug 2008 20:45:28', '733258.86491027137')
(8110, '87.57', '1230.30', 'Mon, 04 Aug 2008 20:45:31', '733258.86494507815')
(8111, '87.57', '1229.63', 'Mon, 04 Aug 2008 20:45:34', '733258.86497971066')
(8112, '87.57', '1230.30', 'Mon, 04 Aug 2008 20:45:37', '733258.86501451721')
(8113, '87.57', '1230.30', 'Mon, 04 Aug 2008 20:45:40', '733258.86504932272')
(8114, '87.57', '1230.30', 'Mon, 04 Aug 2008 20:45:43', '733258.86508395628')
(8115, '87.57', '1230.96', 'Mon, 04 Aug 2008 20:45:46', '733258.86511876178')
(8116, '87.57', '1230.96', 'Mon, 04 Aug 2008 20:45:49', '733258.86515339545')
(8117, '87.57', '1230.96', 'Mon, 04 Aug 2008 20:45:52', '733258.86518820096')
(8118, '87.57', '1231.63', 'Mon, 04 Aug 2008 20:45:55', '733258.86522283452')
(8119, '87.57', '1231.63', 'Mon, 04 Aug 2008 20:45:58', '733258.86525764002')
(8120, '87.57', '1232.31', 'Mon, 04 Aug 2008 20:46:01', '733258.86529227369')
(8121, '87.57', '1231.63', 'Mon, 04 Aug 2008 20:46:04', '733258.86532707943')
(8122, '87.57', '1232.98', 'Mon, 04 Aug 2008 20:46:07', '733258.86536171276')
(8123, '87.57', '1232.98', 'Mon, 04 Aug 2008 20:46:10', '733258.86539651838')
(8124, '87.80', '1233.86', 'Mon, 04 Aug 2008 20:46:13', '733258.86543133727')
(8125, '87.57', '1233.64', 'Mon, 04 Aug 2008 20:46:16', '733258.86546595732')
(8126, '87.80', '1233.19', 'Mon, 04 Aug 2008 20:46:19', '733258.86550077610')
(8127, '87.57', '1232.98', 'Mon, 04 Aug 2008 20:46:22', '733258.86553539592')
(8128, '87.57', '1233.64', 'Mon, 04 Aug 2008 20:46:25', '733258.86557021493')
(8129, '87.57', '1233.64', 'Mon, 04 Aug 2008 20:46:28', '733258.86560483533')
(8130, '87.80', '1234.53', 'Mon, 04 Aug 2008 20:46:31', '733258.86563965422')
(8131, '87.57', '1234.98', 'Mon, 04 Aug 2008 20:46:34', '733258.86567427451')
(8132, '87.57', '1234.98', 'Mon, 04 Aug 2008 20:46:37', '733258.86570909317')
(8133, '87.57', '1234.31', 'Mon, 04 Aug 2008 20:46:40', '733258.86574371369')
(8134, '87.80', '1235.19', 'Mon, 04 Aug 2008 20:46:43', '733258.86577852070')
(8135, '87.80', '1235.86', 'Mon, 04 Aug 2008 20:46:46', '733258.86581315275')
(8136, '87.57', '1234.98', 'Mon, 04 Aug 2008 20:46:49', '733258.86584796000')
(8137, '87.80', '1235.86', 'Mon, 04 Aug 2008 20:46:52', '733258.86588259204')
(8138, '87.80', '1236.52', 'Mon, 04 Aug 2008 20:46:55', '733258.86591739906')
(8139, '87.57', '1236.31', 'Mon, 04 Aug 2008 20:46:58', '733258.86595203099')
(8140, '87.57', '1236.31', 'Mon, 04 Aug 2008 20:47:01', '733258.86598683789')
(8141, '87.80', '1236.52', 'Mon, 04 Aug 2008 20:47:04', '733258.86602165562')
(8142, '87.80', '1236.52', 'Mon, 04 Aug 2008 20:47:07', '733258.86605627672')
(8143, '87.80', '1237.19', 'Mon, 04 Aug 2008 20:47:10', '733258.86609109421')
(8144, '87.57', '1237.64', 'Mon, 04 Aug 2008 20:47:13', '733258.86612571601')
(8145, '87.80', '1238.54', 'Mon, 04 Aug 2008 20:47:16', '733258.86616053316')
(8146, '87.57', '1238.31', 'Mon, 04 Aug 2008 20:47:19', '733258.86619515519')
(8147, '87.57', '1238.31', 'Mon, 04 Aug 2008 20:47:22', '733258.86622997234')
(8148, '87.80', '1237.87', 'Mon, 04 Aug 2008 20:47:25', '733258.86626459425')
(8149, '87.57', '1238.31', 'Mon, 04 Aug 2008 20:47:28', '733258.86629941151')
(8150, '87.80', '1238.54', 'Mon, 04 Aug 2008 20:47:31', '733258.86633403343')
(8151, '87.80', '1239.21', 'Mon, 04 Aug 2008 20:47:34', '733258.86636885081')
(8152, '87.80', '1239.21', 'Mon, 04 Aug 2008 20:47:37', '733258.86640365783')
(8153, '87.80', '1239.87', 'Mon, 04 Aug 2008 20:47:40', '733258.86643828987')
(8154, '87.80', '1239.87', 'Mon, 04 Aug 2008 20:47:43', '733258.86647309677')
(8155, '87.80', '1239.87', 'Mon, 04 Aug 2008 20:47:46', '733258.86650771752')
(8156, '87.80', '1239.87', 'Mon, 04 Aug 2008 20:47:49', '733258.86654253607')
(8157, '87.80', '1240.54', 'Mon, 04 Aug 2008 20:47:52', '733258.86657715647')
(8158, '87.57', '1240.30', 'Mon, 04 Aug 2008 20:47:55', '733258.86661197455')
(8159, '87.57', '1240.30', 'Mon, 04 Aug 2008 20:47:58', '733258.86664659507')
(8160, '87.57', '1240.97', 'Mon, 04 Aug 2008 20:48:01', '733258.86668141384')
(8161, '87.80', '1241.20', 'Mon, 04 Aug 2008 20:48:04', '733258.86671603436')
(8162, '87.80', '1241.20', 'Mon, 04 Aug 2008 20:48:07', '733258.86675085290')
(8163, '87.80', '1240.54', 'Mon, 04 Aug 2008 20:48:10', '733258.86678547354')
(8164, '87.80', '1241.87', 'Mon, 04 Aug 2008 20:48:13', '733258.86682029220')
(8165, '87.80', '1241.87', 'Mon, 04 Aug 2008 20:48:16', '733258.86685491248')
(8166, '87.80', '1241.87', 'Mon, 04 Aug 2008 20:48:19', '733258.86688973126')
(8167, '87.57', '1242.30', 'Mon, 04 Aug 2008 20:48:22', '733258.86692435166')
(8168, '87.57', '1242.99', 'Mon, 04 Aug 2008 20:48:25', '733258.86695917032')
(8169, '87.80', '1241.87', 'Mon, 04 Aug 2008 20:48:28', '733258.86699379073')
(8170, '87.80', '1242.54', 'Mon, 04 Aug 2008 20:48:31', '733258.86702860950')
(8171, '87.80', '1242.54', 'Mon, 04 Aug 2008 20:48:34', '733258.86706341535')
(8172, '87.80', '1243.87', 'Mon, 04 Aug 2008 20:48:37', '733258.86709804880')
(8173, '87.57', '1242.99', 'Mon, 04 Aug 2008 20:48:40', '733258.86713285383')
(8174, '87.80', '1244.53', 'Mon, 04 Aug 2008 20:48:43', '733258.86716748739')
(8175, '87.80', '1243.87', 'Mon, 04 Aug 2008 20:48:46', '733258.86720229313')
(8176, '87.80', '1243.87', 'Mon, 04 Aug 2008 20:48:49', '733258.86723692657')
(8177, '87.80', '1243.87', 'Mon, 04 Aug 2008 20:48:52', '733258.86727173196')
(8178, '87.80', '1244.53', 'Mon, 04 Aug 2008 20:48:55', '733258.86730635411')
(8179, '87.80', '1245.20', 'Mon, 04 Aug 2008 20:48:58', '733258.86734117125')
(8180, '87.80', '1245.20', 'Mon, 04 Aug 2008 20:49:01', '733258.86737579305')
(8181, '87.80', '1245.20', 'Mon, 04 Aug 2008 20:49:04', '733258.86741061043')
(8182, '87.57', '1244.98', 'Mon, 04 Aug 2008 20:49:07', '733258.86744523211')
(8183, '87.80', '1245.20', 'Mon, 04 Aug 2008 20:49:10', '733258.86748004961')
(8184, '87.80', '1245.20', 'Mon, 04 Aug 2008 20:49:13', '733258.86751467152')
(8185, '87.80', '1245.20', 'Mon, 04 Aug 2008 20:49:16', '733258.86754948867')
(8186, '87.80', '1245.88', 'Mon, 04 Aug 2008 20:49:19', '733258.86758411059')
(8187, '87.80', '1245.88', 'Mon, 04 Aug 2008 20:49:22', '733258.86761892785')
(8188, '87.80', '1246.55', 'Mon, 04 Aug 2008 20:49:25', '733258.86765373452')
(8189, '87.80', '1247.22', 'Mon, 04 Aug 2008 20:49:28', '733258.86768836644')
(8190, '87.80', '1246.55', 'Mon, 04 Aug 2008 20:49:31', '733258.86772317369')
(8191, '87.80', '1247.22', 'Mon, 04 Aug 2008 20:49:34', '733258.86775780574')
(8192, '87.80', '1246.55', 'Mon, 04 Aug 2008 20:49:37', '733258.86779261264')
(8193, '87.80', '1247.88', 'Mon, 04 Aug 2008 20:49:40', '733258.86782724469')
(8194, '87.80', '1247.22', 'Mon, 04 Aug 2008 20:49:43', '733258.86786205193')
(8195, '87.80', '1248.55', 'Mon, 04 Aug 2008 20:49:46', '733258.86789668398')
(8196, '87.80', '1247.88', 'Mon, 04 Aug 2008 20:49:49', '733258.86793149111')
(8197, '87.80', '1249.21', 'Mon, 04 Aug 2008 20:49:52', '733258.86796612293')
(8198, '87.80', '1249.21', 'Mon, 04 Aug 2008 20:49:55', '733258.86800093018')
(8199, '87.80', '1249.21', 'Mon, 04 Aug 2008 20:49:58', '733258.86803555058')
(8200, '87.80', '1249.21', 'Mon, 04 Aug 2008 20:50:01', '733258.86807036912')
(8201, '87.80', '1249.21', 'Mon, 04 Aug 2008 20:50:04', '733258.86810517509')
(8202, '87.80', '1249.21', 'Mon, 04 Aug 2008 20:50:07', '733258.86813980830')
(8203, '87.80', '1249.88', 'Mon, 04 Aug 2008 20:50:10', '733258.86817461427')
(8204, '87.80', '1249.88', 'Mon, 04 Aug 2008 20:50:13', '733258.86820924713')
(8205, '87.80', '1250.55', 'Mon, 04 Aug 2008 20:50:16', '733258.86824405321')
