Log Date and Time Wed, 03 Dec 2008 14:28:11
Ambient Kiln Date Date2Num

(0, '58.77', '277.48', 'Tue, 02 Dec 2008 14:08:28', '733378.58922143898')
(13542, '72.05', '1973.30', 'Wed, 03 Dec 2008 01:25:36', '733379.05944812880')
(13543, '72.27', '1985.34', 'Wed, 03 Dec 2008 01:25:39', '733379.05948350171')
(13544, '72.05', '1985.85', 'Wed, 03 Dec 2008 01:25:42', '733379.05951775319')
(13545, '72.05', '1977.73', 'Wed, 03 Dec 2008 01:25:45', '733379.05955238547')
(13546, '72.27', '1972.78', 'Wed, 03 Dec 2008 01:25:48', '733379.05958719191')
(13547, '72.05', '1984.37', 'Wed, 03 Dec 2008 01:25:51', '733379.05962182453')
(13548, '72.27', '1977.21', 'Wed, 03 Dec 2008 01:25:54', '733379.05965663132')
(13549, '72.27', '1972.04', 'Wed, 03 Dec 2008 01:25:57', '733379.05969126290')
(13550, '72.27', '1977.21', 'Wed, 03 Dec 2008 01:26:00', '733379.05972607015')
(13551, '72.27', '1983.13', 'Wed, 03 Dec 2008 01:26:03', '733379.05976069055')
(13552, '72.05', '1979.20', 'Wed, 03 Dec 2008 01:26:06', '733379.05979550933')
(13553, '72.27', '1971.30', 'Wed, 03 Dec 2008 01:26:09', '733379.05983012996')
(13554, '72.27', '1975.01', 'Wed, 03 Dec 2008 01:26:12', '733379.05986494827')
(13555, '72.27', '1977.96', 'Wed, 03 Dec 2008 01:26:15', '733379.05989956902')
(13556, '72.27', '1969.83', 'Wed, 03 Dec 2008 01:26:18', '733379.05993438757')
(13557, '72.27', '1973.52', 'Wed, 03 Dec 2008 01:26:21', '733379.05996900797')
(13558, '72.05', '1980.68', 'Wed, 03 Dec 2008 01:26:24', '733379.06000382698')
(13559, '72.05', '1977.73', 'Wed, 03 Dec 2008 01:26:27', '733379.06003844715')
(13560, '72.05', '1968.87', 'Wed, 03 Dec 2008 01:26:30', '733379.06007326150')
(13561, '72.27', '1972.04', 'Wed, 03 Dec 2008 01:26:33', '733379.06010788586')
(13562, '72.27', '1980.18', 'Wed, 03 Dec 2008 01:26:36', '733379.06014270417')
(13563, '72.27', '1976.47', 'Wed, 03 Dec 2008 01:26:39', '733379.06017732527')
(13564, '72.05', '1972.56', 'Wed, 03 Dec 2008 01:26:42', '733379.06021214323')
(13565, '72.27', '1979.44', 'Wed, 03 Dec 2008 01:26:45', '733379.06024676422')
(13566, '72.05', '1974.78', 'Wed, 03 Dec 2008 01:26:48', '733379.06028158229')
(13567, '72.05', '1966.66', 'Wed, 03 Dec 2008 01:26:51', '733379.06031620305')
(13568, '72.27', '1970.56', 'Wed, 03 Dec 2008 01:26:54', '733379.06035102182')
(13569, '72.05', '1977.73', 'Wed, 03 Dec 2008 01:26:57', '733379.06038564234')
(13570, '72.05', '1973.30', 'Wed, 03 Dec 2008 01:27:00', '733379.06042046077')
(13571, '72.27', '1966.15', 'Wed, 03 Dec 2008 01:27:03', '733379.06045508140')
(13572, '72.05', '1977.73', 'Wed, 03 Dec 2008 01:27:06', '733379.06048988830')
(13573, '72.27', '1972.78', 'Wed, 03 Dec 2008 01:27:09', '733379.06052507774')
(13574, '72.05', '1964.44', 'Wed, 03 Dec 2008 01:27:12', '733379.06055932736')
(13575, '72.27', '1969.83', 'Wed, 03 Dec 2008 01:27:15', '733379.06059414533')
(13576, '72.27', '1976.47', 'Wed, 03 Dec 2008 01:27:18', '733379.06062876701')
(13577, '72.27', '1969.11', 'Wed, 03 Dec 2008 01:27:21', '733379.06066358369')
(13578, '72.05', '1963.71', 'Wed, 03 Dec 2008 01:27:24', '733379.06069820584')
(13579, '72.27', '1974.25', 'Wed, 03 Dec 2008 01:27:27', '733379.06073302275')
(13580, '72.27', '1963.94', 'Wed, 03 Dec 2008 01:27:30', '733379.06076764478')
(13581, '72.27', '1965.42', 'Wed, 03 Dec 2008 01:27:33', '733379.06080246181')
(13582, '72.27', '1974.25', 'Wed, 03 Dec 2008 01:27:36', '733379.06083708385')
(13583, '72.27', '1962.46', 'Wed, 03 Dec 2008 01:27:39', '733379.06087227317')
(13584, '72.27', '1962.46', 'Wed, 03 Dec 2008 01:27:42', '733379.06090652291')
(13585, '72.05', '1968.87', 'Wed, 03 Dec 2008 01:27:45', '733379.06094134029')
(13586, '72.05', '1972.56', 'Wed, 03 Dec 2008 01:27:48', '733379.06097596209')
(13587, '72.27', '1962.46', 'Wed, 03 Dec 2008 01:27:51', '733379.06101077935')
(13588, '72.27', '1972.04', 'Wed, 03 Dec 2008 01:27:54', '733379.06104595750')
(13589, '72.05', '1968.87', 'Wed, 03 Dec 2008 01:27:57', '733379.06108020688')
(13590, '72.05', '1960.03', 'Wed, 03 Dec 2008 01:28:00', '733379.06111484044')
(13591, '72.05', '1967.40', 'Wed, 03 Dec 2008 01:28:03', '733379.06114964641')
(13592, '72.05', '1971.09', 'Wed, 03 Dec 2008 01:28:06', '733379.06118446484')
(13593, '72.05', '1960.03', 'Wed, 03 Dec 2008 01:28:09', '733379.06121908547')
(13594, '72.05', '1963.71', 'Wed, 03 Dec 2008 01:28:12', '733379.06125390355')
(13595, '72.05', '1962.97', 'Wed, 03 Dec 2008 01:28:15', '733379.06128852407')
(13596, '72.27', '1959.51', 'Wed, 03 Dec 2008 01:28:18', '733379.06132334261')
(13597, '72.05', '1968.87', 'Wed, 03 Dec 2008 01:28:21', '733379.06135796290')
(13598, '72.05', '1965.92', 'Wed, 03 Dec 2008 01:28:24', '733379.06139278191')
(13599, '72.27', '1958.04', 'Wed, 03 Dec 2008 01:28:27', '733379.06142740208')
(13600, '72.05', '1965.92', 'Wed, 03 Dec 2008 01:28:30', '733379.06146222027')
(13601, '72.05', '1968.13', 'Wed, 03 Dec 2008 01:28:33', '733379.06149684126')
(13602, '72.27', '1958.04', 'Wed, 03 Dec 2008 01:28:36', '733379.06153165945')
(13603, '72.27', '1969.11', 'Wed, 03 Dec 2008 01:28:39', '733379.06156628067')
(13604, '72.05', '1961.49', 'Wed, 03 Dec 2008 01:28:42', '733379.06160109851')
(13605, '72.05', '1957.08', 'Wed, 03 Dec 2008 01:28:45', '733379.06163627771')
(13606, '72.27', '1966.15', 'Wed, 03 Dec 2008 01:28:48', '733379.06167053897')
(13607, '72.27', '1965.42', 'Wed, 03 Dec 2008 01:28:51', '733379.06170534389')
(13608, '72.05', '1954.87', 'Wed, 03 Dec 2008 01:28:54', '733379.06173996604')
(13609, '72.05', '1961.49', 'Wed, 03 Dec 2008 01:28:57', '733379.06177478249')
(13610, '72.05', '1957.82', 'Wed, 03 Dec 2008 01:29:00', '733379.06180996087')
(13611, '72.05', '1957.08', 'Wed, 03 Dec 2008 01:29:03', '733379.06184422167')
(13612, '72.27', '1966.15', 'Wed, 03 Dec 2008 01:29:06', '733379.06187884382')
(13613, '72.27', '1960.99', 'Wed, 03 Dec 2008 01:29:09', '733379.06191366096')
(13614, '72.05', '1953.39', 'Wed, 03 Dec 2008 01:29:12', '733379.06194828299')
(13615, '72.27', '1961.73', 'Wed, 03 Dec 2008 01:29:15', '733379.06198310014')
(13616, '72.05', '1963.71', 'Wed, 03 Dec 2008 01:29:18', '733379.06201772206')
(13617, '72.05', '1953.39', 'Wed, 03 Dec 2008 01:29:21', '733379.06205253897')
(13618, '72.27', '1955.10', 'Wed, 03 Dec 2008 01:29:24', '733379.06208716135')
(13619, '72.05', '1960.03', 'Wed, 03 Dec 2008 01:29:27', '733379.06212197826')
(13620, '72.05', '1951.93', 'Wed, 03 Dec 2008 01:29:30', '733379.06215660030')
(13621, '72.05', '1959.28', 'Wed, 03 Dec 2008 01:29:33', '733379.06219141732')
(13622, '72.05', '1962.23', 'Wed, 03 Dec 2008 01:29:36', '733379.06222603947')
(13623, '72.05', '1953.39', 'Wed, 03 Dec 2008 01:29:39', '733379.06226085685')
(13624, '72.05', '1954.13', 'Wed, 03 Dec 2008 01:29:42', '733379.06229547819')
(13625, '72.05', '1962.23', 'Wed, 03 Dec 2008 01:29:45', '733379.06233029545')
(13626, '72.05', '1954.13', 'Wed, 03 Dec 2008 01:29:48', '733379.06236491713')
(13627, '72.27', '1961.73', 'Wed, 03 Dec 2008 01:29:51', '733379.06239973428')
(13628, '72.05', '1957.08', 'Wed, 03 Dec 2008 01:29:54', '733379.06243435643')
(13629, '72.27', '1949.95', 'Wed, 03 Dec 2008 01:29:57', '733379.06246917334')
(13630, '72.27', '1960.99', 'Wed, 03 Dec 2008 01:30:00', '733379.06250379549')
(13631, '72.27', '1955.84', 'Wed, 03 Dec 2008 01:30:03', '733379.06253861252')
(13632, '72.05', '1948.98', 'Wed, 03 Dec 2008 01:30:06', '733379.06257323467')
(13633, '72.05', '1959.28', 'Wed, 03 Dec 2008 01:30:09', '733379.06260804040')
(13634, '72.27', '1955.10', 'Wed, 03 Dec 2008 01:30:12', '733379.06264267385')
(13635, '72.27', '1957.32', 'Wed, 03 Dec 2008 01:30:15', '733379.06267747947')
(13636, '72.05', '1956.34', 'Wed, 03 Dec 2008 01:30:18', '733379.06271211267')
(13637, '72.05', '1947.52', 'Wed, 03 Dec 2008 01:30:21', '733379.06274691853')
(13638, '72.27', '1956.58', 'Wed, 03 Dec 2008 01:30:24', '733379.06278173719')
(13639, '72.27', '1955.10', 'Wed, 03 Dec 2008 01:30:27', '733379.06281635701')
(13640, '72.05', '1954.87', 'Wed, 03 Dec 2008 01:30:30', '733379.06285154715')
(13641, '72.05', '1955.61', 'Wed, 03 Dec 2008 01:30:33', '733379.06288579619')
(13642, '72.05', '1954.87', 'Wed, 03 Dec 2008 01:30:36', '733379.06292061496')
(13643, '72.05', '1951.20', 'Wed, 03 Dec 2008 01:30:39', '733379.06295579160')
(13644, '72.05', '1957.08', 'Wed, 03 Dec 2008 01:30:42', '733379.06299005414')
(13645, '72.05', '1946.05', 'Wed, 03 Dec 2008 01:30:45', '733379.06302467478')
(13646, '72.05', '1949.72', 'Wed, 03 Dec 2008 01:30:48', '733379.06305949274')
(13647, '72.27', '1956.58', 'Wed, 03 Dec 2008 01:30:51', '733379.06309411372')
(13648, '72.05', '1946.05', 'Wed, 03 Dec 2008 01:30:54', '733379.06312893191')
(13649, '72.27', '1947.74', 'Wed, 03 Dec 2008 01:30:57', '733379.06316355278')
(13650, '72.27', '1956.58', 'Wed, 03 Dec 2008 01:31:00', '733379.06319837167')
(13651, '72.05', '1948.26', 'Wed, 03 Dec 2008 01:31:03', '733379.06323299196')
(13652, '72.27', '1952.89', 'Wed, 03 Dec 2008 01:31:06', '733379.06326781132')
(13653, '72.27', '1952.89', 'Wed, 03 Dec 2008 01:31:09', '733379.06330242765')
(13654, '72.05', '1943.11', 'Wed, 03 Dec 2008 01:31:12', '733379.06333723851')
(13655, '72.05', '1947.52', 'Wed, 03 Dec 2008 01:31:15', '733379.06337205716')
(13656, '72.05', '1954.13', 'Wed, 03 Dec 2008 01:31:18', '733379.06340667722')
(13657, '72.05', '1943.85', 'Wed, 03 Dec 2008 01:31:21', '733379.06344149413')
(13658, '72.05', '1945.31', 'Wed, 03 Dec 2008 01:31:24', '733379.06347611593')
(13659, '72.05', '1945.31', 'Wed, 03 Dec 2008 01:31:27', '733379.06351093308')
(13660, '72.05', '1942.38', 'Wed, 03 Dec 2008 01:31:30', '733379.06354555488')
(13661, '72.27', '1952.89', 'Wed, 03 Dec 2008 01:31:33', '733379.06358037237')
(13662, '72.05', '1945.31', 'Wed, 03 Dec 2008 01:31:36', '733379.06361499417')
(13663, '72.05', '1940.90', 'Wed, 03 Dec 2008 01:31:39', '733379.06364981167')
(13664, '72.05', '1950.46', 'Wed, 03 Dec 2008 01:31:42', '733379.06368443335')
(13665, '72.05', '1947.52', 'Wed, 03 Dec 2008 01:31:45', '733379.06371925084')
(13666, '72.05', '1938.70', 'Wed, 03 Dec 2008 01:31:48', '733379.06375387276')
(13667, '72.05', '1950.46', 'Wed, 03 Dec 2008 01:31:51', '733379.06378868979')
(13668, '72.27', '1940.40', 'Wed, 03 Dec 2008 01:31:54', '733379.06382331194')
(13669, '72.05', '1943.85', 'Wed, 03 Dec 2008 01:31:57', '733379.06385812885')
(13670, '72.27', '1950.69', 'Wed, 03 Dec 2008 01:32:00', '733379.06389275088')
(13671, '72.05', '1940.18', 'Wed, 03 Dec 2008 01:32:03', '733379.06392756803')
(13672, '72.27', '1940.40', 'Wed, 03 Dec 2008 01:32:06', '733379.06396218925')
(13673, '72.27', '1949.95', 'Wed, 03 Dec 2008 01:32:09', '733379.06399700709')
(13674, '72.05', '1941.64', 'Wed, 03 Dec 2008 01:32:12', '733379.06403181364')
(13675, '72.05', '1947.52', 'Wed, 03 Dec 2008 01:32:15', '733379.06406643440')
(13676, '72.05', '1943.85', 'Wed, 03 Dec 2008 01:32:18', '733379.06410125247')
(13677, '72.05', '1936.51', 'Wed, 03 Dec 2008 01:32:21', '733379.06413587346')
(13678, '72.05', '1946.05', 'Wed, 03 Dec 2008 01:32:24', '733379.06417069153')
(13679, '72.05', '1944.57', 'Wed, 03 Dec 2008 01:32:27', '733379.06420531240')
(13680, '72.05', '1935.77', 'Wed, 03 Dec 2008 01:32:30', '733379.06424013153')
(13681, '72.05', '1943.11', 'Wed, 03 Dec 2008 01:32:33', '733379.06427475170')
(13682, '72.05', '1945.31', 'Wed, 03 Dec 2008 01:32:36', '733379.06430957059')
(13683, '72.05', '1940.18', 'Wed, 03 Dec 2008 01:32:39', '733379.06434466841')
(13684, '72.05', '1946.05', 'Wed, 03 Dec 2008 01:32:42', '733379.06437900965')
(13685, '72.05', '1935.03', 'Wed, 03 Dec 2008 01:32:45', '733379.06441363040')
(13686, '72.05', '1939.44', 'Wed, 03 Dec 2008 01:32:48', '733379.06444844883')
(13687, '72.05', '1944.57', 'Wed, 03 Dec 2008 01:32:51', '733379.06448306853')
(13688, '72.05', '1934.31', 'Wed, 03 Dec 2008 01:32:54', '733379.06451788952')
(13689, '72.05', '1937.97', 'Wed, 03 Dec 2008 01:32:57', '733379.06455250771')
(13690, '72.05', '1944.57', 'Wed, 03 Dec 2008 01:33:00', '733379.06458732660')
(13691, '72.05', '1932.84', 'Wed, 03 Dec 2008 01:33:03', '733379.06462194677')
(13692, '72.05', '1943.85', 'Wed, 03 Dec 2008 01:33:06', '733379.06465676578')
(13693, '72.05', '1933.57', 'Wed, 03 Dec 2008 01:33:09', '733379.06469138630')
(13694, '72.05', '1936.51', 'Wed, 03 Dec 2008 01:33:12', '733379.06472619332')
(13695, '72.05', '1943.11', 'Wed, 03 Dec 2008 01:33:15', '733379.06476082536')
(13696, '72.05', '1931.38', 'Wed, 03 Dec 2008 01:33:18', '733379.06479563238')
(13697, '72.05', '1938.70', 'Wed, 03 Dec 2008 01:33:21', '733379.06483026431')
(13698, '72.05', '1940.18', 'Wed, 03 Dec 2008 01:33:24', '733379.06486507168')
(13699, '72.05', '1929.90', 'Wed, 03 Dec 2008 01:33:27', '733379.06489970337')
(13700, '72.05', '1939.44', 'Wed, 03 Dec 2008 01:33:30', '733379.06493451097')
(13701, '72.05', '1929.18', 'Wed, 03 Dec 2008 01:33:33', '733379.06496932788')
(13702, '72.05', '1938.70', 'Wed, 03 Dec 2008 01:33:36', '733379.06500394933')
(13703, '72.05', '1937.25', 'Wed, 03 Dec 2008 01:33:39', '733379.06503876671')
(13704, '72.27', '1929.40', 'Wed, 03 Dec 2008 01:33:42', '733379.06507338851')
(13705, '72.05', '1939.44', 'Wed, 03 Dec 2008 01:33:45', '733379.06510820577')
(13706, '72.05', '1934.31', 'Wed, 03 Dec 2008 01:33:48', '733379.06514282769')
(13707, '72.05', '1938.70', 'Wed, 03 Dec 2008 01:33:51', '733379.06517764472')
(13708, '72.05', '1935.03', 'Wed, 03 Dec 2008 01:33:54', '733379.06521226699')
(13709, '72.27', '1927.94', 'Wed, 03 Dec 2008 01:33:57', '733379.06524708390')
(13710, '72.05', '1937.97', 'Wed, 03 Dec 2008 01:34:00', '733379.06528170581')
(13711, '72.05', '1935.03', 'Wed, 03 Dec 2008 01:34:03', '733379.06531652296')
(13712, '72.05', '1926.97', 'Wed, 03 Dec 2008 01:34:06', '733379.06535114511')
(13713, '72.05', '1937.25', 'Wed, 03 Dec 2008 01:34:09', '733379.06538596249')
(13714, '72.05', '1933.57', 'Wed, 03 Dec 2008 01:34:12', '733379.06542058429')
(13715, '72.05', '1934.31', 'Wed, 03 Dec 2008 01:34:15', '733379.06545540143')
(13716, '72.05', '1935.03', 'Wed, 03 Dec 2008 01:34:18', '733379.06549002347')
(13717, '72.05', '1925.51', 'Wed, 03 Dec 2008 01:34:21', '733379.06552482885')
(13718, '72.05', '1933.57', 'Wed, 03 Dec 2008 01:34:24', '733379.06555946218')
(13719, '72.05', '1933.57', 'Wed, 03 Dec 2008 01:34:27', '733379.06559426792')
(13720, '72.05', '1924.79', 'Wed, 03 Dec 2008 01:34:30', '733379.06562890112')
(13721, '72.05', '1935.03', 'Wed, 03 Dec 2008 01:34:33', '733379.06566370663')
(13722, '72.05', '1930.64', 'Wed, 03 Dec 2008 01:34:36', '733379.06569834030')
(13723, '72.05', '1924.79', 'Wed, 03 Dec 2008 01:34:39', '733379.06573314592')
(13724, '72.05', '1930.64', 'Wed, 03 Dec 2008 01:34:42', '733379.06576777948')
(13725, '72.05', '1924.05', 'Wed, 03 Dec 2008 01:34:45', '733379.06580258510')
(13726, '72.05', '1934.31', 'Wed, 03 Dec 2008 01:34:48', '733379.06583721854')
(13727, '72.05', '1926.97', 'Wed, 03 Dec 2008 01:34:51', '733379.06587202416')
(13728, '72.05', '1925.51', 'Wed, 03 Dec 2008 01:34:54', '733379.06590665784')
(13729, '72.05', '1934.31', 'Wed, 03 Dec 2008 01:34:57', '733379.06594146322')
(13730, '72.05', '1923.31', 'Wed, 03 Dec 2008 01:35:00', '733379.06597609678')
(13731, '72.05', '1926.97', 'Wed, 03 Dec 2008 01:35:03', '733379.06601090229')
(13732, '72.05', '1923.31', 'Wed, 03 Dec 2008 01:35:06', '733379.06604572129')
(13733, '72.05', '1925.51', 'Wed, 03 Dec 2008 01:35:09', '733379.06608034135')
(13734, '72.05', '1932.84', 'Wed, 03 Dec 2008 01:35:12', '733379.06611516036')
(13735, '72.05', '1921.86', 'Wed, 03 Dec 2008 01:35:15', '733379.06614978041')
(13736, '72.05', '1925.51', 'Wed, 03 Dec 2008 01:35:18', '733379.06618458743')
(13737, '72.05', '1931.38', 'Wed, 03 Dec 2008 01:35:21', '733379.06621921924')
(13738, '72.05', '1922.59', 'Wed, 03 Dec 2008 01:35:24', '733379.06625439867')
(13739, '72.05', '1924.05', 'Wed, 03 Dec 2008 01:35:27', '733379.06628865842')
(13740, '72.05', '1923.31', 'Wed, 03 Dec 2008 01:35:30', '733379.06632346578')
(13741, '72.05', '1920.40', 'Wed, 03 Dec 2008 01:35:33', '733379.06635809748')
(13742, '72.05', '1930.64', 'Wed, 03 Dec 2008 01:35:36', '733379.06639290473')
(13743, '72.05', '1923.31', 'Wed, 03 Dec 2008 01:35:39', '733379.06642753689')
(13744, '72.05', '1919.66', 'Wed, 03 Dec 2008 01:35:42', '733379.06646234402')
(13745, '72.05', '1929.90', 'Wed, 03 Dec 2008 01:35:45', '733379.06649697607')
(13746, '72.05', '1922.59', 'Wed, 03 Dec 2008 01:35:48', '733379.06653178309')
(13747, '72.05', '1927.71', 'Wed, 03 Dec 2008 01:35:51', '733379.06656660012')
(13748, '72.05', '1924.79', 'Wed, 03 Dec 2008 01:35:54', '733379.06660122389')
(13749, '72.05', '1917.46', 'Wed, 03 Dec 2008 01:35:57', '733379.06663603929')
(13750, '72.05', '1927.71', 'Wed, 03 Dec 2008 01:36:00', '733379.06667066086')
(13751, '72.05', '1924.05', 'Wed, 03 Dec 2008 01:36:03', '733379.06670547812')
(13752, '72.05', '1916.01', 'Wed, 03 Dec 2008 01:36:06', '733379.06674010004')
(13753, '72.27', '1925.74', 'Wed, 03 Dec 2008 01:36:09', '733379.06677491730')
(13754, '72.05', '1924.05', 'Wed, 03 Dec 2008 01:36:12', '733379.06680953910')
(13755, '72.05', '1923.31', 'Wed, 03 Dec 2008 01:36:15', '733379.06684435648')
(13756, '72.05', '1925.51', 'Wed, 03 Dec 2008 01:36:18', '733379.06687897828')
(13757, '72.05', '1914.55', 'Wed, 03 Dec 2008 01:36:21', '733379.06691378378')
(13758, '72.05', '1921.86', 'Wed, 03 Dec 2008 01:36:24', '733379.06694841746')
(13759, '72.05', '1924.05', 'Wed, 03 Dec 2008 01:36:27', '733379.06698322296')
(13760, '72.05', '1913.81', 'Wed, 03 Dec 2008 01:36:30', '733379.06701785664')
(13761, '72.05', '1921.86', 'Wed, 03 Dec 2008 01:36:33', '733379.06705266202')
(13762, '72.05', '1922.59', 'Wed, 03 Dec 2008 01:36:36', '733379.06708729581')
(13763, '72.05', '1921.12', 'Wed, 03 Dec 2008 01:36:39', '733379.06712210167')
(13764, '72.05', '1922.59', 'Wed, 03 Dec 2008 01:36:42', '733379.06715692009')
(13765, '72.05', '1912.35', 'Wed, 03 Dec 2008 01:36:45', '733379.06719154003')
(13766, '72.05', '1921.12', 'Wed, 03 Dec 2008 01:36:48', '733379.06722635892')
(13767, '72.05', '1920.40', 'Wed, 03 Dec 2008 01:36:51', '733379.06726097909')
(13768, '72.05', '1911.61', 'Wed, 03 Dec 2008 01:36:54', '733379.06729579798')
(13769, '72.05', '1921.86', 'Wed, 03 Dec 2008 01:36:57', '733379.06733041804')
(13770, '72.05', '1917.46', 'Wed, 03 Dec 2008 01:37:00', '733379.06736523705')
(13771, '72.05', '1911.61', 'Wed, 03 Dec 2008 01:37:03', '733379.06739985733')
(13772, '72.05', '1918.92', 'Wed, 03 Dec 2008 01:37:06', '733379.06743467611')
(13773, '72.05', '1910.16', 'Wed, 03 Dec 2008 01:37:09', '733379.06746929663')
(13774, '72.05', '1918.20', 'Wed, 03 Dec 2008 01:37:12', '733379.06750411540')
(13775, '72.05', '1920.40', 'Wed, 03 Dec 2008 01:37:15', '733379.06753873581')
(13776, '72.05', '1910.89', 'Wed, 03 Dec 2008 01:37:18', '733379.06757355446')
(13777, '72.05', '1915.27', 'Wed, 03 Dec 2008 01:37:21', '733379.06760817464')
(13778, '72.05', '1921.12', 'Wed, 03 Dec 2008 01:37:24', '733379.06764298223')
(13779, '72.05', '1910.16', 'Wed, 03 Dec 2008 01:37:27', '733379.06767779915')
(13780, '72.05', '1920.40', 'Wed, 03 Dec 2008 01:37:30', '733379.06771242106')
(13781, '72.05', '1915.27', 'Wed, 03 Dec 2008 01:37:33', '733379.06774723786')
(13782, '72.05', '1908.70', 'Wed, 03 Dec 2008 01:37:36', '733379.06778186024')
(13783, '72.05', '1917.46', 'Wed, 03 Dec 2008 01:37:39', '733379.06781667704')
(13784, '72.05', '1915.27', 'Wed, 03 Dec 2008 01:37:42', '733379.06785129884')
(13785, '72.05', '1907.24', 'Wed, 03 Dec 2008 01:37:45', '733379.06788611610')
(13786, '72.05', '1917.46', 'Wed, 03 Dec 2008 01:37:48', '733379.06792073802')
(13787, '72.05', '1907.24', 'Wed, 03 Dec 2008 01:37:51', '733379.06795555505')
(13788, '72.05', '1913.81', 'Wed, 03 Dec 2008 01:37:54', '733379.06799017719')
(13789, '72.05', '1917.46', 'Wed, 03 Dec 2008 01:37:57', '733379.06802499411')
(13790, '72.05', '1906.50', 'Wed, 03 Dec 2008 01:38:00', '733379.06805961637')
(13791, '72.05', '1911.61', 'Wed, 03 Dec 2008 01:38:03', '733379.06809443340')
(13792, '72.05', '1916.73', 'Wed, 03 Dec 2008 01:38:06', '733379.06812905543')
(13793, '72.05', '1907.24', 'Wed, 03 Dec 2008 01:38:09', '733379.06816387270')
(13794, '72.05', '1908.70', 'Wed, 03 Dec 2008 01:38:12', '733379.06819849473')
(13795, '72.05', '1909.42', 'Wed, 03 Dec 2008 01:38:15', '733379.06823331187')
(13796, '72.05', '1905.78', 'Wed, 03 Dec 2008 01:38:18', '733379.06826811854')
(13797, '72.05', '1914.55', 'Wed, 03 Dec 2008 01:38:21', '733379.06830275082')
(13798, '72.05', '1911.61', 'Wed, 03 Dec 2008 01:38:24', '733379.06833755760')
(13799, '72.05', '1903.59', 'Wed, 03 Dec 2008 01:38:27', '733379.06837218942')
(13800, '72.05', '1911.61', 'Wed, 03 Dec 2008 01:38:30', '733379.06840699667')
(13801, '72.05', '1913.81', 'Wed, 03 Dec 2008 01:38:33', '733379.06844161695')
(13802, '72.05', '1902.87', 'Wed, 03 Dec 2008 01:38:36', '733379.06847643596')
(13803, '72.05', '1914.55', 'Wed, 03 Dec 2008 01:38:39', '733379.06851105636')
(13804, '72.05', '1904.32', 'Wed, 03 Dec 2008 01:38:42', '733379.06854587502')
(13805, '72.05', '1905.78', 'Wed, 03 Dec 2008 01:38:45', '733379.06858049543')
(13806, '72.05', '1913.81', 'Wed, 03 Dec 2008 01:38:48', '733379.06861531420')
(13807, '72.05', '1904.32', 'Wed, 03 Dec 2008 01:38:51', '733379.06864993437')
(13808, '72.05', '1903.59', 'Wed, 03 Dec 2008 01:38:54', '733379.06868475338')
(13809, '72.05', '1913.07', 'Wed, 03 Dec 2008 01:38:57', '733379.06871955877')
(13810, '72.05', '1905.78', 'Wed, 03 Dec 2008 01:39:00', '733379.06875419256')
(13811, '72.05', '1910.16', 'Wed, 03 Dec 2008 01:39:03', '733379.06878899748')
(13812, '72.05', '1910.16', 'Wed, 03 Dec 2008 01:39:06', '733379.06882363162')
(13813, '72.05', '1900.67', 'Wed, 03 Dec 2008 01:39:09', '733379.06885843677')
(13814, '72.05', '1906.50', 'Wed, 03 Dec 2008 01:39:12', '733379.06889307010')
(13815, '72.05', '1910.89', 'Wed, 03 Dec 2008 01:39:15', '733379.06892787595')
(13816, '72.05', '1900.67', 'Wed, 03 Dec 2008 01:39:18', '733379.06896250928')
(13817, '72.05', '1902.13', 'Wed, 03 Dec 2008 01:39:21', '733379.06899731490')
(13818, '72.05', '1910.89', 'Wed, 03 Dec 2008 01:39:24', '733379.06903194857')
(13819, '72.05', '1899.21', 'Wed, 03 Dec 2008 01:39:27', '733379.06906675408')
(13820, '72.05', '1907.96', 'Wed, 03 Dec 2008 01:39:30', '733379.06910138752')
(13821, '72.05', '1907.24', 'Wed, 03 Dec 2008 01:39:33', '733379.06913619302')
(13822, '72.05', '1898.49', 'Wed, 03 Dec 2008 01:39:36', '733379.06917082681')
(13823, '72.05', '1904.32', 'Wed, 03 Dec 2008 01:39:39', '733379.06920563243')
(13824, '72.05', '1907.96', 'Wed, 03 Dec 2008 01:39:42', '733379.06924025423')
(13825, '72.05', '1897.02', 'Wed, 03 Dec 2008 01:39:45', '733379.06927507161')
(13826, '72.05', '1908.70', 'Wed, 03 Dec 2008 01:39:48', '733379.06930987898')
(13827, '72.05', '1897.02', 'Wed, 03 Dec 2008 01:39:51', '733379.06934451056')
(13828, '72.05', '1901.41', 'Wed, 03 Dec 2008 01:39:54', '733379.06937931792')
(13829, '72.05', '1907.24', 'Wed, 03 Dec 2008 01:39:57', '733379.06941394904')
(13830, '72.05', '1896.30', 'Wed, 03 Dec 2008 01:40:00', '733379.06944875652')
(13831, '72.05', '1902.13', 'Wed, 03 Dec 2008 01:40:03', '733379.06948338822')
(13832, '72.05', '1906.50', 'Wed, 03 Dec 2008 01:40:06', '733379.06951819570')
(13833, '72.05', '1899.21', 'Wed, 03 Dec 2008 01:40:09', '733379.06955319841')
(13834, '72.05', '1906.50', 'Wed, 03 Dec 2008 01:40:12', '733379.06958763488')
(13835, '72.05', '1897.75', 'Wed, 03 Dec 2008 01:40:15', '733379.06962226692')
(13836, '72.05', '1895.58', 'Wed, 03 Dec 2008 01:40:18', '733379.06965707324')
(13837, '72.05', '1903.59', 'Wed, 03 Dec 2008 01:40:21', '733379.06969170563')
