Log Date and Time Sun, 01 Aug 2010 06:43:55
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '1034.1', '32.0', 'Sat, 31 Jul 2010 21:24:46', '733984.89220804733')
(544, '32.0', '1650.5', '32.0', 'Sun, 01 Aug 2010 01:56:48', '733985.08112129441')
(545, '32.0', '1619.3', '32.0', 'Sun, 01 Aug 2010 01:57:18', '733985.08146865515')
(546, '32.0', '1593.2', '32.0', 'Sun, 01 Aug 2010 01:57:48', '733985.08181583148')
(547, '32.0', '1598.4', '32.0', 'Sun, 01 Aug 2010 01:58:18', '733985.08216319245')
(548, '32.0', '1620.5', '32.0', 'Sun, 01 Aug 2010 01:58:48', '733985.08251036808')
(549, '32.0', '1647.2', '32.0', 'Sun, 01 Aug 2010 01:59:18', '733985.08285772894')
(550, '32.0', '1663.4', '32.0', 'Sun, 01 Aug 2010 01:59:48', '733985.08320490504')
(551, '32.0', '1661.7', '32.0', 'Sun, 01 Aug 2010 02:00:18', '733985.08355226647')
(552, '32.0', '1631.9', '32.0', 'Sun, 01 Aug 2010 02:00:48', '733985.08389944222')
(553, '32.0', '1667.1', '32.0', 'Sun, 01 Aug 2010 02:01:18', '733985.08424680377')
(554, '32.0', '1685.9', '32.0', 'Sun, 01 Aug 2010 02:01:48', '733985.08459398034')
(555, '32.0', '1678.2', '32.0', 'Sun, 01 Aug 2010 02:02:18', '733985.08494134084')
(556, '32.0', '1666.9', '32.0', 'Sun, 01 Aug 2010 02:02:48', '733985.08528846991')
(557, '32.0', '1655.4', '32.0', 'Sun, 01 Aug 2010 02:03:18', '733985.08563583111')
(558, '32.0', '1638.0', '32.0', 'Sun, 01 Aug 2010 02:03:48', '733985.08598300721')
(559, '32.0', '1659.1', '32.0', 'Sun, 01 Aug 2010 02:04:18', '733985.08633036842')
(560, '32.0', '1698.0', '32.0', 'Sun, 01 Aug 2010 02:04:48', '733985.08667754428')
(561, '32.0', '1708.8', '32.0', 'Sun, 01 Aug 2010 02:05:18', '733985.08702490525')
(562, '32.0', '1673.7', '32.0', 'Sun, 01 Aug 2010 02:05:48', '733985.08737208124')
(563, '32.0', '1627.0', '32.0', 'Sun, 01 Aug 2010 02:06:18', '733985.08771944267')
(564, '32.0', '1613.7', '32.0', 'Sun, 01 Aug 2010 02:06:48', '733985.08806661854')
(565, '32.0', '1641.8', '32.0', 'Sun, 01 Aug 2010 02:07:18', '733985.08841397951')
(566, '32.0', '1672.1', '32.0', 'Sun, 01 Aug 2010 02:07:48', '733985.08876115526')
(567, '32.0', '1706.5', '32.0', 'Sun, 01 Aug 2010 02:08:18', '733985.08910851635')
(568, '32.0', '1703.9', '32.0', 'Sun, 01 Aug 2010 02:08:48', '733985.08945569291')
(569, '32.0', '1690.4', '32.0', 'Sun, 01 Aug 2010 02:09:18', '733985.08980306482')
(570, '32.0', '1678.2', '32.0', 'Sun, 01 Aug 2010 02:09:48', '733985.09015041497')
(571, '32.0', '1691.9', '32.0', 'Sun, 01 Aug 2010 02:10:18', '733985.09049759037')
(572, '32.0', '1709.6', '32.0', 'Sun, 01 Aug 2010 02:10:49', '733985.09084495262')
(573, '32.0', '1693.0', '32.0', 'Sun, 01 Aug 2010 02:11:18', '733985.09119208110')
(574, '32.0', '1671.6', '32.0', 'Sun, 01 Aug 2010 02:11:49', '733985.09153945232')
(575, '32.0', '1670.4', '32.0', 'Sun, 01 Aug 2010 02:12:19', '733985.09188661829')
(576, '32.0', '1668.3', '32.0', 'Sun, 01 Aug 2010 02:12:49', '733985.09223398019')
(577, '32.0', '1698.4', '32.0', 'Sun, 01 Aug 2010 02:13:19', '733985.09258115734')
(578, '32.0', '1720.0', '32.0', 'Sun, 01 Aug 2010 02:13:49', '733985.09292851633')
(579, '32.0', '1712.9', '32.0', 'Sun, 01 Aug 2010 02:14:19', '733985.09327569243')
(580, '32.0', '1694.2', '32.0', 'Sun, 01 Aug 2010 02:14:49', '733985.09362305375')
(581, '32.0', '1681.5', '32.0', 'Sun, 01 Aug 2010 02:15:19', '733985.09397022938')
(582, '32.0', '1696.3', '32.0', 'Sun, 01 Aug 2010 02:15:49', '733985.09431759047')
(583, '32.0', '1735.8', '32.0', 'Sun, 01 Aug 2010 02:16:19', '733985.09466476657')
(584, '32.0', '1709.8', '32.0', 'Sun, 01 Aug 2010 02:16:49', '733985.09501212765')
(585, '32.0', '1742.3', '32.0', 'Sun, 01 Aug 2010 02:17:19', '733985.09535930341')
(586, '32.0', '1748.7', '32.0', 'Sun, 01 Aug 2010 02:17:49', '733985.09570666438')
(587, '32.0', '1718.8', '32.0', 'Sun, 01 Aug 2010 02:18:19', '733985.09605379449')
(588, '32.0', '1740.1', '32.0', 'Sun, 01 Aug 2010 02:18:49', '733985.09640115499')
(589, '32.0', '1740.1', '32.0', 'Sun, 01 Aug 2010 02:19:19', '733985.09674833133')
(590, '32.0', '1755.8', '32.0', 'Sun, 01 Aug 2010 02:19:49', '733985.09709569230')
(591, '32.0', '1748.0', '32.0', 'Sun, 01 Aug 2010 02:20:19', '733985.09744286851')
(592, '32.0', '1744.9', '32.0', 'Sun, 01 Aug 2010 02:20:49', '733985.09779022948')
(593, '32.0', '1752.0', '32.0', 'Sun, 01 Aug 2010 02:21:19', '733985.09813740558')
(594, '32.0', '1752.2', '32.0', 'Sun, 01 Aug 2010 02:21:49', '733985.09848476655')
(595, '32.0', '1760.3', '32.0', 'Sun, 01 Aug 2010 02:22:19', '733985.09883194207')
(596, '32.0', '1735.4', '32.0', 'Sun, 01 Aug 2010 02:22:49', '733985.09917930351')
(597, '32.0', '1760.1', '32.0', 'Sun, 01 Aug 2010 02:23:19', '733985.09952647949')
(598, '32.0', '1762.7', '32.0', 'Sun, 01 Aug 2010 02:23:49', '733985.09987384081')
(599, '32.0', '1764.6', '32.0', 'Sun, 01 Aug 2010 02:24:19', '733985.10022101633')
(600, '32.0', '1762.7', '32.0', 'Sun, 01 Aug 2010 02:24:49', '733985.10056837741')
(601, '32.0', '1760.4', '32.0', 'Sun, 01 Aug 2010 02:25:19', '733985.10091555363')
(602, '32.0', '1760.8', '32.0', 'Sun, 01 Aug 2010 02:25:49', '733985.10126286838')
(603, '32.0', '1784.9', '32.0', 'Sun, 01 Aug 2010 02:26:19', '733985.10161023145')
(604, '32.0', '1767.7', '32.0', 'Sun, 01 Aug 2010 02:26:49', '733985.10195740522')
(605, '32.0', '1747.5', '32.0', 'Sun, 01 Aug 2010 02:27:19', '733985.10230476642')
(606, '32.0', '1729.5', '32.0', 'Sun, 01 Aug 2010 02:27:49', '733985.10265194240')
(607, '32.0', '1745.2', '32.0', 'Sun, 01 Aug 2010 02:28:19', '733985.10299933073')
(608, '32.0', '1785.7', '32.0', 'Sun, 01 Aug 2010 02:28:49', '733985.10334647971')
(609, '32.0', '1764.0', '32.0', 'Sun, 01 Aug 2010 02:29:19', '733985.10369384021')
(610, '32.0', '1725.3', '32.0', 'Sun, 01 Aug 2010 02:29:49', '733985.10404101608')
(611, '32.0', '1727.2', '32.0', 'Sun, 01 Aug 2010 02:30:19', '733985.10438837716')
(612, '32.0', '1758.5', '32.0', 'Sun, 01 Aug 2010 02:30:49', '733985.10473555315')
(613, '32.0', '1761.3', '32.0', 'Sun, 01 Aug 2010 02:31:19', '733985.10508291586')
(614, '32.0', '1774.2', '32.0', 'Sun, 01 Aug 2010 02:31:49', '733985.10543009022')
(615, '32.0', '1781.9', '32.0', 'Sun, 01 Aug 2010 02:32:19', '733985.10577745119')
(616, '32.0', '1762.6', '32.0', 'Sun, 01 Aug 2010 02:32:49', '733985.10612462705')
(617, '32.0', '1729.5', '32.0', 'Sun, 01 Aug 2010 02:33:19', '733985.10647180316')
(618, '32.0', '1734.0', '32.0', 'Sun, 01 Aug 2010 02:33:49', '733985.10681916436')
(619, '32.0', '1723.4', '32.0', 'Sun, 01 Aug 2010 02:34:19', '733985.10716652533')
(620, '32.0', '1755.4', '32.0', 'Sun, 01 Aug 2010 02:34:49', '733985.10751365521')
(621, '32.0', '1746.9', '32.0', 'Sun, 01 Aug 2010 02:35:19', '733985.10786101618')
(622, '32.0', '1736.6', '32.0', 'Sun, 01 Aug 2010 02:35:49', '733985.10820819228')
(623, '32.0', '1745.2', '32.0', 'Sun, 01 Aug 2010 02:36:19', '733985.10855555336')
(624, '32.0', '1755.9', '32.0', 'Sun, 01 Aug 2010 02:36:49', '733985.10890272935')
(625, '32.0', '1730.7', '32.0', 'Sun, 01 Aug 2010 02:37:19', '733985.10925009008')
(626, '32.0', '1759.9', '32.0', 'Sun, 01 Aug 2010 02:37:49', '733985.10959726642')
(627, '32.0', '1773.0', '32.0', 'Sun, 01 Aug 2010 02:38:19', '733985.10994462715')
(628, '32.0', '1788.5', '32.0', 'Sun, 01 Aug 2010 02:38:49', '733985.11029180314')
(629, '32.0', '1781.9', '32.0', 'Sun, 01 Aug 2010 02:39:19', '733985.11063916422')
(630, '32.0', '1768.0', '32.0', 'Sun, 01 Aug 2010 02:39:49', '733985.11098633998')
(631, '32.0', '1782.6', '32.0', 'Sun, 01 Aug 2010 02:40:19', '733985.11133370164')
(632, '32.0', '1781.8', '32.0', 'Sun, 01 Aug 2010 02:40:49', '733985.11168087705')
(633, '32.0', '1754.7', '32.0', 'Sun, 01 Aug 2010 02:41:19', '733985.11202823836')
(634, '32.0', '1752.5', '32.0', 'Sun, 01 Aug 2010 02:41:49', '733985.11237541423')
(635, '32.0', '1777.5', '32.0', 'Sun, 01 Aug 2010 02:42:19', '733985.11272272910')
(636, '32.0', '1768.9', '32.0', 'Sun, 01 Aug 2010 02:42:49', '733985.11306990485')
(637, '32.0', '1749.4', '32.0', 'Sun, 01 Aug 2010 02:43:19', '733985.11341726605')
(638, '32.0', '1725.2', '32.0', 'Sun, 01 Aug 2010 02:43:49', '733985.11376444192')
(639, '32.0', '1700.6', '32.0', 'Sun, 01 Aug 2010 02:44:19', '733985.11411180301')
(640, '32.0', '1715.3', '32.0', 'Sun, 01 Aug 2010 02:44:49', '733985.11445897887')
(641, '32.0', '1762.8', '32.0', 'Sun, 01 Aug 2010 02:45:19', '733985.11480772891')
(642, '32.0', '1760.4', '32.0', 'Sun, 01 Aug 2010 02:45:49', '733985.11515351606')
(643, '32.0', '1744.6', '32.0', 'Sun, 01 Aug 2010 02:46:19', '733985.11550087715')
(644, '32.0', '1719.5', '32.0', 'Sun, 01 Aug 2010 02:46:49', '733985.11584805301')
(645, '32.0', '1705.8', '32.0', 'Sun, 01 Aug 2010 02:47:19', '733985.11619541410')
(646, '32.0', '1688.8', '32.0', 'Sun, 01 Aug 2010 02:47:49', '733985.11654258997')
(647, '32.0', '1686.5', '32.0', 'Sun, 01 Aug 2010 02:48:19', '733985.11688995105')
(648, '32.0', '1754.4', '32.0', 'Sun, 01 Aug 2010 02:48:49', '733985.11723712704')
(649, '32.0', '1765.8', '32.0', 'Sun, 01 Aug 2010 02:49:19', '733985.11758448859')
(650, '32.0', '1750.9', '32.0', 'Sun, 01 Aug 2010 02:49:49', '733985.11793184944')
(651, '32.0', '1743.0', '32.0', 'Sun, 01 Aug 2010 02:50:19', '733985.11827897909')
(652, '32.0', '1721.0', '32.0', 'Sun, 01 Aug 2010 02:50:49', '733985.11862634111')
(653, '32.0', '1733.0', '32.0', 'Sun, 01 Aug 2010 02:51:19', '733985.11897351639')
(654, '32.0', '1762.8', '32.0', 'Sun, 01 Aug 2010 02:51:49', '733985.11932087713')
(655, '32.0', '1794.3', '32.0', 'Sun, 01 Aug 2010 02:52:19', '733985.11966823833')
(656, '32.0', '1788.8', '32.0', 'Sun, 01 Aug 2010 02:52:49', '733985.12001541408')
(657, '32.0', '1796.4', '32.0', 'Sun, 01 Aug 2010 02:53:19', '733985.12036277528')
(658, '32.0', '1806.2', '32.0', 'Sun, 01 Aug 2010 02:53:49', '733985.12070995104')
(659, '32.0', '1796.4', '32.0', 'Sun, 01 Aug 2010 02:54:19', '733985.12105731247')
(660, '32.0', '1778.7', '32.0', 'Sun, 01 Aug 2010 02:54:49', '733985.12140448834')
(661, '32.0', '1788.0', '32.0', 'Sun, 01 Aug 2010 02:55:19', '733985.12175184942')
(662, '32.0', '1812.9', '32.0', 'Sun, 01 Aug 2010 02:55:49', '733985.12209902541')
(663, '32.0', '1824.7', '32.0', 'Sun, 01 Aug 2010 02:56:19', '733985.12244712724')
(664, '32.0', '1819.1', '32.0', 'Sun, 01 Aug 2010 02:56:49', '733985.12279425678')
(665, '32.0', '1803.3', '32.0', 'Sun, 01 Aug 2010 02:57:19', '733985.12314161786')
(666, '32.0', '1804.5', '32.0', 'Sun, 01 Aug 2010 02:57:49', '733985.12348879373')
(667, '32.0', '1793.5', '32.0', 'Sun, 01 Aug 2010 02:58:19', '733985.12383615470')
(668, '32.0', '1786.3', '32.0', 'Sun, 01 Aug 2010 02:58:49', '733985.12418333092')
(669, '32.0', '1781.5', '32.0', 'Sun, 01 Aug 2010 02:59:19', '733985.12453069200')
(670, '32.0', '1809.8', '32.0', 'Sun, 01 Aug 2010 02:59:49', '733985.12487786799')
(671, '32.0', '1814.8', '32.0', 'Sun, 01 Aug 2010 03:00:19', '733985.12522559939')
(672, '32.0', '1807.6', '32.0', 'Sun, 01 Aug 2010 03:00:49', '733985.12557259016')
(673, '32.0', '1768.7', '32.0', 'Sun, 01 Aug 2010 03:01:19', '733985.12591958093')
(674, '32.0', '1765.8', '32.0', 'Sun, 01 Aug 2010 03:01:49', '733985.12626694189')
(675, '32.0', '1799.2', '32.0', 'Sun, 01 Aug 2010 03:02:19', '733985.12661411788')
(676, '32.0', '1826.6', '32.0', 'Sun, 01 Aug 2010 03:02:49', '733985.12696147896')
(677, '32.0', '1808.8', '32.0', 'Sun, 01 Aug 2010 03:03:19', '733985.12730865495')
(678, '32.0', '1791.6', '32.0', 'Sun, 01 Aug 2010 03:03:49', '733985.12765601603')
(679, '32.0', '1766.0', '32.0', 'Sun, 01 Aug 2010 03:04:19', '733985.12800333137')
(680, '32.0', '1775.3', '32.0', 'Sun, 01 Aug 2010 03:04:49', '733985.12835050677')
(681, '32.0', '1826.3', '32.0', 'Sun, 01 Aug 2010 03:05:19', '733985.12869786774')
(682, '32.0', '1808.6', '32.0', 'Sun, 01 Aug 2010 03:05:49', '733985.12904504384')
(683, '32.0', '1774.6', '32.0', 'Sun, 01 Aug 2010 03:06:19', '733985.12939240481')
(684, '32.0', '1771.0', '32.0', 'Sun, 01 Aug 2010 03:06:49', '733985.12973958068')
(685, '32.0', '1772.5', '32.0', 'Sun, 01 Aug 2010 03:07:19', '733985.13008695003')
(686, '32.0', '1771.8', '32.0', 'Sun, 01 Aug 2010 03:07:49', '733985.13043411786')
(687, '32.0', '1778.2', '32.0', 'Sun, 01 Aug 2010 03:08:19', '733985.13078147906')
(688, '32.0', '1772.5', '32.0', 'Sun, 01 Aug 2010 03:08:49', '733985.13112865493')
(689, '32.0', '1768.9', '32.0', 'Sun, 01 Aug 2010 03:09:19', '733985.13147601613')
(690, '32.0', '1759.1', '32.0', 'Sun, 01 Aug 2010 03:09:49', '733985.13182319212')
(691, '32.0', '1759.1', '32.0', 'Sun, 01 Aug 2010 03:10:19', '733985.13217055309')
(692, '32.0', '1768.2', '32.0', 'Sun, 01 Aug 2010 03:10:49', '733985.13251773082')
(693, '32.0', '1793.5', '32.0', 'Sun, 01 Aug 2010 03:11:19', '733985.13286508992')
(694, '32.0', '1786.1', '32.0', 'Sun, 01 Aug 2010 03:11:49', '733985.13321221969')
(695, '32.0', '1773.2', '32.0', 'Sun, 01 Aug 2010 03:12:19', '733985.13355958089')
(696, '32.0', '1797.5', '32.0', 'Sun, 01 Aug 2010 03:12:49', '733985.13390694186')
(697, '32.0', '1822.0', '32.0', 'Sun, 01 Aug 2010 03:13:19', '733985.13425411785')
(698, '32.0', '1831.4', '32.0', 'Sun, 01 Aug 2010 03:13:49', '733985.13460147893')
(699, '32.0', '1832.6', '32.0', 'Sun, 01 Aug 2010 03:14:19', '733985.13494865492')
(700, '32.0', '1818.9', '32.0', 'Sun, 01 Aug 2010 03:14:49', '733985.13529601647')
(701, '32.0', '1807.4', '32.0', 'Sun, 01 Aug 2010 03:15:19', '733985.13564319187')
(702, '32.0', '1826.8', '32.0', 'Sun, 01 Aug 2010 03:15:49', '733985.13599055319')
(703, '32.0', '1829.5', '32.0', 'Sun, 01 Aug 2010 03:16:19', '733985.13633773010')
(704, '32.0', '1826.1', '32.0', 'Sun, 01 Aug 2010 03:16:49', '733985.13668509026')
(705, '32.0', '1812.4', '32.0', 'Sun, 01 Aug 2010 03:17:19', '733985.13703226624')
(706, '32.0', '1827.0', '32.0', 'Sun, 01 Aug 2010 03:17:49', '733985.13737962709')
(707, '32.0', '1809.0', '32.0', 'Sun, 01 Aug 2010 03:18:19', '733985.13772680284')
(708, '32.0', '1790.4', '32.0', 'Sun, 01 Aug 2010 03:18:49', '733985.13807411783')
(709, '32.0', '1768.6', '32.0', 'Sun, 01 Aug 2010 03:19:19', '733985.13842129370')
(710, '32.0', '1820.8', '32.0', 'Sun, 01 Aug 2010 03:19:49', '733985.13876865502')
(711, '32.0', '1829.5', '32.0', 'Sun, 01 Aug 2010 03:20:19', '733985.13911583100')
(712, '32.0', '1829.9', '32.0', 'Sun, 01 Aug 2010 03:20:49', '733985.13946319208')
(713, '32.0', '1819.6', '32.0', 'Sun, 01 Aug 2010 03:21:19', '733985.13981036795')
(714, '32.0', '1808.1', '32.0', 'Sun, 01 Aug 2010 03:21:49', '733985.14015772904')
(715, '32.0', '1806.0', '32.0', 'Sun, 01 Aug 2010 03:22:19', '733985.14050490537')
(716, '32.0', '1803.5', '32.0', 'Sun, 01 Aug 2010 03:22:49', '733985.14085226587')
(717, '32.0', '1820.1', '32.0', 'Sun, 01 Aug 2010 03:23:19', '733985.14119944209')
(718, '32.0', '1837.2', '32.0', 'Sun, 01 Aug 2010 03:23:49', '733985.14154680306')
(719, '32.0', '1838.1', '32.0', 'Sun, 01 Aug 2010 03:24:19', '733985.14189397928')
(720, '32.0', '1809.3', '32.0', 'Sun, 01 Aug 2010 03:24:49', '733985.14224134025')
(721, '32.0', '1830.0', '32.0', 'Sun, 01 Aug 2010 03:25:19', '733985.14258851612')
(722, '32.0', '1848.3', '32.0', 'Sun, 01 Aug 2010 03:25:49', '733985.14293587732')
(723, '32.0', '1834.3', '32.0', 'Sun, 01 Aug 2010 03:26:19', '733985.14328305470')
(724, '32.0', '1799.0', '32.0', 'Sun, 01 Aug 2010 03:26:49', '733985.14363041427')
(725, '32.0', '1812.2', '32.0', 'Sun, 01 Aug 2010 03:27:19', '733985.14397777559')
(726, '32.0', '1823.2', '32.0', 'Sun, 01 Aug 2010 03:27:49', '733985.14432495122')
(727, '32.0', '1836.9', '32.0', 'Sun, 01 Aug 2010 03:28:19', '733985.14467226714')
(728, '32.0', '1837.7', '32.0', 'Sun, 01 Aug 2010 03:28:49', '733985.14501944231')
(729, '32.0', '1836.9', '32.0', 'Sun, 01 Aug 2010 03:29:19', '733985.14536680351')
(730, '32.0', '1831.4', '32.0', 'Sun, 01 Aug 2010 03:29:49', '733985.14571397891')
(731, '32.0', '1817.7', '32.0', 'Sun, 01 Aug 2010 03:30:19', '733985.14606134011')
(732, '32.0', '1795.4', '32.0', 'Sun, 01 Aug 2010 03:30:49', '733985.14640851680')
(733, '32.0', '1791.1', '32.0', 'Sun, 01 Aug 2010 03:31:19', '733985.14675587718')
(734, '32.0', '1817.5', '32.0', 'Sun, 01 Aug 2010 03:31:49', '733985.14710305305')
(735, '32.0', '1833.3', '32.0', 'Sun, 01 Aug 2010 03:32:19', '733985.14745041472')
(736, '32.0', '1840.3', '32.0', 'Sun, 01 Aug 2010 03:32:49', '733985.14779759012')
(737, '32.0', '1839.6', '32.0', 'Sun, 01 Aug 2010 03:33:19', '733985.14814495179')
(738, '32.0', '1830.9', '32.0', 'Sun, 01 Aug 2010 03:33:49', '733985.14849212719')
(739, '32.0', '1837.7', '32.0', 'Sun, 01 Aug 2010 03:34:19', '733985.14883948874')
(740, '32.0', '1814.6', '32.0', 'Sun, 01 Aug 2010 03:34:49', '733985.14918661793')
(741, '32.0', '1804.0', '32.0', 'Sun, 01 Aug 2010 03:35:19', '733985.14953397878')
(742, '32.0', '1820.6', '32.0', 'Sun, 01 Aug 2010 03:35:49', '733985.14988115488')
(743, '32.0', '1818.4', '32.0', 'Sun, 01 Aug 2010 03:36:19', '733985.15022851585')
(744, '32.0', '1842.2', '32.0', 'Sun, 01 Aug 2010 03:36:49', '733985.15057569300')
(745, '32.0', '1850.2', '32.0', 'Sun, 01 Aug 2010 03:37:19', '733985.15092305350')
(746, '32.0', '1867.1', '32.0', 'Sun, 01 Aug 2010 03:37:49', '733985.15127022902')
(747, '32.0', '1864.4', '32.0', 'Sun, 01 Aug 2010 03:38:19', '733985.15161758999')
(748, '32.0', '1858.6', '32.0', 'Sun, 01 Aug 2010 03:38:49', '733985.15196495119')
(749, '32.0', '1838.6', '32.0', 'Sun, 01 Aug 2010 03:39:19', '733985.15231212694')
(750, '32.0', '1828.3', '32.0', 'Sun, 01 Aug 2010 03:39:49', '733985.15265930316')
(751, '32.0', '1841.2', '32.0', 'Sun, 01 Aug 2010 03:40:19', '733985.15300666424')
(752, '32.0', '1855.7', '32.0', 'Sun, 01 Aug 2010 03:40:49', '733985.15335384000')
(753, '32.0', '1855.5', '32.0', 'Sun, 01 Aug 2010 03:41:19', '733985.15370120131')
(754, '32.0', '1835.7', '32.0', 'Sun, 01 Aug 2010 03:41:49', '733985.15404837718')
(755, '32.0', '1873.4', '32.0', 'Sun, 01 Aug 2010 03:42:19', '733985.15439573885')
(756, '32.0', '1873.9', '32.0', 'Sun, 01 Aug 2010 03:42:49', '733985.15474291414')
(757, '32.0', '1868.5', '32.0', 'Sun, 01 Aug 2010 03:43:19', '733985.15509027522')
(758, '32.0', '1862.0', '32.0', 'Sun, 01 Aug 2010 03:43:49', '733985.15543763619')
(759, '32.0', '1851.6', '32.0', 'Sun, 01 Aug 2010 03:44:19', '733985.15578476619')
(760, '32.0', '1836.2', '32.0', 'Sun, 01 Aug 2010 03:44:49', '733985.15613212716')
(761, '32.0', '1860.1', '32.0', 'Sun, 01 Aug 2010 03:45:19', '733985.15647930303')
(762, '32.0', '1824.5', '32.0', 'Sun, 01 Aug 2010 03:45:49', '733985.15682666423')
(763, '32.0', '1803.6', '32.0', 'Sun, 01 Aug 2010 03:46:19', '733985.15717384021')
(764, '32.0', '1799.3', '32.0', 'Sun, 01 Aug 2010 03:46:49', '733985.15752120118')
(765, '32.0', '1802.1', '32.0', 'Sun, 01 Aug 2010 03:47:19', '733985.15786837728')
(766, '32.0', '1836.7', '32.0', 'Sun, 01 Aug 2010 03:47:49', '733985.15821573802')
(767, '32.0', '1857.7', '32.0', 'Sun, 01 Aug 2010 03:48:19', '733985.15856291435')
(768, '32.0', '1873.4', '32.0', 'Sun, 01 Aug 2010 03:48:49', '733985.15891027520')
(769, '32.0', '1874.1', '32.0', 'Sun, 01 Aug 2010 03:49:19', '733985.15925745107')
(770, '32.0', '1843.0', '32.0', 'Sun, 01 Aug 2010 03:49:49', '733985.15960476641')
(771, '32.0', '1832.1', '32.0', 'Sun, 01 Aug 2010 03:50:19', '733985.15995194227')
(772, '32.0', '1873.4', '32.0', 'Sun, 01 Aug 2010 03:50:49', '733985.16029930313')
(773, '32.0', '1892.1', '32.0', 'Sun, 01 Aug 2010 03:51:19', '733985.16064647899')
(774, '32.0', '1899.4', '32.0', 'Sun, 01 Aug 2010 03:51:49', '733985.16099384020')
(775, '32.0', '1898.9', '32.0', 'Sun, 01 Aug 2010 03:52:19', '733985.16134101595')
(776, '32.0', '1904.0', '32.0', 'Sun, 01 Aug 2010 03:52:49', '733985.16168837703')
(777, '32.0', '1901.0', '32.0', 'Sun, 01 Aug 2010 03:53:19', '733985.16203555302')
(778, '32.0', '1879.2', '32.0', 'Sun, 01 Aug 2010 03:53:49', '733985.16238291422')
(779, '32.0', '1864.2', '32.0', 'Sun, 01 Aug 2010 03:54:19', '733985.16273009020')
(780, '32.0', '1867.8', '32.0', 'Sun, 01 Aug 2010 03:54:49', '733985.16307745129')
(781, '32.0', '1850.7', '32.0', 'Sun, 01 Aug 2010 03:55:19', '733985.16342462704')
(782, '32.0', '1846.1', '32.0', 'Sun, 01 Aug 2010 03:55:49', '733985.16377198824')
(783, '32.0', '1857.9', '32.0', 'Sun, 01 Aug 2010 03:56:19', '733985.16411916399')
(784, '32.0', '1861.8', '32.0', 'Sun, 01 Aug 2010 03:56:49', '733985.16446652520')
(785, '32.0', '1863.9', '32.0', 'Sun, 01 Aug 2010 03:57:19', '733985.16481370118')
(786, '32.0', '1853.8', '32.0', 'Sun, 01 Aug 2010 03:57:49', '733985.16516106215')
(787, '32.0', '1870.7', '32.0', 'Sun, 01 Aug 2010 03:58:19', '733985.16550823825')
(788, '32.0', '1884.0', '32.0', 'Sun, 01 Aug 2010 03:58:49', '733985.16585555323')
(789, '32.0', '1862.9', '32.0', 'Sun, 01 Aug 2010 03:59:19', '733985.16620272887')
(790, '32.0', '1850.9', '32.0', 'Sun, 01 Aug 2010 03:59:49', '733985.16655009054')
(791, '32.0', '1868.0', '32.0', 'Sun, 01 Aug 2010 04:00:19', '733985.16689726594')
(792, '32.0', '1832.8', '32.0', 'Sun, 01 Aug 2010 04:00:49', '733985.16724462702')
(793, '32.0', '1840.5', '32.0', 'Sun, 01 Aug 2010 04:01:19', '733985.16759180289')
(794, '32.0', '1836.9', '32.0', 'Sun, 01 Aug 2010 04:01:49', '733985.16793916409')
(795, '32.0', '1837.1', '32.0', 'Sun, 01 Aug 2010 04:02:19', '733985.16828634019')
(796, '32.0', '1838.5', '32.0', 'Sun, 01 Aug 2010 04:02:49', '733985.16863370105')
(797, '32.0', '1853.7', '32.0', 'Sun, 01 Aug 2010 04:03:19', '733985.16898087715')
(798, '32.0', '1874.0', '32.0', 'Sun, 01 Aug 2010 04:03:49', '733985.16932823882')
(799, '32.0', '1874.8', '32.0', 'Sun, 01 Aug 2010 04:04:19', '733985.16967541457')
(800, '32.0', '1858.8', '32.0', 'Sun, 01 Aug 2010 04:04:49', '733985.17002277588')
(801, '32.0', '1863.1', '32.0', 'Sun, 01 Aug 2010 04:05:19', '733985.17036995094')
(802, '32.0', '1858.1', '32.0', 'Sun, 01 Aug 2010 04:05:49', '733985.17071731226')
(803, '32.0', '1840.7', '32.0', 'Sun, 01 Aug 2010 04:06:19', '733985.17106462724')
(804, '32.0', '1862.7', '32.0', 'Sun, 01 Aug 2010 04:06:49', '733985.17141180323')
(805, '32.0', '1867.5', '32.0', 'Sun, 01 Aug 2010 04:07:19', '733985.17175916431')
(806, '32.0', '1864.8', '32.0', 'Sun, 01 Aug 2010 04:07:49', '733985.17210634018')
(807, '32.0', '1859.7', '32.0', 'Sun, 01 Aug 2010 04:08:19', '733985.17245370115')
(808, '32.0', '1859.3', '32.0', 'Sun, 01 Aug 2010 04:08:49', '733985.17280087760')
(809, '32.0', '1844.8', '32.0', 'Sun, 01 Aug 2010 04:09:20', '733985.17314823810')
(810, '32.0', '1862.2', '32.0', 'Sun, 01 Aug 2010 04:09:50', '733985.17349541525')
(811, '32.0', '1862.2', '32.0', 'Sun, 01 Aug 2010 04:10:20', '733985.17384277552')
(812, '32.0', '1862.6', '32.0', 'Sun, 01 Aug 2010 04:10:50', '733985.17418995197')
(813, '32.0', '1863.4', '32.0', 'Sun, 01 Aug 2010 04:11:20', '733985.17453731247')
(814, '32.0', '1875.5', '32.0', 'Sun, 01 Aug 2010 04:11:50', '733985.17488448834')
(815, '32.0', '1893.4', '32.0', 'Sun, 01 Aug 2010 04:12:20', '733985.17523184943')
