Log Date and Time Tue, 09 Oct 2012 21:14:08
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '51.8', '195.0', '209.5', 'Tue, 09 Oct 2012 09:34:04', '734785.41429565998')
(553, '66.2', '1002.3', '917.0', 'Tue, 09 Oct 2012 14:10:47', '734785.60646128561')
(554, '66.2', '1007.5', '919.7', 'Tue, 09 Oct 2012 14:11:17', '734785.60680879687')
(555, '66.2', '1013.7', '924.9', 'Tue, 09 Oct 2012 14:11:47', '734785.60715629696')
(556, '66.2', '1019.0', '931.1', 'Tue, 09 Oct 2012 14:12:17', '734785.60750383162')
(557, '66.2', '1024.2', '936.3', 'Tue, 09 Oct 2012 14:12:47', '734785.60785133194')
(558, '66.2', '1028.8', '941.6', 'Tue, 09 Oct 2012 14:13:17', '734785.60819887836')
(559, '66.0', '1033.7', '947.1', 'Tue, 09 Oct 2012 14:13:47', '734785.60854639031')
(560, '66.0', '1037.6', '952.4', 'Tue, 09 Oct 2012 14:14:17', '734785.60889391333')
(561, '66.2', '1042.2', '956.3', 'Tue, 09 Oct 2012 14:14:47', '734785.60924143647')
(562, '66.0', '1045.6', '960.3', 'Tue, 09 Oct 2012 14:15:17', '734785.60958896007')
(563, '66.0', '1049.5', '964.1', 'Tue, 09 Oct 2012 14:15:47', '734785.60993649473')
(564, '66.0', '1052.2', '968.2', 'Tue, 09 Oct 2012 14:16:17', '734785.61028401833')
(565, '66.0', '1055.4', '971.3', 'Tue, 09 Oct 2012 14:16:47', '734785.61063155311')
(566, '66.0', '1058.1', '974.6', 'Tue, 09 Oct 2012 14:17:17', '734785.61097907647')
(567, '66.0', '1060.5', '977.9', 'Tue, 09 Oct 2012 14:17:47', '734785.61132661114')
(568, '66.0', '1063.1', '980.6', 'Tue, 09 Oct 2012 14:18:17', '734785.61167412228')
(569, '66.0', '1066.0', '983.4', 'Tue, 09 Oct 2012 14:18:47', '734785.61202165717')
(570, '65.8', '1067.8', '985.9', 'Tue, 09 Oct 2012 14:19:17', '734785.61236916936')
(571, '65.8', '1069.1', '988.7', 'Tue, 09 Oct 2012 14:19:47', '734785.61271671520')
(572, '65.8', '1071.7', '990.5', 'Tue, 09 Oct 2012 14:20:17', '734785.61306423845')
(573, '65.8', '1074.4', '994.0', 'Tue, 09 Oct 2012 14:20:47', '734785.61341176205')
(574, '65.8', '1076.4', '996.4', 'Tue, 09 Oct 2012 14:21:17', '734785.61375929683')
(575, '65.8', '1077.7', '999.3', 'Tue, 09 Oct 2012 14:21:47', '734785.61410679668')
(576, '65.8', '1080.3', '1001.9', 'Tue, 09 Oct 2012 14:22:17', '734785.61445435451')
(577, '65.8', '1082.1', '1004.5', 'Tue, 09 Oct 2012 14:22:47', '734785.61480186682')
(578, '65.8', '1084.1', '1007.8', 'Tue, 09 Oct 2012 14:23:17', '734785.61514938925')
(579, '65.8', '1085.4', '1009.2', 'Tue, 09 Oct 2012 14:23:47', '734785.61549691274')
(580, '65.8', '1086.7', '1011.8', 'Tue, 09 Oct 2012 14:24:17', '734785.61584442481')
(581, '65.8', '1088.5', '1013.6', 'Tue, 09 Oct 2012 14:24:47', '734785.61619190103')
(582, '65.8', '1090.7', '1016.4', 'Tue, 09 Oct 2012 14:25:17', '734785.61653943581')
(583, '65.8', '1092.5', '1018.4', 'Tue, 09 Oct 2012 14:25:47', '734785.61688694125')
(584, '65.8', '1094.0', '1020.4', 'Tue, 09 Oct 2012 14:26:17', '734785.61723446357')
(585, '65.8', '1096.2', '1022.4', 'Tue, 09 Oct 2012 14:26:47', '734785.61758196435')
(586, '65.8', '1098.6', '1024.3', 'Tue, 09 Oct 2012 14:27:17', '734785.61792951124')
(587, '66.0', '1099.3', '1027.0', 'Tue, 09 Oct 2012 14:27:47', '734785.61827703367')
(588, '66.0', '1100.6', '1028.3', 'Tue, 09 Oct 2012 14:28:17', '734785.61862456845')
(589, '66.0', '1101.9', '1029.6', 'Tue, 09 Oct 2012 14:28:48', '734785.61897180288')
(590, '66.0', '1103.9', '1031.6', 'Tue, 09 Oct 2012 14:29:18', '734785.61931921146')
(591, '66.2', '1105.2', '1032.9', 'Tue, 09 Oct 2012 14:29:48', '734785.61966674426')
(592, '66.2', '1107.2', '1034.9', 'Tue, 09 Oct 2012 14:30:18', '734785.62001425668')
(593, '66.4', '1109.2', '1036.2', 'Tue, 09 Oct 2012 14:30:48', '734785.62036179123')
(594, '66.4', '1109.9', '1037.1', 'Tue, 09 Oct 2012 14:31:18', '734785.62070932728')
(595, '66.4', '1110.5', '1039.1', 'Tue, 09 Oct 2012 14:31:48', '734785.62105684995')
(596, '66.7', '1111.4', '1039.1', 'Tue, 09 Oct 2012 14:32:18', '734785.62140437297')
(597, '66.7', '1112.3', '1041.0', 'Tue, 09 Oct 2012 14:32:48', '734785.62175189611')
(598, '66.9', '1114.2', '1043.0', 'Tue, 09 Oct 2012 14:33:18', '734785.62209942006')
(599, '66.9', '1115.6', '1044.5', 'Tue, 09 Oct 2012 14:33:48', '734785.62244694319')
(600, '66.9', '1117.1', '1045.9', 'Tue, 09 Oct 2012 14:34:18', '734785.62279446644')
(601, '67.1', '1118.4', '1047.8', 'Tue, 09 Oct 2012 14:34:48', '734785.62314198900')
(602, '67.1', '1119.7', '1049.2', 'Tue, 09 Oct 2012 14:35:18', '734785.62348940782')
(603, '67.1', '1120.4', '1051.1', 'Tue, 09 Oct 2012 14:35:48', '734785.62383666553')
(604, '67.3', '1121.5', '1052.5', 'Tue, 09 Oct 2012 14:36:18', '734785.62418393348')
(605, '67.3', '1122.4', '1053.8', 'Tue, 09 Oct 2012 14:36:48', '734785.62453121110')
(606, '67.3', '1122.8', '1055.8', 'Tue, 09 Oct 2012 14:37:18', '734785.62487849372')
(607, '67.3', '1124.4', '1057.1', 'Tue, 09 Oct 2012 14:37:48', '734785.62522575085')
(608, '67.1', '1125.7', '1057.7', 'Tue, 09 Oct 2012 14:38:18', '734785.62557302054')
(609, '67.3', '1127.0', '1059.9', 'Tue, 09 Oct 2012 14:38:48', '734785.62592030014')
(610, '67.1', '1128.3', '1061.3', 'Tue, 09 Oct 2012 14:39:18', '734785.62626756891')
(611, '67.1', '1128.6', '1062.6', 'Tue, 09 Oct 2012 14:39:48', '734785.62661483709')
(612, '67.1', '1131.9', '1065.2', 'Tue, 09 Oct 2012 14:40:18', '734785.62696211727')
(613, '67.1', '1133.6', '1065.9', 'Tue, 09 Oct 2012 14:40:48', '734785.62730938534')
(614, '67.3', '1134.5', '1067.9', 'Tue, 09 Oct 2012 14:41:18', '734785.62765663129')
(615, '67.1', '1136.3', '1069.2', 'Tue, 09 Oct 2012 14:41:48', '734785.62800390006')
(616, '67.3', '1137.2', '1071.2', 'Tue, 09 Oct 2012 14:42:18', '734785.62835116812')
(617, '67.1', '1138.5', '1072.5', 'Tue, 09 Oct 2012 14:42:48', '734785.62869844935')
(618, '67.3', '1140.5', '1073.8', 'Tue, 09 Oct 2012 14:43:18', '734785.62904571800')
(619, '67.1', '1140.5', '1075.3', 'Tue, 09 Oct 2012 14:43:48', '734785.62939298642')
(620, '67.3', '1141.8', '1077.1', 'Tue, 09 Oct 2012 14:44:18', '734785.62974025565')
(621, '67.3', '1147.1', '1078.4', 'Tue, 09 Oct 2012 14:44:48', '734785.63008770836')
(622, '67.3', '1155.7', '1083.0', 'Tue, 09 Oct 2012 14:45:18', '734785.63043523172')
(623, '67.3', '1164.5', '1089.8', 'Tue, 09 Oct 2012 14:45:48', '734785.63078275556')
(624, '67.3', '1173.8', '1096.4', 'Tue, 09 Oct 2012 14:46:18', '734785.63113027881')
(625, '67.3', '1182.9', '1103.7', 'Tue, 09 Oct 2012 14:46:48', '734785.63147780171')
(626, '67.1', '1191.1', '1110.3', 'Tue, 09 Oct 2012 14:47:18', '734785.63182530238')
(627, '67.3', '1197.8', '1116.3', 'Tue, 09 Oct 2012 14:47:49', '734785.63217283681')
(628, '67.3', '1203.7', '1123.1', 'Tue, 09 Oct 2012 14:48:19', '734785.63252037170')
(629, '67.3', '1209.3', '1128.2', 'Tue, 09 Oct 2012 14:48:49', '734785.63286790042')
(630, '67.3', '1214.4', '1133.0', 'Tue, 09 Oct 2012 14:49:19', '734785.63321540831')
(631, '67.3', '1219.3', '1137.7', 'Tue, 09 Oct 2012 14:49:49', '734785.63356294134')
(632, '67.3', '1223.9', '1142.3', 'Tue, 09 Oct 2012 14:50:19', '734785.63391046447')
(633, '67.3', '1227.3', '1147.0', 'Tue, 09 Oct 2012 14:50:49', '734785.63425800006')
(634, '67.3', '1231.3', '1150.9', 'Tue, 09 Oct 2012 14:51:19', '734785.63460555137')
(635, '67.3', '1234.6', '1154.4', 'Tue, 09 Oct 2012 14:51:49', '734785.63495303399')
(636, '67.3', '1236.6', '1157.6', 'Tue, 09 Oct 2012 14:52:19', '734785.63530041114')
(637, '67.3', '1239.3', '1160.2', 'Tue, 09 Oct 2012 14:52:49', '734785.63564790750')
(638, '67.3', '1242.6', '1163.5', 'Tue, 09 Oct 2012 14:53:19', '734785.63599544228')
(639, '67.5', '1246.0', '1166.2', 'Tue, 09 Oct 2012 14:53:49', '734785.63634296576')
(640, '67.5', '1247.8', '1170.8', 'Tue, 09 Oct 2012 14:54:19', '734785.63669049216')
(641, '67.5', '1251.8', '1172.8', 'Tue, 09 Oct 2012 14:54:49', '734785.63703801134')
(642, '67.5', '1253.8', '1175.9', 'Tue, 09 Oct 2012 14:55:19', '734785.63738552376')
(643, '67.5', '1256.3', '1178.6', 'Tue, 09 Oct 2012 14:55:49', '734785.63773305842')
(644, '67.8', '1258.2', '1181.9', 'Tue, 09 Oct 2012 14:56:19', '734785.63808049983')
(645, '67.8', '1260.9', '1183.9', 'Tue, 09 Oct 2012 14:56:49', '734785.63842800085')
(646, '67.8', '1263.4', '1185.9', 'Tue, 09 Oct 2012 14:57:19', '734785.63877553539')
(647, '67.8', '1266.1', '1189.2', 'Tue, 09 Oct 2012 14:57:49', '734785.63912279264')
(648, '67.8', '1269.9', '1192.3', 'Tue, 09 Oct 2012 14:58:19', '734785.63947033859')
(649, '67.8', '1271.2', '1195.7', 'Tue, 09 Oct 2012 14:58:49', '734785.63981760736')
(650, '67.8', '1273.9', '1197.7', 'Tue, 09 Oct 2012 14:59:19', '734785.64016513096')
(651, '67.8', '1276.6', '1200.5', 'Tue, 09 Oct 2012 14:59:49', '734785.64051266573')
(652, '67.8', '1279.9', '1203.2', 'Tue, 09 Oct 2012 15:00:19', '734785.64086018840')
(653, '67.8', '1282.6', '1207.2', 'Tue, 09 Oct 2012 15:00:49', '734785.64120771200')
(654, '68.0', '1286.0', '1209.8', 'Tue, 09 Oct 2012 15:01:19', '734785.64155524701')
(655, '68.0', '1287.3', '1211.8', 'Tue, 09 Oct 2012 15:01:49', '734785.64190274733')
(656, '68.0', '1288.7', '1215.2', 'Tue, 09 Oct 2012 15:02:19', '734785.64225026197')
(657, '68.0', '1291.1', '1217.0', 'Tue, 09 Oct 2012 15:02:49', '734785.64259779349')
(658, '68.0', '1294.7', '1219.6', 'Tue, 09 Oct 2012 15:03:19', '734785.64294532989')
(659, '68.0', '1297.2', '1223.0', 'Tue, 09 Oct 2012 15:03:49', '734785.64329286246')
(660, '68.0', '1299.8', '1225.6', 'Tue, 09 Oct 2012 15:04:19', '734785.64364037523')
(661, '68.0', '1302.5', '1228.3', 'Tue, 09 Oct 2012 15:04:49', '734785.64398787543')
(662, '68.0', '1303.9', '1231.0', 'Tue, 09 Oct 2012 15:05:19', '734785.64433540998')
(663, '68.0', '1305.4', '1232.3', 'Tue, 09 Oct 2012 15:05:49', '734785.64468293334')
(664, '68.2', '1309.5', '1235.0', 'Tue, 09 Oct 2012 15:06:19', '734785.64503046800')
(665, '68.0', '1310.8', '1237.6', 'Tue, 09 Oct 2012 15:06:49', '734785.64537799254')
(666, '68.0', '1312.2', '1239.4', 'Tue, 09 Oct 2012 15:07:19', '734785.64572550182')
(667, '68.0', '1314.9', '1242.3', 'Tue, 09 Oct 2012 15:07:49', '734785.64607302623')
(668, '68.2', '1316.2', '1243.7', 'Tue, 09 Oct 2012 15:08:19', '734785.64642056054')
(669, '68.2', '1317.6', '1245.7', 'Tue, 09 Oct 2012 15:08:49', '734785.64676801651')
(670, '68.2', '1320.3', '1247.7', 'Tue, 09 Oct 2012 15:09:19', '734785.64711554546')
(671, '68.2', '1322.3', '1251.0', 'Tue, 09 Oct 2012 15:09:49', '734785.64746306813')
(672, '68.2', '1323.6', '1252.8', 'Tue, 09 Oct 2012 15:10:19', '734785.64781061409')
(673, '68.5', '1325.4', '1255.7', 'Tue, 09 Oct 2012 15:10:49', '734785.64815812628')
(674, '68.2', '1329.0', '1258.4', 'Tue, 09 Oct 2012 15:11:19', '734785.64850566094')
(675, '68.5', '1329.5', '1260.2', 'Tue, 09 Oct 2012 15:11:49', '734785.64885317232')
(676, '68.5', '1330.1', '1261.5', 'Tue, 09 Oct 2012 15:12:19', '734785.64920068439')
(677, '68.5', '1332.8', '1263.5', 'Tue, 09 Oct 2012 15:12:49', '734785.64954805712')
(678, '68.5', '1334.2', '1266.2', 'Tue, 09 Oct 2012 15:13:19', '734785.64989557932')
(679, '68.5', '1335.5', '1267.5', 'Tue, 09 Oct 2012 15:13:49', '734785.65024310211')
(680, '68.7', '1337.6', '1269.5', 'Tue, 09 Oct 2012 15:14:19', '734785.65059056797')
(681, '68.5', '1340.3', '1271.5', 'Tue, 09 Oct 2012 15:14:49', '734785.65093810286')
(682, '68.5', '1341.4', '1272.7', 'Tue, 09 Oct 2012 15:15:19', '734785.65128562599')
(683, '68.5', '1344.1', '1275.3', 'Tue, 09 Oct 2012 15:15:50', '734785.65163313760')
(684, '68.5', '1346.1', '1277.4', 'Tue, 09 Oct 2012 15:16:20', '734785.65198066109')
(685, '68.5', '1347.9', '1280.0', 'Tue, 09 Oct 2012 15:16:50', '734785.65232819633')
(686, '68.5', '1348.8', '1281.4', 'Tue, 09 Oct 2012 15:17:20', '734785.65267571912')
(687, '68.2', '1350.6', '1282.7', 'Tue, 09 Oct 2012 15:17:50', '734785.65302325389')
(688, '68.2', '1352.9', '1285.4', 'Tue, 09 Oct 2012 15:18:20', '734785.65337076550')
(689, '68.2', '1352.9', '1287.6', 'Tue, 09 Oct 2012 15:18:50', '734785.65371828817')
(690, '68.2', '1354.5', '1289.4', 'Tue, 09 Oct 2012 15:19:20', '734785.65406581224')
(691, '68.2', '1357.0', '1291.7', 'Tue, 09 Oct 2012 15:19:50', '734785.65441333537')
(692, '68.2', '1358.5', '1292.3', 'Tue, 09 Oct 2012 15:20:20', '734785.65476085851')
(693, '68.0', '1360.3', '1294.1', 'Tue, 09 Oct 2012 15:20:50', '734785.65510839329')
(694, '68.0', '1362.4', '1295.5', 'Tue, 09 Oct 2012 15:21:20', '734785.65545591654')
(695, '68.0', '1364.4', '1297.5', 'Tue, 09 Oct 2012 15:21:50', '734785.65580342850')
(696, '68.2', '1366.4', '1299.5', 'Tue, 09 Oct 2012 15:22:20', '734785.65615097468')
(697, '68.2', '1368.5', '1301.5', 'Tue, 09 Oct 2012 15:22:50', '734785.65649849747')
(698, '68.2', '1370.5', '1303.5', 'Tue, 09 Oct 2012 15:23:20', '734785.65684599814')
(699, '68.2', '1370.5', '1304.9', 'Tue, 09 Oct 2012 15:23:50', '734785.65719353280')
(700, '68.2', '1372.5', '1306.9', 'Tue, 09 Oct 2012 15:24:20', '734785.65754107945')
(701, '68.2', '1374.5', '1308.5', 'Tue, 09 Oct 2012 15:24:50', '734785.65788860235')
(702, '68.0', '1375.2', '1309.8', 'Tue, 09 Oct 2012 15:25:20', '734785.65823613747')
(703, '68.0', '1378.1', '1311.8', 'Tue, 09 Oct 2012 15:25:50', '734785.65858366073')
(704, '68.0', '1379.5', '1313.8', 'Tue, 09 Oct 2012 15:26:20', '734785.65893118386')
(705, '68.0', '1380.2', '1315.8', 'Tue, 09 Oct 2012 15:26:50', '734785.65927867207')
(706, '68.0', '1381.8', '1318.1', 'Tue, 09 Oct 2012 15:27:20', '734785.65962620697')
(707, '68.0', '1383.1', '1320.1', 'Tue, 09 Oct 2012 15:27:50', '734785.65997376444')
(708, '68.0', '1386.0', '1320.8', 'Tue, 09 Oct 2012 15:28:20', '734785.66032129037')
(709, '68.0', '1386.7', '1323.5', 'Tue, 09 Oct 2012 15:28:50', '734785.66066876601')
(710, '68.0', '1388.8', '1324.8', 'Tue, 09 Oct 2012 15:29:20', '734785.66101627750')
(711, '67.8', '1391.0', '1327.1', 'Tue, 09 Oct 2012 15:29:50', '734785.66136382532')
(712, '68.0', '1391.7', '1328.4', 'Tue, 09 Oct 2012 15:30:20', '734785.66171137162')
(713, '68.0', '1394.4', '1330.4', 'Tue, 09 Oct 2012 15:30:50', '734785.66205887392')
(714, '68.0', '1396.5', '1333.1', 'Tue, 09 Oct 2012 15:31:20', '734785.66240639344')
(715, '68.0', '1397.8', '1335.1', 'Tue, 09 Oct 2012 15:31:50', '734785.66275393008')
(716, '68.0', '1399.2', '1335.8', 'Tue, 09 Oct 2012 15:32:20', '734785.66310146428')
(717, '67.8', '1401.9', '1337.8', 'Tue, 09 Oct 2012 15:32:50', '734785.66344897705')
(718, '68.0', '1403.3', '1339.9', 'Tue, 09 Oct 2012 15:33:20', '734785.66379648761')
(719, '68.0', '1403.9', '1340.5', 'Tue, 09 Oct 2012 15:33:50', '734785.66414402216')
(720, '67.8', '1406.2', '1343.2', 'Tue, 09 Oct 2012 15:34:20', '734785.66449155740')
(721, '67.8', '1408.0', '1344.6', 'Tue, 09 Oct 2012 15:34:50', '734785.66483908042')
(722, '67.8', '1409.6', '1346.8', 'Tue, 09 Oct 2012 15:35:20', '734785.66518659261')
(723, '67.8', '1410.9', '1348.9', 'Tue, 09 Oct 2012 15:35:50', '734785.66553415009')
(724, '67.8', '1413.7', '1350.2', 'Tue, 09 Oct 2012 15:36:21', '734785.66588167334')
(725, '67.8', '1415.0', '1352.9', 'Tue, 09 Oct 2012 15:36:51', '734785.66622918588')
(726, '67.8', '1417.1', '1355.0', 'Tue, 09 Oct 2012 15:37:21', '734785.66657672042')
(727, '67.5', '1418.5', '1355.6', 'Tue, 09 Oct 2012 15:37:51', '734785.66692425509')
(728, '67.5', '1419.1', '1357.7', 'Tue, 09 Oct 2012 15:38:21', '734785.66727176646')
(729, '67.5', '1420.5', '1359.0', 'Tue, 09 Oct 2012 15:38:51', '734785.66761928960')
(730, '67.5', '1423.2', '1360.4', 'Tue, 09 Oct 2012 15:39:21', '734785.66796682461')
(731, '67.5', '1423.9', '1362.4', 'Tue, 09 Oct 2012 15:39:51', '734785.66831433668')
(732, '67.5', '1425.3', '1363.5', 'Tue, 09 Oct 2012 15:40:21', '734785.66866186005')
(733, '67.5', '1425.9', '1364.9', 'Tue, 09 Oct 2012 15:40:51', '734785.66900937248')
(734, '67.8', '1428.0', '1367.8', 'Tue, 09 Oct 2012 15:41:21', '734785.66935690597')
(735, '67.5', '1428.7', '1368.5', 'Tue, 09 Oct 2012 15:41:51', '734785.66970444086')
(736, '67.8', '1431.4', '1369.6', 'Tue, 09 Oct 2012 15:42:21', '734785.67005197552')
(737, '67.8', '1438.2', '1373.7', 'Tue, 09 Oct 2012 15:42:51', '734785.67039951100')
(738, '67.5', '1447.8', '1380.5', 'Tue, 09 Oct 2012 15:43:21', '734785.67074702249')
(739, '67.5', '1463.5', '1388.8', 'Tue, 09 Oct 2012 15:43:51', '734785.67109455704')
(740, '67.5', '1481.2', '1396.3', 'Tue, 09 Oct 2012 15:44:21', '734785.67144208075')
(741, '67.5', '1494.2', '1403.6', 'Tue, 09 Oct 2012 15:44:51', '734785.67178961483')
(742, '67.5', '1503.9', '1408.3', 'Tue, 09 Oct 2012 15:45:21', '734785.67213711515')
(743, '67.5', '1512.2', '1413.1', 'Tue, 09 Oct 2012 15:45:51', '734785.67248467333')
(744, '67.5', '1514.9', '1417.9', 'Tue, 09 Oct 2012 15:46:21', '734785.67283218552')
(745, '67.5', '1520.4', '1421.3', 'Tue, 09 Oct 2012 15:46:51', '734785.67317969701')
(746, '67.8', '1529.4', '1424.0', 'Tue, 09 Oct 2012 15:47:21', '734785.67352722504')
(747, '67.8', '1533.6', '1427.4', 'Tue, 09 Oct 2012 15:47:51', '734785.67387475388')
(748, '67.8', '1534.3', '1430.8', 'Tue, 09 Oct 2012 15:48:21', '734785.67422227736')
(749, '67.8', '1539.1', '1432.4', 'Tue, 09 Oct 2012 15:48:51', '734785.67456982331')
(750, '67.8', '1543.9', '1435.2', 'Tue, 09 Oct 2012 15:49:21', '734785.67491732328')
(751, '68.0', '1547.4', '1437.7', 'Tue, 09 Oct 2012 15:49:51', '734785.67526487086')
(752, '68.0', '1551.6', '1439.9', 'Tue, 09 Oct 2012 15:50:21', '734785.67561240564')
(753, '68.0', '1556.4', '1441.3', 'Tue, 09 Oct 2012 15:50:51', '734785.67595992796')
(754, '68.0', '1553.9', '1444.0', 'Tue, 09 Oct 2012 15:51:21', '734785.67630743957')
(755, '68.0', '1549.7', '1446.8', 'Tue, 09 Oct 2012 15:51:51', '734785.67665495153')
(756, '68.2', '1551.1', '1448.1', 'Tue, 09 Oct 2012 15:52:21', '734785.67700246361')
(757, '68.2', '1551.1', '1450.4', 'Tue, 09 Oct 2012 15:52:51', '734785.67734983668')
(758, '68.2', '1554.8', '1453.6', 'Tue, 09 Oct 2012 15:53:21', '734785.67769735993')
(759, '68.2', '1555.2', '1455.9', 'Tue, 09 Oct 2012 15:53:51', '734785.67804486491')
(760, '68.2', '1554.8', '1457.7', 'Tue, 09 Oct 2012 15:54:21', '734785.67839225614')
(761, '68.2', '1555.5', '1462.7', 'Tue, 09 Oct 2012 15:54:51', '734785.67873977858')
(762, '68.2', '1554.8', '1466.4', 'Tue, 09 Oct 2012 15:55:21', '734785.67908730253')
(763, '68.2', '1554.8', '1470.0', 'Tue, 09 Oct 2012 15:55:52', '734785.67943482578')
(764, '68.2', '1555.5', '1473.0', 'Tue, 09 Oct 2012 15:56:22', '734785.67978231434')
(765, '68.2', '1558.3', '1476.4', 'Tue, 09 Oct 2012 15:56:52', '734785.68012969848')
(766, '68.2', '1561.0', '1478.5', 'Tue, 09 Oct 2012 15:57:22', '734785.68047722185')
(767, '68.5', '1563.3', '1480.7', 'Tue, 09 Oct 2012 15:57:52', '734785.68082473287')
(768, '68.5', '1568.2', '1481.4', 'Tue, 09 Oct 2012 15:58:22', '734785.68117225613')
(769, '68.5', '1569.6', '1483.5', 'Tue, 09 Oct 2012 15:58:52', '734785.68151979090')
(770, '68.5', '1566.8', '1486.2', 'Tue, 09 Oct 2012 15:59:22', '734785.68186731485')
(771, '68.5', '1570.3', '1487.6', 'Tue, 09 Oct 2012 15:59:52', '734785.68221482669')
(772, '68.5', '1574.7', '1489.2', 'Tue, 09 Oct 2012 16:00:22', '734785.68256236147')
(773, '68.5', '1575.4', '1491.1', 'Tue, 09 Oct 2012 16:00:52', '734785.68290987250')
(774, '68.5', '1578.8', '1492.4', 'Tue, 09 Oct 2012 16:01:22', '734785.68325743068')
(775, '68.5', '1582.3', '1493.8', 'Tue, 09 Oct 2012 16:01:52', '734785.68360494182')
(776, '68.5', '1583.0', '1494.5', 'Tue, 09 Oct 2012 16:02:22', '734785.68395245413')
(777, '68.2', '1583.9', '1497.3', 'Tue, 09 Oct 2012 16:02:52', '734785.68429997785')
(778, '68.2', '1581.2', '1498.6', 'Tue, 09 Oct 2012 16:03:22', '734785.68464751216')
(779, '68.5', '1579.7', '1500.7', 'Tue, 09 Oct 2012 16:03:52', '734785.68499504693')
(780, '68.5', '1583.7', '1502.8', 'Tue, 09 Oct 2012 16:04:22', '734785.68534238555')
(781, '68.2', '1589.5', '1504.6', 'Tue, 09 Oct 2012 16:04:52', '734785.68568992021')
(782, '68.2', '1592.8', '1505.3', 'Tue, 09 Oct 2012 16:05:22', '734785.68603744381')
(783, '68.2', '1595.1', '1506.7', 'Tue, 09 Oct 2012 16:05:52', '734785.68638496660')
(784, '68.5', '1600.7', '1507.4', 'Tue, 09 Oct 2012 16:06:22', '734785.68673251290')
(785, '68.5', '1602.8', '1508.8', 'Tue, 09 Oct 2012 16:06:52', '734785.68708004779')
(786, '68.2', '1602.0', '1510.8', 'Tue, 09 Oct 2012 16:07:22', '734785.68742758001')
(787, '68.2', '1601.6', '1513.6', 'Tue, 09 Oct 2012 16:07:52', '734785.68777510617')
(788, '68.2', '1603.7', '1515.0', 'Tue, 09 Oct 2012 16:08:22', '734785.68812260556')
(789, '68.2', '1604.4', '1516.3', 'Tue, 09 Oct 2012 16:08:52', '734785.68847012892')
(790, '68.2', '1608.6', '1518.4', 'Tue, 09 Oct 2012 16:09:22', '734785.68881767523')
(791, '68.2', '1612.1', '1520.0', 'Tue, 09 Oct 2012 16:09:52', '734785.68916521023')
(792, '68.2', '1612.8', '1521.2', 'Tue, 09 Oct 2012 16:10:22', '734785.68951274548')
(793, '68.2', '1615.6', '1522.8', 'Tue, 09 Oct 2012 16:10:52', '734785.68986023380')
(794, '68.5', '1619.1', '1523.2', 'Tue, 09 Oct 2012 16:11:22', '734785.69020772341')
(795, '68.5', '1619.5', '1523.9', 'Tue, 09 Oct 2012 16:11:52', '734785.69055526902')
(796, '68.2', '1620.9', '1526.9', 'Tue, 09 Oct 2012 16:12:22', '734785.69090279192')
(797, '68.5', '1624.4', '1526.7', 'Tue, 09 Oct 2012 16:12:52', '734785.69125032658')
(798, '68.5', '1623.7', '1528.8', 'Tue, 09 Oct 2012 16:13:22', '734785.69159783784')
(799, '68.5', '1623.7', '1530.8', 'Tue, 09 Oct 2012 16:13:52', '734785.69194536167')
(800, '68.5', '1626.5', '1532.9', 'Tue, 09 Oct 2012 16:14:22', '734785.69229288516')
(801, '68.5', '1625.1', '1535.0', 'Tue, 09 Oct 2012 16:14:53', '734785.69264043053')
(802, '68.7', '1625.6', '1535.7', 'Tue, 09 Oct 2012 16:15:23', '734785.69298783853')
(803, '68.5', '1628.6', '1537.1', 'Tue, 09 Oct 2012 16:15:53', '734785.69333536201')
(804, '68.7', '1631.9', '1538.9', 'Tue, 09 Oct 2012 16:16:23', '734785.69368289667')
(805, '68.5', '1633.3', '1541.0', 'Tue, 09 Oct 2012 16:16:53', '734785.69403043156')
(806, '68.7', '1636.8', '1541.7', 'Tue, 09 Oct 2012 16:17:23', '734785.69437796599')
(807, '68.9', '1637.3', '1543.8', 'Tue, 09 Oct 2012 16:17:53', '734785.69472548948')
(808, '69.1', '1637.3', '1547.0', 'Tue, 09 Oct 2012 16:18:23', '734785.69507300144')
(809, '69.3', '1641.5', '1547.0', 'Tue, 09 Oct 2012 16:18:53', '734785.69542052411')
(810, '69.3', '1645.0', '1549.1', 'Tue, 09 Oct 2012 16:19:23', '734785.69576805923')
(811, '69.3', '1646.9', '1549.6', 'Tue, 09 Oct 2012 16:19:53', '734785.69611558225')
(812, '69.6', '1649.0', '1550.3', 'Tue, 09 Oct 2012 16:20:23', '734785.69646309456')
(813, '69.6', '1651.8', '1551.7', 'Tue, 09 Oct 2012 16:20:53', '734785.69681064063')
(814, '69.6', '1653.0', '1553.7', 'Tue, 09 Oct 2012 16:21:23', '734785.69715816411')
(815, '69.6', '1653.7', '1555.1', 'Tue, 09 Oct 2012 16:21:53', '734785.69750568783')
(816, '69.6', '1657.2', '1555.8', 'Tue, 09 Oct 2012 16:22:23', '734785.69785319816')
(817, '69.8', '1655.8', '1557.0', 'Tue, 09 Oct 2012 16:22:53', '734785.69820073317')
(818, '69.6', '1656.5', '1559.8', 'Tue, 09 Oct 2012 16:23:23', '734785.69854825665')
(819, '69.6', '1659.3', '1560.5', 'Tue, 09 Oct 2012 16:23:53', '734785.69889576884')
