Log Date and Time Sun, 05 Apr 2009 12:28:00
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '119.3', '2124.7', '2072.3', 'Sat, 04 Apr 2009 21:28:59', '733501.91249749751')
(533, '109.6', '2185.9', '2137.8', 'Sun, 05 Apr 2009 06:21:59', '733502.28263644280')
(534, '109.6', '2178.2', '2125.4', 'Sun, 05 Apr 2009 06:22:59', '733502.28333084052')
(535, '109.6', '2179.5', '2126.2', 'Sun, 05 Apr 2009 06:23:59', '733502.28402537748')
(536, '110.1', '2182.4', '2132.3', 'Sun, 05 Apr 2009 06:24:59', '733502.28471977555')
(537, '110.1', '2186.0', '2127.7', 'Sun, 05 Apr 2009 06:25:59', '733502.28541435907')
(538, '110.1', '2192.1', '2132.0', 'Sun, 05 Apr 2009 06:26:59', '733502.28610871162')
(539, '109.8', '2194.4', '2131.5', 'Sun, 05 Apr 2009 06:27:59', '733502.28680310899')
(540, '109.6', '2190.1', '2137.1', 'Sun, 05 Apr 2009 06:28:59', '733502.28749764699')
(541, '109.4', '2191.1', '2148.3', 'Sun, 05 Apr 2009 06:29:59', '733502.28819204459')
(542, '108.7', '2187.2', '2136.1', 'Sun, 05 Apr 2009 06:30:59', '733502.28888639587')
(543, '108.3', '2187.0', '2134.5', 'Sun, 05 Apr 2009 06:31:59', '733502.28958097938')
(544, '108.5', '2185.7', '2131.5', 'Sun, 05 Apr 2009 06:32:59', '733502.29027533159')
(545, '108.5', '2189.0', '2135.6', 'Sun, 05 Apr 2009 06:33:59', '733502.29096991487')
(546, '108.3', '2183.9', '2130.5', 'Sun, 05 Apr 2009 06:34:59', '733502.29166426696')
(547, '108.3', '2187.7', '2129.4', 'Sun, 05 Apr 2009 06:35:59', '733502.29235866468')
(548, '109.0', '2180.5', '2120.6', 'Sun, 05 Apr 2009 06:36:59', '733502.29305320175')
(549, '109.0', '2183.1', '2122.3', 'Sun, 05 Apr 2009 06:37:59', '733502.29374760017')
(550, '108.7', '2180.5', '2119.6', 'Sun, 05 Apr 2009 06:38:59', '733502.29444195225')
(551, '108.0', '2183.6', '2121.1', 'Sun, 05 Apr 2009 06:39:59', '733502.29513653519')
(552, '107.6', '2183.8', '2123.1', 'Sun, 05 Apr 2009 06:40:59', '733502.29583088867')
(553, '107.4', '2180.0', '2117.3', 'Sun, 05 Apr 2009 06:41:59', '733502.29652547033')
(554, '107.8', '2182.9', '2115.8', 'Sun, 05 Apr 2009 06:42:59', '733502.29721982183')
(555, '107.6', '2178.0', '2110.2', 'Sun, 05 Apr 2009 06:43:59', '733502.29791422037')
(556, '107.6', '2181.9', '2112.0', 'Sun, 05 Apr 2009 06:44:59', '733502.29860875732')
(557, '107.2', '2183.9', '2116.1', 'Sun, 05 Apr 2009 06:45:59', '733502.29930315597')
(558, '106.9', '2178.8', '2110.2', 'Sun, 05 Apr 2009 06:46:59', '733502.29999750806')
(559, '107.4', '2183.2', '2119.4', 'Sun, 05 Apr 2009 06:47:59', '733502.30069209076')
(560, '107.4', '2184.2', '2112.5', 'Sun, 05 Apr 2009 06:48:59', '733502.30138644227')
(561, '107.4', '2188.6', '2116.3', 'Sun, 05 Apr 2009 06:49:59', '733502.30208084360')
(562, '107.4', '2186.0', '2115.8', 'Sun, 05 Apr 2009 06:50:59', '733502.30277534598')
(563, '107.2', '2180.0', '2106.2', 'Sun, 05 Apr 2009 06:51:59', '733502.30346972961')
(564, '107.4', '2183.7', '2109.7', 'Sun, 05 Apr 2009 06:52:59', '733502.30416431371')
(565, '107.6', '2183.9', '2108.4', 'Sun, 05 Apr 2009 06:53:59', '733502.30485866568')
(566, '107.4', '2182.4', '2107.2', 'Sun, 05 Apr 2009 06:54:59', '733502.30555324804')
(567, '107.4', '2189.8', '2110.7', 'Sun, 05 Apr 2009 06:55:59', '733502.30624760024')
(568, '107.4', '2189.6', '2114.5', 'Sun, 05 Apr 2009 06:56:59', '733502.30694199889')
(569, '107.4', '2189.0', '2116.5', 'Sun, 05 Apr 2009 06:57:59', '733502.30763653549')
(570, '107.6', '2192.6', '2120.8', 'Sun, 05 Apr 2009 06:58:59', '733502.30833093193')
(571, '107.8', '2192.9', '2120.6', 'Sun, 05 Apr 2009 06:59:59', '733502.30902528530')
(572, '108.3', '2191.8', '2128.7', 'Sun, 05 Apr 2009 07:00:59', '733502.30971986882')
(573, '109.2', '2190.8', '2128.4', 'Sun, 05 Apr 2009 07:01:59', '733502.31041422102')
(574, '109.4', '2191.6', '2132.5', 'Sun, 05 Apr 2009 07:02:59', '733502.31110880349')
(575, '110.3', '2190.1', '2127.9', 'Sun, 05 Apr 2009 07:03:59', '733502.31180315558')
(576, '110.3', '2186.5', '2119.8', 'Sun, 05 Apr 2009 07:04:59', '733502.31249755446')
(577, '110.1', '2190.3', '2126.9', 'Sun, 05 Apr 2009 07:05:59', '733502.31319209177')
(578, '109.6', '2188.8', '2122.4', 'Sun, 05 Apr 2009 07:06:59', '733502.31388648914')
(579, '109.0', '2187.1', '2117.1', 'Sun, 05 Apr 2009 07:07:59', '733502.31458084064')
(580, '108.0', '2193.2', '2117.6', 'Sun, 05 Apr 2009 07:08:59', '733502.31527542416')
(581, '106.9', '2188.9', '2114.0', 'Sun, 05 Apr 2009 07:09:59', '733502.31596977625')
(582, '106.5', '2187.9', '2112.0', 'Sun, 05 Apr 2009 07:10:59', '733502.31666417490')
(583, '106.7', '2200.0', '2117.3', 'Sun, 05 Apr 2009 07:11:59', '733502.31735871208')
(584, '106.7', '2195.3', '2115.3', 'Sun, 05 Apr 2009 07:12:59', '733502.31805310957')
(585, '106.7', '2200.2', '2122.4', 'Sun, 05 Apr 2009 07:13:59', '733502.31874769379')
(586, '106.7', '2204.8', '2132.7', 'Sun, 05 Apr 2009 07:14:59', '733502.31944204459')
(587, '107.6', '2199.1', '2123.4', 'Sun, 05 Apr 2009 07:15:59', '733502.32013644255')
(588, '107.8', '2201.9', '2130.2', 'Sun, 05 Apr 2009 07:16:59', '733502.32083098160')
(589, '107.6', '2204.0', '2132.0', 'Sun, 05 Apr 2009 07:17:59', '733502.32152533252')
(590, '107.8', '2197.7', '2127.1', 'Sun, 05 Apr 2009 07:18:59', '733502.32221972966')
(591, '108.0', '2201.1', '2130.7', 'Sun, 05 Apr 2009 07:19:59', '733502.32291426731')
(592, '108.5', '2198.5', '2127.7', 'Sun, 05 Apr 2009 07:20:59', '733502.32360866515')
(593, '108.5', '2200.0', '2126.4', 'Sun, 05 Apr 2009 07:21:59', '733502.32430325064')
(594, '109.0', '2202.1', '2125.9', 'Sun, 05 Apr 2009 07:22:59', '733502.32499760028')
(595, '109.4', '2196.1', '2121.3', 'Sun, 05 Apr 2009 07:23:59', '733502.32569199824')
(596, '109.2', '2201.5', '2123.1', 'Sun, 05 Apr 2009 07:24:59', '733502.32638653507')
(597, '109.0', '2197.4', '2120.0', 'Sun, 05 Apr 2009 07:25:59', '733502.32708093431')
(598, '108.7', '2204.6', '2128.4', 'Sun, 05 Apr 2009 07:26:59', '733502.32777528546')
(599, '109.0', '2208.0', '2135.3', 'Sun, 05 Apr 2009 07:27:59', '733502.32846986922')
(600, '109.0', '2205.9', '2136.3', 'Sun, 05 Apr 2009 07:28:59', '733502.32916422049')
(601, '108.5', '2204.4', '2130.9', 'Sun, 05 Apr 2009 07:29:59', '733502.32985880412')
(602, '108.0', '2206.2', '2136.3', 'Sun, 05 Apr 2009 07:30:59', '733502.33055315539')
(603, '107.4', '2211.1', '2137.8', 'Sun, 05 Apr 2009 07:31:59', '733502.33124755556')
(604, '106.7', '2210.3', '2136.5', 'Sun, 05 Apr 2009 07:32:59', '733502.33194209111')
(605, '106.5', '2209.0', '2146.9', 'Sun, 05 Apr 2009 07:33:59', '733502.33263649023')
(606, '106.7', '2211.3', '2142.6', 'Sun, 05 Apr 2009 07:34:59', '733502.33333084057')
(607, '106.9', '2207.7', '2143.6', 'Sun, 05 Apr 2009 07:35:59', '733502.33402542421')
(608, '106.9', '2211.9', '2145.7', 'Sun, 05 Apr 2009 07:36:59', '733502.33471977571')
(609, '107.2', '2208.3', '2139.3', 'Sun, 05 Apr 2009 07:37:59', '733502.33541435958')
(610, '107.4', '2211.1', '2139.3', 'Sun, 05 Apr 2009 07:38:59', '733502.33610871108')
(611, '107.8', '2214.2', '2150.5', 'Sun, 05 Apr 2009 07:39:59', '733502.33680310997')
(612, '108.3', '2213.4', '2149.2', 'Sun, 05 Apr 2009 07:40:59', '733502.33749764704')
(613, '109.0', '2213.7', '2149.2', 'Sun, 05 Apr 2009 07:41:59', '733502.33819204499')
(614, '109.2', '2216.2', '2151.0', 'Sun, 05 Apr 2009 07:42:59', '733502.33888639626')
(615, '109.6', '2217.8', '2152.8', 'Sun, 05 Apr 2009 07:43:59', '733502.33958098013')
(616, '110.1', '2215.0', '2145.1', 'Sun, 05 Apr 2009 07:44:59', '733502.34027533140')
(617, '110.1', '2215.7', '2153.8', 'Sun, 05 Apr 2009 07:45:59', '733502.34096973087')
(618, '110.3', '2210.3', '2144.4', 'Sun, 05 Apr 2009 07:46:59', '733502.34166426724')
(619, '110.5', '2215.7', '2150.8', 'Sun, 05 Apr 2009 07:47:59', '733502.34235866484')
(620, '110.5', '2217.3', '2143.1', 'Sun, 05 Apr 2009 07:48:59', '733502.34305320284')
(621, '110.8', '2220.4', '2145.7', 'Sun, 05 Apr 2009 07:49:59', '733502.34374760056')
(622, '110.8', '2221.4', '2154.3', 'Sun, 05 Apr 2009 07:50:59', '733502.34444195195')
(623, '110.8', '2228.7', '2157.7', 'Sun, 05 Apr 2009 07:51:59', '733502.34513653547')
(624, '110.8', '2225.0', '2155.9', 'Sun, 05 Apr 2009 07:52:59', '733502.34583088767')
(625, '111.0', '2226.6', '2168.9', 'Sun, 05 Apr 2009 07:53:59', '733502.34652528563')
(626, '111.0', '2229.2', '2174.5', 'Sun, 05 Apr 2009 07:54:59', '733502.34721986926')
(627, '111.0', '2234.4', '2173.8', 'Sun, 05 Apr 2009 07:55:59', '733502.34791422018')
(628, '111.0', '2229.2', '2181.5', 'Sun, 05 Apr 2009 07:56:59', '733502.34860880463')
(629, '111.2', '2227.1', '2179.4', 'Sun, 05 Apr 2009 07:57:59', '733502.34930315590')
(630, '111.7', '2228.1', '2192.5', 'Sun, 05 Apr 2009 07:58:59', '733502.34999755363')
(631, '111.9', '2225.3', '2178.9', 'Sun, 05 Apr 2009 07:59:59', '733502.35069209081')
(632, '112.1', '2227.1', '2175.3', 'Sun, 05 Apr 2009 08:00:59', '733502.35138648946')
(633, '111.9', '2234.6', '2173.7', 'Sun, 05 Apr 2009 08:01:59', '733502.35208084120')
(634, '111.7', '2230.5', '2171.7', 'Sun, 05 Apr 2009 08:02:59', '733502.35277542612')
(635, '111.7', '2232.0', '2176.6', 'Sun, 05 Apr 2009 08:03:59', '733502.35346977599')
(636, '111.4', '2231.0', '2178.2', 'Sun, 05 Apr 2009 08:04:59', '733502.35416435916')
(637, '111.7', '2228.7', '2172.0', 'Sun, 05 Apr 2009 08:05:59', '733502.35485871136')
(638, '111.7', '2229.8', '2177.2', 'Sun, 05 Apr 2009 08:06:59', '733502.35555310978')
(639, '111.9', '2228.2', '2178.2', 'Sun, 05 Apr 2009 08:07:59', '733502.35624764638')
(640, '112.1', '2232.9', '2177.7', 'Sun, 05 Apr 2009 08:08:59', '733502.35694204306')
(641, '112.1', '2231.8', '2176.1', 'Sun, 05 Apr 2009 08:09:59', '733502.35763639631')
(642, '111.7', '2239.4', '2176.4', 'Sun, 05 Apr 2009 08:10:59', '733502.35833097971')
(643, '111.4', '2237.8', '2174.3', 'Sun, 05 Apr 2009 08:11:59', '733502.35902533121')
(644, '111.0', '2233.9', '2175.3', 'Sun, 05 Apr 2009 08:12:59', '733502.35971973080')
(645, '111.0', '2233.1', '2186.4', 'Sun, 05 Apr 2009 08:13:59', '733502.36041426507')
(646, '110.5', '2230.5', '2176.9', 'Sun, 05 Apr 2009 08:14:59', '733502.36110866326')
(647, '110.1', '2239.9', '2174.1', 'Sun, 05 Apr 2009 08:15:59', '733502.36180320079')
(648, '110.3', '2247.7', '2177.4', 'Sun, 05 Apr 2009 08:16:59', '733502.36249759782')
(649, '110.8', '2239.6', '2174.8', 'Sun, 05 Apr 2009 08:17:59', '733502.36319199647')
(650, '110.8', '2238.8', '2183.5', 'Sun, 05 Apr 2009 08:18:59', '733502.36388653552')
(651, '110.3', '2235.9', '2177.1', 'Sun, 05 Apr 2009 08:19:59', '733502.36458093347')
(652, '110.3', '2244.5', '2180.9', 'Sun, 05 Apr 2009 08:20:59', '733502.36527528602')
(653, '110.3', '2238.8', '2176.1', 'Sun, 05 Apr 2009 08:21:59', '733502.36596986919')
(654, '109.8', '2239.6', '2177.6', 'Sun, 05 Apr 2009 08:22:59', '733502.36666422104')
(655, '109.8', '2237.5', '2183.8', 'Sun, 05 Apr 2009 08:23:59', '733502.36735880468')
(656, '110.1', '2233.0', '2178.1', 'Sun, 05 Apr 2009 08:24:59', '733502.36805315583')
(657, '111.0', '2238.8', '2176.8', 'Sun, 05 Apr 2009 08:25:59', '733502.36874755414')
(658, '111.0', '2240.1', '2172.5', 'Sun, 05 Apr 2009 08:26:59', '733502.36944209097')
(659, '110.5', '2250.7', '2177.1', 'Sun, 05 Apr 2009 08:27:59', '733502.37013648916')
(660, '109.4', '2247.6', '2181.4', 'Sun, 05 Apr 2009 08:28:59', '733502.37083084078')
(661, '108.0', '2245.8', '2178.4', 'Sun, 05 Apr 2009 08:29:59', '733502.37152542511')
(662, '106.7', '2243.4', '2193.5', 'Sun, 05 Apr 2009 08:30:59', '733502.37221977580')
(663, '106.5', '2237.0', '2184.6', 'Sun, 05 Apr 2009 08:31:59', '733502.37291436025')
(664, '106.0', '2239.9', '2176.4', 'Sun, 05 Apr 2009 08:32:59', '733502.37360871106')
(665, '106.2', '2246.9', '2179.2', 'Sun, 05 Apr 2009 08:33:59', '733502.37430310959')
(666, '106.2', '2252.1', '2179.5', 'Sun, 05 Apr 2009 08:34:59', '733502.37499764620')
(667, '106.5', '2256.8', '2184.3', 'Sun, 05 Apr 2009 08:35:59', '733502.37569204532')
(668, '106.7', '2244.5', '2177.9', 'Sun, 05 Apr 2009 08:36:59', '733502.37638639635')
(669, '106.9', '2251.0', '2176.9', 'Sun, 05 Apr 2009 08:37:59', '733502.37708098104')
(670, '107.2', '2252.6', '2177.1', 'Sun, 05 Apr 2009 08:38:59', '733502.37777533149')
(671, '106.9', '2256.2', '2181.5', 'Sun, 05 Apr 2009 08:39:59', '733502.37846991478')
(672, '107.2', '2271.6', '2185.8', 'Sun, 05 Apr 2009 08:40:59', '733502.37916426675')
(673, '108.0', '2259.3', '2180.4', 'Sun, 05 Apr 2009 08:41:59', '733502.37985866587')
(674, '109.2', '2251.0', '2181.7', 'Sun, 05 Apr 2009 08:42:59', '733502.38055320201')
(675, '110.1', '2249.2', '2189.9', 'Sun, 05 Apr 2009 08:43:59', '733502.38124760252')
(676, '110.5', '2244.7', '2188.1', 'Sun, 05 Apr 2009 08:44:59', '733502.38194195158')
(677, '110.5', '2249.2', '2189.7', 'Sun, 05 Apr 2009 08:45:59', '733502.38263653603')
(678, '109.6', '2259.9', '2190.4', 'Sun, 05 Apr 2009 08:46:59', '733502.38333088718')
(679, '109.6', '2265.6', '2191.7', 'Sun, 05 Apr 2009 08:47:59', '733502.38402547117')
(680, '109.6', '2258.0', '2195.8', 'Sun, 05 Apr 2009 08:48:59', '733502.38471982256')
(681, '110.1', '2247.9', '2192.2', 'Sun, 05 Apr 2009 08:49:59', '733502.38541422144')
(682, '110.3', '2253.6', '2194.5', 'Sun, 05 Apr 2009 08:50:59', '733502.38610875828')
(683, '111.2', '2248.1', '2188.6', 'Sun, 05 Apr 2009 08:51:59', '733502.38680315576')
(684, '111.9', '2245.0', '2189.9', 'Sun, 05 Apr 2009 08:52:59', '733502.38749750738')
(685, '112.3', '2248.1', '2197.1', 'Sun, 05 Apr 2009 08:53:59', '733502.38819209160')
(686, '111.7', '2244.2', '2191.7', 'Sun, 05 Apr 2009 08:54:59', '733502.38888644264')
(687, '110.8', '2247.1', '2192.2', 'Sun, 05 Apr 2009 08:55:59', '733502.38958084141')
(688, '109.0', '2263.2', '2196.8', 'Sun, 05 Apr 2009 08:56:59', '733502.39027537871')
(689, '107.8', '2259.0', '2193.0', 'Sun, 05 Apr 2009 08:57:59', '733502.39096977608')
(690, '106.9', '2249.6', '2191.4', 'Sun, 05 Apr 2009 08:58:59', '733502.39166431408')
(691, '106.5', '2261.9', '2200.7', 'Sun, 05 Apr 2009 08:59:59', '733502.39235871099')
(692, '106.7', '2268.4', '2206.9', 'Sun, 05 Apr 2009 09:00:59', '733502.39305306308')
(693, '107.2', '2260.6', '2208.7', 'Sun, 05 Apr 2009 09:01:59', '733502.39374764671')
(694, '108.3', '2257.2', '2207.7', 'Sun, 05 Apr 2009 09:02:59', '733502.39444199880')
(695, '109.2', '2253.3', '2210.2', 'Sun, 05 Apr 2009 09:03:59', '733502.39513639640')
(696, '109.6', '2250.1', '2209.0', 'Sun, 05 Apr 2009 09:04:59', '733502.39583098050')
(697, '110.1', '2248.3', '2206.4', 'Sun, 05 Apr 2009 09:05:59', '733502.39652533189')
(698, '110.8', '2246.5', '2210.3', 'Sun, 05 Apr 2009 09:06:59', '733502.39721986884')
(699, '111.2', '2251.5', '2215.4', 'Sun, 05 Apr 2009 09:07:59', '733502.39791426680')
(700, '111.7', '2249.4', '2212.6', 'Sun, 05 Apr 2009 09:08:59', '733502.39860866452')
(701, '111.4', '2253.8', '2215.7', 'Sun, 05 Apr 2009 09:09:59', '733502.39930320182')
(702, '111.4', '2275.2', '2220.1', 'Sun, 05 Apr 2009 09:10:59', '733502.39999760059')
(703, '111.4', '2265.0', '2210.0', 'Sun, 05 Apr 2009 09:11:59', '733502.40069195151')
(704, '111.9', '2260.6', '2208.2', 'Sun, 05 Apr 2009 09:12:59', '733502.40138653596')
(705, '112.1', '2262.4', '2205.3', 'Sun, 05 Apr 2009 09:13:59', '733502.40208088711')
(706, '112.3', '2272.3', '2213.6', 'Sun, 05 Apr 2009 09:14:59', '733502.40277547028')
(707, '112.3', '2267.1', '2211.5', 'Sun, 05 Apr 2009 09:15:59', '733502.40346982214')
(708, '112.5', '2260.5', '2211.2', 'Sun, 05 Apr 2009 09:16:59', '733502.40416422067')
(709, '112.3', '2265.7', '2213.8', 'Sun, 05 Apr 2009 09:17:59', '733502.40485875786')
(710, '112.5', '2276.0', '2216.9', 'Sun, 05 Apr 2009 09:18:59', '733502.40555315395')
(711, '112.5', '2260.3', '2205.3', 'Sun, 05 Apr 2009 09:19:59', '733502.40624750697')
(712, '112.3', '2258.4', '2206.6', 'Sun, 05 Apr 2009 09:20:59', '733502.40694209060')
(713, '112.3', '2259.5', '2205.1', 'Sun, 05 Apr 2009 09:21:59', '733502.40763644269')
(714, '113.0', '2265.5', '2211.3', 'Sun, 05 Apr 2009 09:22:59', '733502.40833102539')
(715, '113.0', '2254.8', '2202.8', 'Sun, 05 Apr 2009 09:23:59', '733502.40902537783')
(716, '113.0', '2255.3', '2209.2', 'Sun, 05 Apr 2009 09:24:59', '733502.40971977718')
(717, '113.0', '2255.6', '2223.4', 'Sun, 05 Apr 2009 09:25:59', '733502.41041431390')
(718, '113.2', '2249.8', '2208.5', 'Sun, 05 Apr 2009 09:26:59', '733502.41110871104')
(719, '113.7', '2252.7', '2208.5', 'Sun, 05 Apr 2009 09:27:59', '733502.41180306254')
(720, '113.2', '2269.2', '2214.4', 'Sun, 05 Apr 2009 09:28:59', '733502.41249764676')
(721, '112.8', '2273.6', '2216.5', 'Sun, 05 Apr 2009 09:29:59', '733502.41319199873')
(722, '112.5', '2274.2', '2232.0', 'Sun, 05 Apr 2009 09:30:59', '733502.41388658190')
(723, '112.5', '2267.6', '2223.7', 'Sun, 05 Apr 2009 09:31:59', '733502.41458093410')
(724, '112.3', '2272.1', '2227.6', 'Sun, 05 Apr 2009 09:32:59', '733502.41527533112')
(725, '112.5', '2268.9', '2238.0', 'Sun, 05 Apr 2009 09:33:59', '733502.41596986994')
(726, '113.2', '2277.8', '2256.5', 'Sun, 05 Apr 2009 09:34:59', '733502.41666426673')
(727, '113.0', '2270.8', '2243.9', 'Sun, 05 Apr 2009 09:35:59', '733502.41735861846')
(728, '113.7', '2276.3', '2236.9', 'Sun, 05 Apr 2009 09:36:59', '733502.41805320198')
(729, '114.1', '2273.4', '2241.3', 'Sun, 05 Apr 2009 09:37:59', '733502.41874755465')
(730, '115.0', '2268.7', '2233.3', 'Sun, 05 Apr 2009 09:38:59', '733502.41944213724')
(731, '115.5', '2265.0', '2234.9', 'Sun, 05 Apr 2009 09:39:59', '733502.42013648991')
(732, '115.7', '2262.9', '2227.6', 'Sun, 05 Apr 2009 09:40:59', '733502.42083088704')
(733, '115.5', '2266.6', '2227.3', 'Sun, 05 Apr 2009 09:41:59', '733502.42152542481')
(734, '115.0', '2279.9', '2230.7', 'Sun, 05 Apr 2009 09:42:59', '733502.42221982242')
(735, '115.0', '2281.2', '2231.2', 'Sun, 05 Apr 2009 09:43:59', '733502.42291417485')
(736, '115.0', '2273.4', '2224.2', 'Sun, 05 Apr 2009 09:44:59', '733502.42360875744')
(737, '114.8', '2265.5', '2217.5', 'Sun, 05 Apr 2009 09:45:59', '733502.42430311011')
(738, '113.5', '2276.8', '2247.3', 'Sun, 05 Apr 2009 09:46:59', '733502.42499769269')
(739, '112.1', '2286.2', '2245.2', 'Sun, 05 Apr 2009 09:47:59', '733502.42569204466')
(740, '111.4', '2280.2', '2239.3', 'Sun, 05 Apr 2009 09:48:59', '733502.42638644250')
(741, '111.7', '2277.6', '2242.4', 'Sun, 05 Apr 2009 09:49:59', '733502.42708098015')
(742, '111.9', '2282.8', '2247.3', 'Sun, 05 Apr 2009 09:50:59', '733502.42777537799')
(743, '111.7', '2276.5', '2244.2', 'Sun, 05 Apr 2009 09:51:59', '733502.42846973054')
(744, '111.7', '2269.4', '2235.4', 'Sun, 05 Apr 2009 09:52:59', '733502.42916431313')
(745, '112.1', '2267.6', '2230.2', 'Sun, 05 Apr 2009 09:53:59', '733502.42985866510')
(746, '112.5', '2281.2', '2237.9', 'Sun, 05 Apr 2009 09:54:59', '733502.43055306328')
(747, '112.5', '2296.7', '2244.7', 'Sun, 05 Apr 2009 09:55:59', '733502.43124760001')
(748, '112.8', '2302.2', '2244.7', 'Sun, 05 Apr 2009 09:56:59', '733502.43194199831')
(749, '112.8', '2305.2', '2245.5', 'Sun, 05 Apr 2009 09:57:59', '733502.43263653538')
(750, '113.0', '2286.2', '2239.2', 'Sun, 05 Apr 2009 09:58:59', '733502.43333093333')
(751, '112.8', '2284.9', '2237.4', 'Sun, 05 Apr 2009 09:59:59', '733502.43402528472')
(752, '112.8', '2289.1', '2242.9', 'Sun, 05 Apr 2009 10:00:59', '733502.43471987010')
(753, '113.5', '2280.7', '2253.3', 'Sun, 05 Apr 2009 10:01:59', '733502.43541426735')
(754, '113.2', '2292.0', '2249.7', 'Sun, 05 Apr 2009 10:02:59', '733502.43610861851')
(755, '113.0', '2290.4', '2249.9', 'Sun, 05 Apr 2009 10:03:59', '733502.43680320180')
(756, '113.0', '2281.2', '2246.5', 'Sun, 05 Apr 2009 10:04:59', '733502.43749755342')
(757, '113.5', '2289.9', '2248.1', 'Sun, 05 Apr 2009 10:05:59', '733502.43819213705')
(758, '113.2', '2291.5', '2257.2', 'Sun, 05 Apr 2009 10:06:59', '733502.43888648937')
(759, '112.8', '2285.7', '2263.8', 'Sun, 05 Apr 2009 10:07:59', '733502.43958088697')
(760, '113.2', '2290.2', '2255.2', 'Sun, 05 Apr 2009 10:08:59', '733502.44027542486')
(761, '113.2', '2284.4', '2252.9', 'Sun, 05 Apr 2009 10:09:59', '733502.44096982246')
(762, '112.8', '2284.2', '2250.5', 'Sun, 05 Apr 2009 10:10:59', '733502.44166417397')
(763, '112.3', '2275.0', '2240.3', 'Sun, 05 Apr 2009 10:11:59', '733502.44235875667')
(764, '113.2', '2284.7', '2241.6', 'Sun, 05 Apr 2009 10:12:59', '733502.44305310969')
(765, '113.5', '2280.5', '2250.2', 'Sun, 05 Apr 2009 10:13:59', '733502.44374764641')
(766, '113.5', '2291.8', '2261.2', 'Sun, 05 Apr 2009 10:14:59', '733502.44444204518')
(767, '113.7', '2291.5', '2257.5', 'Sun, 05 Apr 2009 10:15:59', '733502.44513644243')
(768, '113.7', '2298.1', '2268.5', 'Sun, 05 Apr 2009 10:16:59', '733502.44583097985')
(769, '113.5', '2296.7', '2260.9', 'Sun, 05 Apr 2009 10:17:59', '733502.44652537827')
(770, '114.3', '2295.7', '2252.6', 'Sun, 05 Apr 2009 10:18:59', '733502.44721973012')
(771, '115.0', '2284.6', '2251.5', 'Sun, 05 Apr 2009 10:19:59', '733502.44791431341')
(772, '115.5', '2280.5', '2251.0', 'Sun, 05 Apr 2009 10:20:59', '733502.44860866526')
(773, '115.5', '2272.3', '2239.5', 'Sun, 05 Apr 2009 10:21:59', '733502.44930324843')
(774, '114.8', '2265.5', '2230.4', 'Sun, 05 Apr 2009 10:22:59', '733502.44999760005')
(775, '114.1', '2262.9', '2228.6', 'Sun, 05 Apr 2009 10:23:59', '733502.45069199812')
(776, '114.6', '2263.4', '2224.7', 'Sun, 05 Apr 2009 10:24:59', '733502.45138653519')
(777, '115.2', '2277.1', '2235.6', 'Sun, 05 Apr 2009 10:25:59', '733502.45208093361')
(778, '115.5', '2278.9', '2233.8', 'Sun, 05 Apr 2009 10:26:59', '733502.45277528546')
(779, '115.7', '2287.1', '2245.5', 'Sun, 05 Apr 2009 10:27:59', '733502.45346986852')
(780, '115.2', '2270.3', '2234.9', 'Sun, 05 Apr 2009 10:28:59', '733502.45416421851')
(781, '114.3', '2263.8', '2232.5', 'Sun, 05 Apr 2009 10:29:59', '733502.45485880447')
(782, '113.7', '2260.9', '2228.4', 'Sun, 05 Apr 2009 10:30:59', '733502.45555315539')
(783, '112.8', '2275.3', '2239.0', 'Sun, 05 Apr 2009 10:31:59', '733502.45624755358')
(784, '111.7', '2272.7', '2240.6', 'Sun, 05 Apr 2009 10:32:59', '733502.45694209088')
(785, '111.0', '2263.5', '2239.1', 'Sun, 05 Apr 2009 10:33:59', '733502.45763648907')
(786, '110.3', '2263.5', '2230.5', 'Sun, 05 Apr 2009 10:34:59', '733502.45833084022')
(787, '110.3', '2268.2', '2230.7', 'Sun, 05 Apr 2009 10:35:59', '733502.45902542467')
(788, '111.0', '2263.5', '2242.5', 'Sun, 05 Apr 2009 10:36:59', '733502.45971977524')
(789, '111.4', '2255.4', '2230.0', 'Sun, 05 Apr 2009 10:37:59', '733502.46041436004')
(790, '112.1', '2251.8', '2226.4', 'Sun, 05 Apr 2009 10:38:59', '733502.46110871097')
(791, '112.8', '2253.3', '2229.5', 'Sun, 05 Apr 2009 10:39:59', '733502.46180310904')
(792, '113.7', '2253.9', '2236.2', 'Sun, 05 Apr 2009 10:40:59', '733502.46249764657')
(793, '113.7', '2251.8', '2234.4', 'Sun, 05 Apr 2009 10:41:59', '733502.46319204627')
(794, '113.9', '2247.4', '2224.3', 'Sun, 05 Apr 2009 10:42:59', '733502.46388639580')
(795, '113.5', '2244.0', '2217.0', 'Sun, 05 Apr 2009 10:43:59', '733502.46458098048')
(796, '113.9', '2240.9', '2212.2', 'Sun, 05 Apr 2009 10:44:59', '733502.46527533152')
(797, '113.5', '2238.6', '2208.8', 'Sun, 05 Apr 2009 10:45:59', '733502.46596991515')
(798, '113.7', '2236.2', '2205.0', 'Sun, 05 Apr 2009 10:46:59', '733502.46666426654')
(799, '113.9', '2233.4', '2203.0', 'Sun, 05 Apr 2009 10:47:59', '733502.46735866508')
