Log Date and Time Sat, 11 Apr 2009 09:18:50
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '570.4', '32.0', 'Fri, 10 Apr 2009 10:21:46', '733507.43178818526')
(1321, '32.0', '1901.7', '32.0', 'Fri, 10 Apr 2009 21:22:16', '733507.89047388162')
(1322, '32.0', '1898.1', '32.0', 'Fri, 10 Apr 2009 21:22:46', '733507.89082110382')
(1323, '32.0', '1895.9', '32.0', 'Fri, 10 Apr 2009 21:23:16', '733507.89116827981')
(1324, '32.0', '1892.2', '32.0', 'Fri, 10 Apr 2009 21:23:46', '733507.89151545579')
(1325, '32.0', '1888.6', '32.0', 'Fri, 10 Apr 2009 21:24:16', '733507.89186267799')
(1326, '32.0', '1885.7', '32.0', 'Fri, 10 Apr 2009 21:24:46', '733507.89221003908')
(1327, '32.0', '1882.8', '32.0', 'Fri, 10 Apr 2009 21:25:16', '733507.89255721495')
(1328, '32.0', '1879.1', '32.0', 'Fri, 10 Apr 2009 21:25:46', '733507.89290443715')
(1329, '32.0', '1876.0', '32.0', 'Fri, 10 Apr 2009 21:26:16', '733507.89325161302')
(1330, '32.0', '1873.1', '32.0', 'Fri, 10 Apr 2009 21:26:46', '733507.89359878923')
(1331, '32.0', '1869.5', '32.0', 'Fri, 10 Apr 2009 21:27:16', '733507.89394601132')
(1332, '32.0', '1866.6', '32.0', 'Fri, 10 Apr 2009 21:27:46', '733507.89429337240')
(1333, '32.0', '1862.9', '32.0', 'Fri, 10 Apr 2009 21:28:16', '733507.89464059472')
(1334, '32.0', '1860.8', '32.0', 'Fri, 10 Apr 2009 21:28:46', '733507.89498777059')
(1335, '32.0', '1857.6', '32.0', 'Fri, 10 Apr 2009 21:29:16', '733507.89533494657')
(1336, '32.0', '1854.0', '32.0', 'Fri, 10 Apr 2009 21:29:46', '733507.89568216878')
(1337, '32.0', '1850.4', '32.0', 'Fri, 10 Apr 2009 21:30:16', '733507.89602971496')
(1338, '32.0', '1847.5', '32.0', 'Fri, 10 Apr 2009 21:30:46', '733507.89637693658')
(1339, '32.0', '1843.9', '32.0', 'Fri, 10 Apr 2009 21:31:16', '733507.89672411303')
(1340, '32.0', '1841.7', '32.0', 'Fri, 10 Apr 2009 21:31:46', '733507.89707128925')
(1341, '32.0', '1838.1', '32.0', 'Fri, 10 Apr 2009 21:32:16', '733507.89741869632')
(1342, '32.0', '1835.0', '32.0', 'Fri, 10 Apr 2009 21:32:46', '733507.89776587230')
(1343, '32.0', '1831.6', '32.0', 'Fri, 10 Apr 2009 21:33:16', '733507.89811304829')
(1344, '32.0', '1829.2', '32.0', 'Fri, 10 Apr 2009 21:33:46', '733507.89846027049')
(1345, '32.0', '1826.3', '32.0', 'Fri, 10 Apr 2009 21:34:16', '733507.89880744624')
(1346, '32.0', '1823.4', '32.0', 'Fri, 10 Apr 2009 21:34:46', '733507.89915480744')
(1347, '32.0', '1820.6', '32.0', 'Fri, 10 Apr 2009 21:35:16', '733507.89950202964')
(1348, '32.0', '1817.7', '32.0', 'Fri, 10 Apr 2009 21:35:46', '733507.89984920551')
(1349, '32.0', '1814.1', '32.0', 'Fri, 10 Apr 2009 21:36:16', '733507.90019638150')
(1350, '32.0', '1811.2', '32.0', 'Fri, 10 Apr 2009 21:36:46', '733507.90054360381')
(1351, '32.0', '1808.3', '32.0', 'Fri, 10 Apr 2009 21:37:16', '733507.90089096490')
(1352, '32.0', '1805.4', '32.0', 'Fri, 10 Apr 2009 21:37:46', '733507.90123814088')
(1353, '32.0', '1802.3', '32.0', 'Fri, 10 Apr 2009 21:38:16', '733507.90158536297')
(1354, '32.0', '1798.7', '32.0', 'Fri, 10 Apr 2009 21:38:46', '733507.90193253895')
(1355, '32.0', '1796.6', '32.0', 'Fri, 10 Apr 2009 21:39:16', '733507.90227994625')
(1356, '32.0', '1793.7', '32.0', 'Fri, 10 Apr 2009 21:39:46', '733507.90262712224')
(1357, '32.0', '1790.9', '32.0', 'Fri, 10 Apr 2009 21:40:16', '733507.90297429811')
(1358, '32.0', '1788.0', '32.0', 'Fri, 10 Apr 2009 21:40:46', '733507.90332151984')
(1359, '32.0', '1785.1', '32.0', 'Fri, 10 Apr 2009 21:41:16', '733507.90366869629')
(1360, '32.0', '1782.0', '32.0', 'Fri, 10 Apr 2009 21:41:46', '733507.90401587193')
(1361, '32.0', '1778.4', '32.0', 'Fri, 10 Apr 2009 21:42:16', '733507.90436309436')
(1362, '32.0', '1775.6', '32.0', 'Fri, 10 Apr 2009 21:42:47', '733507.90471119643')
(1363, '32.0', '1772.7', '32.0', 'Fri, 10 Apr 2009 21:43:17', '733507.90505841863')
(1364, '32.0', '1769.8', '32.0', 'Fri, 10 Apr 2009 21:43:47', '733507.90540559427')
(1365, '32.0', '1767.0', '32.0', 'Fri, 10 Apr 2009 21:44:17', '733507.90575276979')
(1366, '32.0', '1764.1', '32.0', 'Fri, 10 Apr 2009 21:44:47', '733507.90609999257')
(1367, '32.0', '1761.0', '32.0', 'Fri, 10 Apr 2009 21:45:17', '733507.90644716832')
(1368, '32.0', '1758.2', '32.0', 'Fri, 10 Apr 2009 21:45:47', '733507.90679452964')
(1369, '32.0', '1755.3', '32.0', 'Fri, 10 Apr 2009 21:46:17', '733507.90714175173')
(1370, '32.0', '1753.2', '32.0', 'Fri, 10 Apr 2009 21:46:47', '733507.90748892713')
(1371, '32.0', '1750.3', '32.0', 'Fri, 10 Apr 2009 21:47:17', '733507.90783610370')
(1372, '32.0', '1747.5', '32.0', 'Fri, 10 Apr 2009 21:47:47', '733507.90818332590')
(1373, '32.0', '1744.6', '32.0', 'Fri, 10 Apr 2009 21:48:17', '733507.90853050188')
(1374, '32.0', '1741.8', '32.0', 'Fri, 10 Apr 2009 21:48:47', '733507.90887786227')
(1375, '32.0', '1739.4', '32.0', 'Fri, 10 Apr 2009 21:49:17', '733507.90922508447')
(1376, '32.0', '1735.8', '32.0', 'Fri, 10 Apr 2009 21:49:47', '733507.90957226104')
(1377, '32.0', '1733.7', '32.0', 'Fri, 10 Apr 2009 21:50:17', '733507.90991943702')
(1378, '32.0', '1730.8', '32.0', 'Fri, 10 Apr 2009 21:50:47', '733507.91026665946')
(1379, '32.0', '1728.0', '32.0', 'Fri, 10 Apr 2009 21:51:17', '733507.91061383451')
(1380, '32.0', '1725.2', '32.0', 'Fri, 10 Apr 2009 21:51:47', '733507.91096105764')
(1381, '32.0', '1723.0', '32.0', 'Fri, 10 Apr 2009 21:52:17', '733507.91130841861')
(1382, '32.0', '1720.2', '32.0', 'Fri, 10 Apr 2009 21:52:47', '733507.91165559459')
(1383, '32.0', '1718.1', '32.0', 'Fri, 10 Apr 2009 21:53:17', '733507.91200281621')
(1384, '32.0', '1714.5', '32.0', 'Fri, 10 Apr 2009 21:53:47', '733507.91234999278')
(1385, '32.0', '1712.2', '32.0', 'Fri, 10 Apr 2009 21:54:17', '733507.91269716830')
(1386, '32.0', '1709.3', '32.0', 'Fri, 10 Apr 2009 21:54:47', '733507.91304439085')
(1387, '32.0', '1706.5', '32.0', 'Fri, 10 Apr 2009 21:55:17', '733507.91339175182')
(1388, '32.0', '1703.6', '32.0', 'Fri, 10 Apr 2009 21:55:47', '733507.91373897425')
(1389, '32.0', '1701.5', '32.0', 'Fri, 10 Apr 2009 21:56:17', '733507.91408614942')
(1390, '32.0', '1698.7', '32.0', 'Fri, 10 Apr 2009 21:56:47', '733507.91443332611')
(1391, '32.0', '1696.6', '32.0', 'Fri, 10 Apr 2009 21:57:17', '733507.91478054819')
(1392, '32.0', '1693.7', '32.0', 'Fri, 10 Apr 2009 21:57:47', '733507.91512772406')
(1393, '32.0', '1691.4', '32.0', 'Fri, 10 Apr 2009 21:58:17', '733507.91547508514')
(1394, '32.0', '1688.5', '32.0', 'Fri, 10 Apr 2009 21:58:47', '733507.91582230758')
(1395, '32.0', '1686.4', '32.0', 'Fri, 10 Apr 2009 21:59:17', '733507.91616948333')
(1396, '32.0', '1683.6', '32.0', 'Fri, 10 Apr 2009 21:59:47', '733507.91651665920')
(1397, '32.0', '1680.8', '32.0', 'Fri, 10 Apr 2009 22:00:17', '733507.91686388140')
(1398, '32.0', '1677.9', '32.0', 'Fri, 10 Apr 2009 22:00:47', '733507.91721105739')
(1399, '32.0', '1675.8', '32.0', 'Fri, 10 Apr 2009 22:01:17', '733507.91755841847')
(1400, '32.0', '1673.0', '32.0', 'Fri, 10 Apr 2009 22:01:47', '733507.91790564067')
(1401, '32.0', '1670.2', '32.0', 'Fri, 10 Apr 2009 22:02:17', '733507.91825281666')
(1402, '32.0', '1667.4', '32.0', 'Fri, 10 Apr 2009 22:02:47', '733507.91859999252')
(1403, '32.0', '1664.3', '32.0', 'Fri, 10 Apr 2009 22:03:17', '733507.91894721461')
(1404, '32.0', '1662.2', '32.0', 'Fri, 10 Apr 2009 22:03:47', '733507.91929439083')
(1405, '32.0', '1659.4', '32.0', 'Fri, 10 Apr 2009 22:04:17', '733507.91964161291')
(1406, '32.0', '1656.6', '32.0', 'Fri, 10 Apr 2009 22:04:47', '733507.91998897400')
(1407, '32.0', '1654.4', '32.0', 'Fri, 10 Apr 2009 22:05:17', '733507.92033614987')
(1408, '32.0', '1652.3', '32.0', 'Fri, 10 Apr 2009 22:05:47', '733507.92068337218')
(1409, '32.0', '1649.3', '32.0', 'Fri, 10 Apr 2009 22:06:17', '733507.92103054828')
(1410, '32.0', '1646.5', '32.0', 'Fri, 10 Apr 2009 22:06:47', '733507.92137772415')
(1411, '32.0', '1644.4', '32.0', 'Fri, 10 Apr 2009 22:07:17', '733507.92172494635')
(1412, '32.0', '1642.2', '32.0', 'Fri, 10 Apr 2009 22:07:47', '733507.92207230756')
(1413, '32.0', '1639.4', '32.0', 'Fri, 10 Apr 2009 22:08:17', '733507.92241952976')
(1414, '32.0', '1636.6', '32.0', 'Fri, 10 Apr 2009 22:08:47', '733507.92276670574')
(1415, '32.0', '1633.6', '32.0', 'Fri, 10 Apr 2009 22:09:17', '733507.92311388161')
(1416, '32.0', '1632.2', '32.0', 'Fri, 10 Apr 2009 22:09:47', '733507.92346110381')
(1417, '32.0', '1629.4', '32.0', 'Fri, 10 Apr 2009 22:10:17', '733507.92380827968')
(1418, '32.0', '1626.6', '32.0', 'Fri, 10 Apr 2009 22:10:47', '733507.92415564030')
(1419, '32.0', '1624.5', '32.0', 'Fri, 10 Apr 2009 22:11:17', '733507.92450286297')
(1420, '32.0', '1621.7', '32.0', 'Fri, 10 Apr 2009 22:11:47', '733507.92485003907')
(1421, '32.0', '1618.9', '32.0', 'Fri, 10 Apr 2009 22:12:17', '733507.92519721494')
(1422, '32.0', '1616.5', '32.0', 'Fri, 10 Apr 2009 22:12:47', '733507.92554443702')
(1423, '32.0', '1614.4', '32.0', 'Fri, 10 Apr 2009 22:13:17', '733507.92589161301')
(1424, '32.0', '1611.6', '32.0', 'Fri, 10 Apr 2009 22:13:47', '733507.92623897409')
(1425, '32.0', '1609.5', '32.0', 'Fri, 10 Apr 2009 22:14:17', '733507.92658619629')
(1426, '32.0', '1607.4', '32.0', 'Fri, 10 Apr 2009 22:14:47', '733507.92693337239')
(1427, '32.0', '1604.6', '32.0', 'Fri, 10 Apr 2009 22:15:17', '733507.92728054826')
(1428, '32.0', '1602.5', '32.0', 'Fri, 10 Apr 2009 22:15:47', '733507.92762777046')
(1429, '32.0', '1599.7', '32.0', 'Fri, 10 Apr 2009 22:16:17', '733507.92797494645')
(1430, '32.0', '1597.6', '32.0', 'Fri, 10 Apr 2009 22:16:47', '733507.92832235387')
(1431, '32.0', '1595.6', '32.0', 'Fri, 10 Apr 2009 22:17:17', '733507.92866952962')
(1432, '32.0', '1593.2', '32.0', 'Fri, 10 Apr 2009 22:17:47', '733507.92901670607')
(1433, '32.0', '1590.4', '32.0', 'Fri, 10 Apr 2009 22:18:17', '733507.92936392792')
(1434, '32.0', '1588.4', '32.0', 'Fri, 10 Apr 2009 22:18:47', '733507.92971110379')
(1435, '32.0', '1585.6', '32.0', 'Fri, 10 Apr 2009 22:19:17', '733507.93005846441')
(1436, '32.0', '1583.5', '32.0', 'Fri, 10 Apr 2009 22:19:47', '733507.93040568742')
(1437, '32.0', '1581.4', '32.0', 'Fri, 10 Apr 2009 22:20:17', '733507.93075286329')
(1438, '32.0', '1579.3', '32.0', 'Fri, 10 Apr 2009 22:20:47', '733507.93110008561')
(1439, '32.0', '1577.2', '32.0', 'Fri, 10 Apr 2009 22:21:17', '733507.93144726148')
(1440, '32.0', '1573.5', '32.0', 'Fri, 10 Apr 2009 22:21:47', '733507.93179443746')
(1441, '32.0', '1572.1', '32.0', 'Fri, 10 Apr 2009 22:22:17', '733507.93214165966')
(1442, '32.0', '1569.3', '32.0', 'Fri, 10 Apr 2009 22:22:47', '733507.93248902075')
(1443, '32.0', '1566.5', '32.0', 'Fri, 10 Apr 2009 22:23:17', '733507.93283619662')
(1444, '32.0', '1565.1', '32.0', 'Fri, 10 Apr 2009 22:23:47', '733507.93318341894')
(1445, '32.0', '1562.3', '32.0', 'Fri, 10 Apr 2009 22:24:17', '733507.93353059480')
(1446, '32.0', '1560.0', '32.0', 'Fri, 10 Apr 2009 22:24:47', '733507.93387777079')
(1447, '32.0', '1558.2', '32.0', 'Fri, 10 Apr 2009 22:25:17', '733507.93422499322')
(1448, '32.0', '1555.2', '32.0', 'Fri, 10 Apr 2009 22:25:47', '733507.93457235419')
(1449, '32.0', '1553.1', '32.0', 'Fri, 10 Apr 2009 22:26:17', '733507.93491953018')
(1450, '32.0', '1551.0', '32.0', 'Fri, 10 Apr 2009 22:26:47', '733507.93526675238')
(1451, '32.0', '1548.9', '32.0', 'Fri, 10 Apr 2009 22:27:17', '733507.93561392813')
(1452, '32.0', '1546.6', '32.0', 'Fri, 10 Apr 2009 22:27:47', '733507.93596110423')
(1453, '32.0', '1544.8', '32.0', 'Fri, 10 Apr 2009 22:28:17', '733507.93630832632')
(1454, '32.0', '1541.8', '32.0', 'Fri, 10 Apr 2009 22:28:47', '733507.93665568763')
(1455, '32.0', '1539.7', '32.0', 'Fri, 10 Apr 2009 22:29:17', '733507.93700290984')
(1456, '32.0', '1537.6', '32.0', 'Fri, 10 Apr 2009 22:29:47', '733507.93735027080')
(1457, '32.0', '1534.8', '32.0', 'Fri, 10 Apr 2009 22:30:17', '733507.93769744679')
(1458, '32.0', '1533.4', '32.0', 'Fri, 10 Apr 2009 22:30:47', '733507.93804466899')
(1459, '32.0', '1530.7', '32.0', 'Fri, 10 Apr 2009 22:31:17', '733507.93839202973')
(1460, '32.0', '1527.7', '32.0', 'Fri, 10 Apr 2009 22:31:47', '733507.93873925204')
(1461, '32.0', '1527.0', '32.0', 'Fri, 10 Apr 2009 22:32:17', '733507.93908642756')
(1462, '32.0', '1524.2', '32.0', 'Fri, 10 Apr 2009 22:32:47', '733507.93943360366')
(1463, '32.0', '1521.5', '32.0', 'Fri, 10 Apr 2009 22:33:17', '733507.93978082575')
(1464, '32.0', '1519.4', '32.0', 'Fri, 10 Apr 2009 22:33:47', '733507.94012800185')
(1465, '32.0', '1518.0', '32.0', 'Fri, 10 Apr 2009 22:34:17', '733507.94047536294')
(1466, '32.0', '1515.2', '32.0', 'Fri, 10 Apr 2009 22:34:47', '733507.94082258514')
(1467, '32.0', '1512.9', '32.0', 'Fri, 10 Apr 2009 22:35:17', '733507.94116976112')
(1468, '32.0', '1510.9', '32.0', 'Fri, 10 Apr 2009 22:35:47', '733507.94151712232')
(1469, '32.0', '1508.8', '32.0', 'Fri, 10 Apr 2009 22:36:17', '733507.94186434441')
(1470, '32.0', '1506.0', '32.0', 'Fri, 10 Apr 2009 22:36:47', '733507.94221152039')
(1471, '32.0', '1504.0', '32.0', 'Fri, 10 Apr 2009 22:37:17', '733507.94255869626')
(1472, '32.0', '1501.9', '32.0', 'Fri, 10 Apr 2009 22:37:47', '733507.94290591846')
(1473, '32.0', '1499.8', '32.0', 'Fri, 10 Apr 2009 22:38:17', '733507.94325328001')
(1474, '32.0', '1497.5', '32.0', 'Fri, 10 Apr 2009 22:38:47', '733507.94360045553')
(1475, '32.0', '1495.5', '32.0', 'Fri, 10 Apr 2009 22:39:17', '733507.94394767785')
(1476, '32.0', '1493.4', '32.0', 'Fri, 10 Apr 2009 22:39:47', '733507.94429485372')
(1477, '32.0', '1491.3', '32.0', 'Fri, 10 Apr 2009 22:40:17', '733507.94464202970')
(1478, '32.0', '1489.3', '32.0', 'Fri, 10 Apr 2009 22:40:47', '733507.94498943712')
(1479, '32.0', '1486.5', '32.0', 'Fri, 10 Apr 2009 22:41:17', '733507.94533661311')
(1480, '32.0', '1483.5', '32.0', 'Fri, 10 Apr 2009 22:41:47', '733507.94568383531')
(1481, '32.0', '1481.7', '32.0', 'Fri, 10 Apr 2009 22:42:17', '733507.94603101106')
(1482, '32.0', '1479.4', '32.0', 'Fri, 10 Apr 2009 22:42:47', '733507.94637818716')
(1483, '32.0', '1478.0', '32.0', 'Fri, 10 Apr 2009 22:43:17', '733507.94672559446')
(1484, '32.0', '1475.3', '32.0', 'Fri, 10 Apr 2009 22:43:47', '733507.94707277045')
(1485, '32.0', '1473.9', '32.0', 'Fri, 10 Apr 2009 22:44:17', '733507.94741994631')
(1486, '32.0', '1471.8', '32.0', 'Fri, 10 Apr 2009 22:44:47', '733507.94776716852')
(1487, '32.0', '1469.1', '32.0', 'Fri, 10 Apr 2009 22:45:17', '733507.94811452960')
(1488, '32.0', '1467.0', '32.0', 'Fri, 10 Apr 2009 22:45:47', '733507.94846175180')
(1489, '32.0', '1464.8', '32.0', 'Fri, 10 Apr 2009 22:46:17', '733507.94880892779')
(1490, '32.0', '1463.4', '32.0', 'Fri, 10 Apr 2009 22:46:47', '733507.94915610389')
(1491, '32.0', '1460.6', '32.0', 'Fri, 10 Apr 2009 22:47:17', '733507.94950332597')
(1492, '32.0', '1459.3', '32.0', 'Fri, 10 Apr 2009 22:47:47', '733507.94985050196')
(1493, '32.0', '1457.2', '32.0', 'Fri, 10 Apr 2009 22:48:17', '733507.95019786293')
(1494, '32.0', '1455.2', '32.0', 'Fri, 10 Apr 2009 22:48:47', '733507.95054508524')
(1495, '32.0', '1452.4', '32.0', 'Fri, 10 Apr 2009 22:49:17', '733507.95089226111')
(1496, '32.0', '1450.4', '32.0', 'Fri, 10 Apr 2009 22:49:47', '733507.95123943698')
(1497, '32.0', '1448.1', '32.0', 'Fri, 10 Apr 2009 22:50:17', '733507.95158665918')
(1498, '32.0', '1446.7', '32.0', 'Fri, 10 Apr 2009 22:50:47', '733507.95193383517')
(1499, '32.0', '1444.7', '32.0', 'Fri, 10 Apr 2009 22:51:17', '733507.95228119637')
(1500, '32.0', '1442.6', '32.0', 'Fri, 10 Apr 2009 22:51:47', '733507.95262841869')
(1501, '32.0', '1440.6', '32.0', 'Fri, 10 Apr 2009 22:52:17', '733507.95297559456')
(1502, '32.0', '1438.5', '32.0', 'Fri, 10 Apr 2009 22:52:47', '733507.95332281676')
(1503, '32.0', '1435.5', '32.0', 'Fri, 10 Apr 2009 22:53:17', '733507.95366999274')
(1504, '32.0', '1434.2', '32.0', 'Fri, 10 Apr 2009 22:53:47', '733507.95401716873')
(1505, '32.0', '1432.8', '32.0', 'Fri, 10 Apr 2009 22:54:17', '733507.95436439023')
(1506, '32.0', '1430.1', '32.0', 'Fri, 10 Apr 2009 22:54:47', '733507.95471175190')
(1507, '32.0', '1428.0', '32.0', 'Fri, 10 Apr 2009 22:55:17', '733507.95505911298')
(1508, '32.0', '1426.0', '32.0', 'Fri, 10 Apr 2009 22:55:47', '733507.95540633518')
(1509, '32.0', '1424.4', '32.0', 'Fri, 10 Apr 2009 22:56:17', '733507.95575351117')
(1510, '32.0', '1421.9', '32.0', 'Fri, 10 Apr 2009 22:56:47', '733507.95610091859')
(1511, '32.0', '1420.3', '32.0', 'Fri, 10 Apr 2009 22:57:17', '733507.95644809457')
(1512, '32.0', '1418.3', '32.0', 'Fri, 10 Apr 2009 22:57:47', '733507.95679527067')
(1513, '32.0', '1415.5', '32.0', 'Fri, 10 Apr 2009 22:58:17', '733507.95714249276')
(1514, '32.0', '1414.2', '32.0', 'Fri, 10 Apr 2009 22:58:47', '733507.95748966874')
(1515, '32.0', '1412.8', '32.0', 'Fri, 10 Apr 2009 22:59:17', '733507.95783684461')
(1516, '32.0', '1410.1', '32.0', 'Fri, 10 Apr 2009 22:59:47', '733507.95818406693')
(1517, '32.0', '1407.8', '32.0', 'Fri, 10 Apr 2009 23:00:17', '733507.95853142790')
(1518, '32.0', '1405.8', '32.0', 'Fri, 10 Apr 2009 23:00:47', '733507.95887860400')
(1519, '32.0', '1403.9', '32.0', 'Fri, 10 Apr 2009 23:01:17', '733507.95922582608')
(1520, '32.0', '1401.7', '32.0', 'Fri, 10 Apr 2009 23:01:47', '733507.95957300207')
(1521, '32.0', '1400.3', '32.0', 'Fri, 10 Apr 2009 23:02:17', '733507.95992017782')
(1522, '32.0', '1398.3', '32.0', 'Fri, 10 Apr 2009 23:02:47', '733507.96026740014')
(1523, '32.0', '1396.9', '32.0', 'Fri, 10 Apr 2009 23:03:17', '733507.96061476134')
(1524, '32.0', '1394.9', '32.0', 'Fri, 10 Apr 2009 23:03:47', '733507.96096193709')
(1525, '32.0', '1392.9', '32.0', 'Fri, 10 Apr 2009 23:04:17', '733507.96130915941')
(1526, '32.0', '1390.8', '32.0', 'Fri, 10 Apr 2009 23:04:47', '733507.96165633528')
(1527, '32.0', '1388.8', '32.0', 'Fri, 10 Apr 2009 23:05:17', '733507.96200355748')
(1528, '32.0', '1387.2', '32.0', 'Fri, 10 Apr 2009 23:05:47', '733507.96235073346')
(1529, '32.0', '1385.4', '32.0', 'Fri, 10 Apr 2009 23:06:17', '733507.96269809455')
(1530, '32.0', '1383.1', '32.0', 'Fri, 10 Apr 2009 23:06:47', '733507.96304531686')
(1531, '32.0', '1380.4', '32.0', 'Fri, 10 Apr 2009 23:07:17', '733507.96339267795')
(1532, '32.0', '1379.0', '32.0', 'Fri, 10 Apr 2009 23:07:47', '733507.96373985382')
(1533, '32.0', '1377.0', '32.0', 'Fri, 10 Apr 2009 23:08:17', '733507.96408707602')
(1534, '32.0', '1375.0', '32.0', 'Fri, 10 Apr 2009 23:08:47', '733507.96443443710')
(1535, '32.0', '1373.6', '32.0', 'Fri, 10 Apr 2009 23:09:17', '733507.96478161309')
(1536, '32.0', '1371.4', '32.0', 'Fri, 10 Apr 2009 23:09:47', '733507.96512883529')
(1537, '32.0', '1369.3', '32.0', 'Fri, 10 Apr 2009 23:10:17', '733507.96547601116')
(1538, '32.0', '1367.3', '32.0', 'Fri, 10 Apr 2009 23:10:47', '733507.96582323348')
(1539, '32.0', '1365.9', '32.0', 'Fri, 10 Apr 2009 23:11:17', '733507.96617059456')
(1540, '32.0', '1363.9', '32.0', 'Fri, 10 Apr 2009 23:11:47', '733507.96651777043')
(1541, '32.0', '1361.9', '32.0', 'Fri, 10 Apr 2009 23:12:17', '733507.96686499252')
(1542, '32.0', '1360.5', '32.0', 'Fri, 10 Apr 2009 23:12:47', '733507.96721216838')
(1543, '32.0', '1358.5', '32.0', 'Fri, 10 Apr 2009 23:13:17', '733507.96755952958')
(1544, '32.0', '1356.2', '32.0', 'Fri, 10 Apr 2009 23:13:47', '733507.96790675190')
(1545, '32.0', '1354.9', '32.0', 'Fri, 10 Apr 2009 23:14:17', '733507.96825392777')
(1546, '32.0', '1353.5', '32.0', 'Fri, 10 Apr 2009 23:14:47', '733507.96860110387')
(1547, '32.0', '1350.8', '32.0', 'Fri, 10 Apr 2009 23:15:17', '733507.96894832607')
(1548, '32.0', '1349.5', '32.0', 'Fri, 10 Apr 2009 23:15:47', '733507.96929550194')
(1549, '32.0', '1347.4', '32.0', 'Fri, 10 Apr 2009 23:16:17', '733507.96964290936')
(1550, '32.0', '1345.4', '32.0', 'Fri, 10 Apr 2009 23:16:47', '733507.96999008534')
(1551, '32.0', '1343.2', '32.0', 'Fri, 10 Apr 2009 23:17:17', '733507.97033726121')
(1552, '32.0', '1341.8', '32.0', 'Fri, 10 Apr 2009 23:17:47', '733507.97068448283')
(1553, '32.0', '1339.8', '32.0', 'Fri, 10 Apr 2009 23:18:17', '733507.97103165870')
(1554, '32.0', '1338.5', '32.0', 'Fri, 10 Apr 2009 23:18:47', '733507.97137883538')
(1555, '32.0', '1336.4', '32.0', 'Fri, 10 Apr 2009 23:19:17', '733507.97172605759')
(1556, '32.0', '1333.7', '32.0', 'Fri, 10 Apr 2009 23:19:47', '733507.97207341867')
(1557, '32.0', '1332.4', '32.0', 'Fri, 10 Apr 2009 23:20:17', '733507.97242059431')
(1558, '32.0', '1330.4', '32.0', 'Fri, 10 Apr 2009 23:20:47', '733507.97276781674')
(1559, '32.0', '1329.0', '32.0', 'Fri, 10 Apr 2009 23:21:17', '733507.97311499261')
(1560, '32.0', '1326.8', '32.0', 'Fri, 10 Apr 2009 23:21:47', '733507.97346216859')
(1561, '32.0', '1325.4', '32.0', 'Fri, 10 Apr 2009 23:22:17', '733507.97380939068')
(1562, '32.0', '1322.7', '32.0', 'Fri, 10 Apr 2009 23:22:47', '733507.97415675188')
(1563, '32.0', '1321.4', '32.0', 'Fri, 10 Apr 2009 23:23:17', '733507.97450397420')
(1564, '32.0', '1319.3', '32.0', 'Fri, 10 Apr 2009 23:23:47', '733507.97485114995')
(1565, '32.0', '1317.8', '32.0', 'Fri, 10 Apr 2009 23:24:17', '733507.97519832593')
(1566, '32.0', '1316.0', '32.0', 'Fri, 10 Apr 2009 23:24:47', '733507.97554554814')
(1567, '32.0', '1314.4', '32.0', 'Fri, 10 Apr 2009 23:25:17', '733507.97589309444')
(1568, '32.0', '1312.4', '32.0', 'Fri, 10 Apr 2009 23:25:47', '733507.97624027042')
(1569, '32.0', '1310.4', '32.0', 'Fri, 10 Apr 2009 23:26:17', '733507.97658749274')
(1570, '32.0', '1308.4', '32.0', 'Fri, 10 Apr 2009 23:26:47', '733507.97693466861')
(1571, '32.0', '1306.3', '32.0', 'Fri, 10 Apr 2009 23:27:17', '733507.97728202981')
(1572, '32.0', '1304.8', '32.0', 'Fri, 10 Apr 2009 23:27:47', '733507.97762925189')
(1573, '32.0', '1303.0', '32.0', 'Fri, 10 Apr 2009 23:28:17', '733507.97797642718')
(1574, '32.0', '1300.7', '32.0', 'Fri, 10 Apr 2009 23:28:47', '733507.97832365008')
(1575, '32.0', '1299.4', '32.0', 'Fri, 10 Apr 2009 23:29:17', '733507.97867082537')
(1576, '32.0', '1297.4', '32.0', 'Fri, 10 Apr 2009 23:29:47', '733507.97901800193')
(1577, '32.0', '1296.0', '32.0', 'Fri, 10 Apr 2009 23:30:17', '733507.97936540935')
(1578, '32.0', '1294.7', '32.0', 'Fri, 10 Apr 2009 23:30:47', '733507.97971258522')
(1579, '32.0', '1292.0', '32.0', 'Fri, 10 Apr 2009 23:31:17', '733507.98005976120')
(1580, '32.0', '1290.7', '32.0', 'Fri, 10 Apr 2009 23:31:47', '733507.98040698352')
(1581, '32.0', '1289.3', '32.0', 'Fri, 10 Apr 2009 23:32:17', '733507.98075415951')
(1582, '32.0', '1287.3', '32.0', 'Fri, 10 Apr 2009 23:32:47', '733507.98110133561')
(1583, '32.0', '1285.8', '32.0', 'Fri, 10 Apr 2009 23:33:17', '733507.98144855781')
(1584, '32.0', '1284.4', '32.0', 'Fri, 10 Apr 2009 23:33:47', '733507.98179591901')
(1585, '32.0', '1282.4', '32.0', 'Fri, 10 Apr 2009 23:34:17', '733507.98214309488')
(1586, '32.0', '1280.4', '32.0', 'Fri, 10 Apr 2009 23:34:47', '733507.98249031720')
(1587, '32.0', '1278.4', '32.0', 'Fri, 10 Apr 2009 23:35:17', '733507.98283749295')
